feature,coef
blocks.20.ln2_post.hook_normalized,5.3386952522589874
blocks.20.ln1_post.hook_normalized,4.616290903547888
blocks.15.ln2_post.hook_normalized,4.505551630379968
blocks.19.ln2_post.hook_normalized,4.501986002585896
blocks.15.ln1_post.hook_normalized,3.937421883627167
blocks.5.ln1_post.hook_normalized,3.1670657533029978
blocks.18.ln2_post.hook_normalized,3.043987282443573
blocks.14.ln2_post.hook_normalized,2.9981930534046723
blocks.5.ln2_post.hook_normalized,2.7889479134949937
blocks.1.ln1_post.hook_normalized,2.645108944917748
