component,1161,1200,137,3949,4086,4287,5548,6832,695,709,7988,8015
blocks.0.hook_resid_post,6.576143629533071e-06,8.373825097329757e-05,0.004169809506912481,4.498976335920446e-08,0.0853857499406584,1.0,0.00013359854413397265,0.0001886972463689407,0.0006729891568152402,0.009489342904237641,2.5003778249987896e-05,8.502827023681991e-05
blocks.0.ln1_post.hook_normalized,1.1102230246251565e-16,1.931899085150235e-11,4.696243394164412e-14,8.607559109918839e-13,3.008837623497129e-11,1.0,1.1417091494436704e-08,4.440892098500626e-16,1.1102230246251565e-16,6.106226635438361e-15,5.417222226355989e-12,1.4781653678852535e-10
blocks.0.ln2_post.hook_normalized,0.0016647845367392389,0.00010116043233454608,3.3340637904943904e-06,0.014203270719555627,0.07399377696054832,1.0,1.0,0.00010190879200544511,1.64548118464225e-08,0.007670650701329995,0.05092907750834785,0.18164139644725863
blocks.1.ln1_post.hook_normalized,1.0,1.0,1.0,1.0,0.09513579429343999,0.07451710708587211,0.19192020947705002,0.07367931763620172,0.3566978553016271,0.7264988681282682,0.24275791608322905,0.06916111257509283
blocks.1.ln2_post.hook_normalized,0.009675013385609721,0.005656498051989756,0.00012736801572488243,0.6589145466067441,0.03103095607610873,1.0,0.034753511055232056,1.0,0.2916779814738165,1.0,1.0,1.0
blocks.10.ln1_post.hook_normalized,0.0215858050846931,0.41559148489803044,1.0,0.037896861299606344,1.0,0.0006722989816609903,1.0,0.00995148894009723,0.002285796448671995,4.1524869026976496e-05,0.3800523151956243,0.2130505735951166
blocks.10.ln2_post.hook_normalized,1.0,0.06458765207702821,0.3945001170258402,1.0,0.34101204328243073,1.0,1.0,0.189752068530336,1.0,0.24061185290915832,0.8967374236745531,0.04879285551141521
blocks.11.ln1_post.hook_normalized,0.07908979025722551,0.4229585019160328,1.0,0.1909492693702891,0.22084000762830092,0.30016264359132716,0.041416635125155477,0.3724794673349472,0.1715241979807799,0.7650934996556175,0.2753628484912529,0.20215499826893835
blocks.11.ln2_post.hook_normalized,0.0003641331902973777,0.0008738132830509171,0.3885359715468476,0.002837974766052409,0.022343088306764014,1.0,0.022704831995457142,0.0038702831705258456,0.00022617666347457543,4.7742182530563504e-05,0.010775424962711222,0.0478433936415843
