model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,4086,-3,lars,positive,0.6283902907045829,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.1024; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4086,-1,diff,pos-vs-neg,,,blocks.20.hook_resid_post:7.1532; blocks.0.hook_resid_post:1.8696; blocks.11.ln1_post.hook_normalized:1.1222; blocks.7.ln1_post.hook_normalized:1.0003; blocks.16.ln1_post.hook_normalized:0.8342; blocks.14.ln2_post.hook_normalized:-0.6158; blocks.1.ln2_post.hook_normalized:-0.5933; blocks.1.ln1_post.hook_normalized:0.5860; blocks.4.ln1_post.hook_normalized:0.5295; blocks.17.ln1_post.hook_normalized:-0.5009
gemma2,4086,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:15.5655; blocks.0.ln1_post.hook_normalized:0.8004; blocks.11.ln2_post.hook_normalized:0.7009; blocks.0.hook_resid_post:-0.6111; blocks.4.ln1_post.hook_normalized:0.5444; blocks.5.ln1_post.hook_normalized:0.4887; blocks.6.ln1_post.hook_normalized:0.4761; blocks.16.ln1_post.hook_normalized:0.4552; blocks.8.ln2_post.hook_normalized:0.4528; blocks.6.ln2_post.hook_normalized:0.4421
gemma2,4086,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:18.9068; blocks.0.ln1_post.hook_normalized:1.3854; blocks.4.ln1_post.hook_normalized:0.5864; blocks.11.ln2_post.hook_normalized:0.5781; blocks.0.hook_resid_post:-0.5747; blocks.5.ln1_post.hook_normalized:0.5594; blocks.8.ln2_post.hook_normalized:0.5592; blocks.11.ln1_post.hook_normalized:0.5104; blocks.16.ln1_post.hook_normalized:0.5070; blocks.18.ln2_post.hook_normalized:0.4647
gemma2,4086,-1,Component Similarities,All,,,blocks.0.hook_resid_post:0.0864; blocks.16.ln1_post.hook_normalized:0.0815; blocks.20.hook_resid_post:0.0791; blocks.7.ln1_post.hook_normalized:0.0664; blocks.11.ln1_post.hook_normalized:0.0654; blocks.17.ln1_post.hook_normalized:-0.0630; blocks.1.ln2_post.hook_normalized:-0.0601; blocks.19.ln2_post.hook_normalized:0.0579; blocks.20.ln2_post.hook_normalized:-0.0520; blocks.4.ln1_post.hook_normalized:0.0503
gemma2,4086,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.1689; blocks.6.ln1_post.hook_normalized:0.0703; blocks.4.ln1_post.hook_normalized:0.0583; blocks.11.ln2_post.hook_normalized:0.0559; blocks.0.ln1_post.hook_normalized:0.0554; blocks.20.ln1_post.hook_normalized:0.0500; blocks.16.ln1_post.hook_normalized:0.0498; blocks.3.ln2_post.hook_normalized:-0.0471; blocks.15.ln1_post.hook_normalized:0.0459; blocks.1.ln2_post.hook_normalized:0.0439
gemma2,4086,-3,Component Similarities,All,,,blocks.20.hook_resid_post:0.2041; blocks.0.ln1_post.hook_normalized:0.0933; blocks.20.ln1_post.hook_normalized:0.0732; blocks.4.ln1_post.hook_normalized:0.0664; blocks.18.ln2_post.hook_normalized:0.0591; blocks.8.ln2_post.hook_normalized:0.0569; blocks.16.ln1_post.hook_normalized:0.0552; blocks.20.ln2_post.hook_normalized:0.0488; blocks.3.ln1_post.hook_normalized:0.0476; blocks.11.ln2_post.hook_normalized:0.0474
gemma2,4287,-1,lars,negative,0.6948872854806307,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:1.0714; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-1,lars,positive,0.488973472196672,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-2,lars,negative,0.4823066828505205,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.8730; blocks.13.ln1_post.hook_normalized:1.4869; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:1.3429; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-2,lars,positive,0.5841411664257483,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:3.1168; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-3,lars,negative,0.6378894663078277,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:4.1825; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-3,lars,positive,0.42787780120551844,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,4287,-1,diff,pos-vs-neg,,,blocks.0.hook_resid_post:3.7393; blocks.0.ln2_post.hook_normalized:-0.8874; blocks.1.ln2_post.hook_normalized:-0.8337; blocks.7.ln1_post.hook_normalized:0.5203; blocks.11.ln1_post.hook_normalized:0.5148; blocks.13.ln2_post.hook_normalized:-0.5129; blocks.3.ln2_post.hook_normalized:-0.4946; blocks.0.ln1_post.hook_normalized:-0.4664; blocks.8.ln2_post.hook_normalized:-0.4454; blocks.20.hook_resid_post:-0.4141
gemma2,4287,-2,diff,pos-vs-neg,,,blocks.0.hook_resid_post:-2.0514; blocks.3.ln2_post.hook_normalized:-0.5835; blocks.1.ln2_post.hook_normalized:0.5389; blocks.20.hook_resid_post:-0.5315; blocks.0.ln2_post.hook_normalized:0.5055; blocks.8.ln2_post.hook_normalized:-0.4501; blocks.7.ln1_post.hook_normalized:0.4363; blocks.19.ln1_post.hook_normalized:-0.3854; blocks.13.ln2_post.hook_normalized:-0.3784; blocks.11.ln1_post.hook_normalized:0.3417
gemma2,4287,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:-5.3738; blocks.0.hook_resid_post:-2.4261; blocks.0.ln1_post.hook_normalized:1.0303; blocks.13.ln2_post.hook_normalized:-0.7114; blocks.8.ln2_post.hook_normalized:-0.4258; blocks.12.ln2_post.hook_normalized:-0.4029; blocks.7.ln1_post.hook_normalized:0.3847; blocks.19.ln1_post.hook_normalized:-0.3360; blocks.9.ln1_post.hook_normalized:0.3046; blocks.6.ln2_post.hook_normalized:-0.2985
gemma2,4287,-1,Component Similarities,All,,,blocks.0.hook_resid_post:0.1719; blocks.1.ln2_post.hook_normalized:-0.0845; blocks.3.ln2_post.hook_normalized:-0.0737; blocks.19.ln1_post.hook_normalized:-0.0579; blocks.0.ln2_post.hook_normalized:-0.0520; blocks.15.ln1_post.hook_normalized:0.0430; blocks.8.ln2_post.hook_normalized:-0.0415; blocks.13.ln2_post.hook_normalized:-0.0383; blocks.20.ln2_post.hook_normalized:-0.0376; blocks.7.ln1_post.hook_normalized:0.0337
gemma2,4287,-2,Component Similarities,All,,,blocks.0.hook_resid_post:-0.1069; blocks.1.ln2_post.hook_normalized:0.0713; blocks.3.ln2_post.hook_normalized:-0.0703; blocks.19.ln1_post.hook_normalized:-0.0630; blocks.0.ln2_post.hook_normalized:0.0444; blocks.15.ln1_post.hook_normalized:0.0410; blocks.8.ln2_post.hook_normalized:-0.0403; blocks.13.ln2_post.hook_normalized:-0.0337; blocks.7.ln1_post.hook_normalized:0.0334; blocks.7.ln2_post.hook_normalized:0.0253
gemma2,4287,-3,Component Similarities,All,,,blocks.0.hook_resid_post:-0.1416; blocks.13.ln2_post.hook_normalized:-0.0649; blocks.0.ln1_post.hook_normalized:0.0601; blocks.19.ln1_post.hook_normalized:-0.0576; blocks.20.hook_resid_post:-0.0576; blocks.3.ln2_post.hook_normalized:-0.0447; blocks.8.ln2_post.hook_normalized:-0.0427; blocks.20.ln1_post.hook_normalized:0.0398; blocks.12.ln2_post.hook_normalized:-0.0349; blocks.3.ln1_post.hook_normalized:0.0332
gemma2,5548,-1,lars,negative,0.3533778929809459,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-1,lars,positive,0.2900741980530629,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:1.4485; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-2,lars,negative,0.6105629605667753,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:2.3690; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-2,lars,positive,0.4235331428655842,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:5.4051; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-3,lars,negative,0.6683355569429367,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:2.6423; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.8260; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-3,lars,positive,0.568774777268688,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:1.9571; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:1.6984; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,5548,-1,diff,pos-vs-neg,,,blocks.0.hook_resid_post:2.6314; blocks.20.hook_resid_post:-1.8884; blocks.11.ln1_post.hook_normalized:0.8095; blocks.20.ln2_post.hook_normalized:-0.6648; blocks.13.ln2_post.hook_normalized:-0.5532; blocks.16.ln1_post.hook_normalized:0.5334; blocks.1.ln2_post.hook_normalized:-0.5186; blocks.19.ln1_post.hook_normalized:-0.4767; blocks.7.ln1_post.hook_normalized:0.4040; blocks.0.ln2_post.hook_normalized:-0.3909
gemma2,5548,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:8.0238; blocks.0.hook_resid_post:-1.0708; blocks.0.ln1_post.hook_normalized:0.6704; blocks.0.ln2_post.hook_normalized:0.6173; blocks.11.ln2_post.hook_normalized:0.6093; blocks.6.ln2_post.hook_normalized:0.4613; blocks.4.ln2_post.hook_normalized:0.4507; blocks.8.ln2_post.hook_normalized:0.3971; blocks.9.ln2_post.hook_normalized:0.3740; blocks.3.ln2_post.hook_normalized:-0.3712
gemma2,5548,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:6.9002; blocks.0.hook_resid_post:-1.7204; blocks.0.ln1_post.hook_normalized:1.1608; blocks.11.ln2_post.hook_normalized:0.5310; blocks.13.ln2_post.hook_normalized:-0.5130; blocks.20.ln2_post.hook_normalized:0.4770; blocks.8.ln2_post.hook_normalized:0.4255; blocks.17.ln1_post.hook_normalized:0.3961; blocks.17.ln2_post.hook_normalized:0.3759; blocks.6.ln2_post.hook_normalized:0.3573
gemma2,5548,-1,Component Similarities,All,,,blocks.0.hook_resid_post:0.1133; blocks.19.ln1_post.hook_normalized:-0.0703; blocks.20.ln2_post.hook_normalized:-0.0688; blocks.1.ln2_post.hook_normalized:-0.0515; blocks.16.ln1_post.hook_normalized:0.0498; blocks.11.ln1_post.hook_normalized:0.0488; blocks.13.ln2_post.hook_normalized:-0.0396; blocks.17.ln1_post.hook_normalized:-0.0337; blocks.18.ln2_post.hook_normalized:-0.0312; blocks.3.ln2_post.hook_normalized:-0.0275
gemma2,5548,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.0830; blocks.3.ln2_post.hook_normalized:-0.0588; blocks.19.ln1_post.hook_normalized:-0.0554; blocks.0.ln2_post.hook_normalized:0.0547; blocks.0.ln1_post.hook_normalized:0.0518; blocks.11.ln2_post.hook_normalized:0.0476; blocks.0.hook_resid_post:-0.0466; blocks.4.ln2_post.hook_normalized:0.0457; blocks.20.ln2_post.hook_normalized:0.0439; blocks.1.ln2_post.hook_normalized:0.0430
gemma2,5548,-3,Component Similarities,All,,,blocks.0.hook_resid_post:-0.1050; blocks.0.ln1_post.hook_normalized:0.0830; blocks.20.hook_resid_post:0.0742; blocks.20.ln2_post.hook_normalized:0.0615; blocks.17.ln1_post.hook_normalized:0.0476; blocks.13.ln2_post.hook_normalized:-0.0471; blocks.20.ln1_post.hook_normalized:0.0457; blocks.11.ln2_post.hook_normalized:0.0447; blocks.8.ln2_post.hook_normalized:0.0425; blocks.17.ln2_post.hook_normalized:0.0413
gemma2,6832,-1,lars,negative,0.6345674021658363,,blocks.0.ln1_post.hook_normalized:4.0129; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0631
gemma2,6832,-1,lars,positive,0.6527107193847829,,blocks.0.ln1_post.hook_normalized:1.4577; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.1853; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,6832,-2,lars,negative,0.45465538526058036,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:1.7414; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,6832,-2,lars,positive,0.2650512989039929,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,6832,-3,lars,negative,0.6325419847317071,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.9694; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,6832,-3,lars,positive,-0.9959223840909941,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:7.7837; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:9.1065
gemma2,6832,-1,diff,pos-vs-neg,,,blocks.20.hook_resid_post:4.0359; blocks.0.hook_resid_post:0.9686; blocks.0.ln2_post.hook_normalized:-0.6408; blocks.9.ln1_post.hook_normalized:-0.6346; blocks.20.ln2_post.hook_normalized:-0.4567; blocks.10.ln2_post.hook_normalized:-0.3655; blocks.13.ln1_post.hook_normalized:-0.3565; blocks.8.ln2_post.hook_normalized:0.3559; blocks.11.ln1_post.hook_normalized:0.3421; blocks.19.ln2_post.hook_normalized:0.3272
gemma2,6832,-2,diff,pos-vs-neg,,,blocks.20.hook_resid_post:10.7470; blocks.0.hook_resid_post:-1.3110; blocks.9.ln1_post.hook_normalized:-0.8102; blocks.11.ln2_post.hook_normalized:0.8069; blocks.8.ln2_post.hook_normalized:0.7642; blocks.0.ln1_post.hook_normalized:0.6180; blocks.3.ln2_post.hook_normalized:-0.5031; blocks.10.ln2_post.hook_normalized:-0.4580; blocks.10.ln1_post.hook_normalized:-0.4547; blocks.19.ln2_post.hook_normalized:0.4505
gemma2,6832,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:22.4518; blocks.0.ln1_post.hook_normalized:1.1963; blocks.8.ln2_post.hook_normalized:0.7579; blocks.9.ln1_post.hook_normalized:-0.6997; blocks.11.ln2_post.hook_normalized:0.6486; blocks.20.ln2_post.hook_normalized:0.6353; blocks.17.ln2_post.hook_normalized:0.5834; blocks.9.ln2_post.hook_normalized:0.5819; blocks.19.ln2_post.hook_normalized:0.5592; blocks.18.ln2_post.hook_normalized:0.5181
gemma2,6832,-1,Component Similarities,All,,,blocks.20.ln2_post.hook_normalized:-0.0583; blocks.0.hook_resid_post:0.0569; blocks.0.ln2_post.hook_normalized:-0.0518; blocks.20.hook_resid_post:0.0432; blocks.9.ln1_post.hook_normalized:-0.0413; blocks.6.ln1_post.hook_normalized:0.0403; blocks.17.ln1_post.hook_normalized:-0.0383; blocks.19.ln2_post.hook_normalized:0.0381; blocks.13.ln1_post.hook_normalized:-0.0330; blocks.8.ln2_post.hook_normalized:0.0315
gemma2,6832,-2,Component Similarities,All,,,blocks.20.hook_resid_post:0.1143; blocks.3.ln2_post.hook_normalized:-0.0742; blocks.8.ln2_post.hook_normalized:0.0659; blocks.0.hook_resid_post:-0.0613; blocks.11.ln2_post.hook_normalized:0.0601; blocks.19.ln2_post.hook_normalized:0.0574; blocks.20.ln2_post.hook_normalized:0.0549; blocks.9.ln1_post.hook_normalized:-0.0500; blocks.1.ln2_post.hook_normalized:0.0496; blocks.0.ln1_post.hook_normalized:0.0454
gemma2,6832,-3,Component Similarities,All,,,blocks.20.hook_resid_post:0.1807; blocks.20.ln2_post.hook_normalized:0.0796; blocks.0.ln1_post.hook_normalized:0.0781; blocks.8.ln2_post.hook_normalized:0.0757; blocks.19.ln2_post.hook_normalized:0.0679; blocks.17.ln2_post.hook_normalized:0.0659; blocks.18.ln2_post.hook_normalized:0.0635; blocks.9.ln2_post.hook_normalized:0.0586; blocks.11.ln2_post.hook_normalized:0.0537; blocks.6.ln1_post.hook_normalized:0.0535
gemma2,695,-1,lars,negative,0.7227493626063571,,blocks.0.ln1_post.hook_normalized:3.2731; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,695,-1,lars,positive,0.6329582916663559,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.6609; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.6429; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,695,-2,lars,negative,0.4894299587577653,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,695,-2,lars,positive,0.6617942900449063,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:2.0036; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:1.2159
gemma2,695,-3,lars,negative,0.5754722692113325,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000
gemma2,695,-3,lars,positive,0.44912942174570425,,blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:4.4704; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:3.0927; blocks.10.ln2_post.hook_normalized:3.2910
gemma2,695,-1,diff,pos-vs-neg,,,blocks.20.hook_resid_post:-4.3977; blocks.0.hook_resid_post:1.3914; blocks.0.ln2_post.hook_normalized:-0.7165; blocks.20.ln2_post.hook_normalized:-0.6836; blocks.13.ln2_post.hook_normalized:-0.4583; blocks.13.ln1_post.hook_normalized:-0.3819; blocks.8.ln1_post.hook_normalized:-0.3313; blocks.10.ln1_post.hook_normalized:-0.3026; blocks.1.ln2_post.hook_normalized:-0.2924; blocks.18.ln2_post.hook_normalized:-0.2675
gemma2,695,-2,diff,pos-vs-neg,,,blocks.0.hook_resid_post:-1.0668; blocks.0.ln1_post.hook_normalized:0.5790; blocks.11.ln2_post.hook_normalized:0.5645; blocks.13.ln1_post.hook_normalized:-0.4646; blocks.10.ln2_post.hook_normalized:-0.4593; blocks.3.ln2_post.hook_normalized:-0.4566; blocks.9.ln1_post.hook_normalized:-0.4332; blocks.8.ln2_post.hook_normalized:0.3472; blocks.10.ln1_post.hook_normalized:-0.3327; blocks.7.ln2_post.hook_normalized:0.3062
gemma2,695,-3,diff,pos-vs-neg,,,blocks.20.hook_resid_post:4.7528; blocks.0.ln1_post.hook_normalized:0.9425; blocks.0.hook_resid_post:-0.7634; blocks.11.ln2_post.hook_normalized:0.4951; blocks.8.ln2_post.hook_normalized:0.4644; blocks.9.ln1_post.hook_normalized:-0.4264; blocks.7.ln2_post.hook_normalized:0.4096; blocks.13.ln1_post.hook_normalized:-0.3497; blocks.13.ln2_post.hook_normalized:-0.3276; blocks.12.ln1_post.hook_normalized:-0.3226
gemma2,695,-1,Component Similarities,All,,,blocks.20.ln2_post.hook_normalized:-0.0820; blocks.0.hook_resid_post:0.0703; blocks.8.ln1_post.hook_normalized:-0.0474; blocks.20.hook_resid_post:-0.0449; blocks.0.ln2_post.hook_normalized:-0.0439; blocks.13.ln1_post.hook_normalized:-0.0415; blocks.13.ln2_post.hook_normalized:-0.0391; blocks.19.ln1_post.hook_normalized:-0.0383; blocks.1.ln2_post.hook_normalized:-0.0320; blocks.4.ln1_post.hook_normalized:0.0308
