component,1161,1200,137,3949,4086,4287,5548,6832,695,709,7988,8015
blocks.0.hook_resid_post,1.0,0.08429638550167085,1.0,0.07799933903342182,1.0,0.22126823828775133,0.039571099951658306,1.0,1.0,1.0,1.0,0.2965640550952968
blocks.0.ln1_post.hook_normalized,0.27153522305043265,0.17731326057805452,1.0,0.683848516887954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4959916908487777
blocks.0.ln2_post.hook_normalized,1.0,1.0,1.0,0.6070951496802233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
blocks.1.ln1_post.hook_normalized,1.0,0.4222528193631512,1.0,0.2791975013847494,1.0,0.7606838347721432,0.4663923138401386,1.0,1.0,0.5548102371965511,0.08103183745068421,1.0
blocks.1.ln2_post.hook_normalized,0.5946632435327733,1.0,1.0,0.5002827118383284,1.0,0.4323384526743068,1.0,1.0,1.0,1.0,1.0,1.0
blocks.10.ln1_post.hook_normalized,1.0,0.023566837327107848,0.1331304599757026,0.017330186426032457,0.3672475507023095,0.19804917871706518,0.03425861774132177,1.0,0.13071567054859357,1.0,0.15705643977125217,0.026497635464867275
blocks.10.ln2_post.hook_normalized,0.36830607154986883,1.0,1.0,1.0,1.0,1.0,0.44241642584754937,1.0,1.0,1.0,1.0,0.3298349985780943
blocks.11.ln1_post.hook_normalized,1.0,1.0,1.0,0.4217600998779276,1.0,0.08805158737069729,1.0,1.0,1.0,1.0,1.0,1.0
blocks.11.ln2_post.hook_normalized,0.5229501856457486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13717095596044404
blocks.12.ln1_post.hook_normalized,1.0,0.20208652660298898,1.0,0.2696226719748873,1.0,1.0,1.0,1.0,0.1345610348339814,1.0,0.320204256855095,1.0
blocks.12.ln2_post.hook_normalized,1.0,0.5473763924710424,1.0,1.0,0.04804837171095344,1.0,1.0,1.0,1.0,1.0,1.0,0.5063330005018684
blocks.13.ln1_post.hook_normalized,0.12677146048631727,0.014497957369418057,1.0,0.0007683958001054592,0.30404337029565476,0.1315110529621304,0.06306056166729024,1.0,0.033262280400527366,0.20155457440943658,0.6966194132504409,0.025747980210481858
blocks.13.ln2_post.hook_normalized,0.6162519527334018,0.05172648512310052,1.0,1.0,0.013325065303270045,0.04947741473272815,0.24220969839439532,1.0,1.0,1.0,0.5124533903769999,1.0
blocks.14.ln1_post.hook_normalized,1.0,0.38899428425348226,1.0,1.0,1.0,1.0,1.0,1.0,0.012369923493858792,1.0,1.0,1.0
blocks.14.ln2_post.hook_normalized,0.08800564709548597,0.15119490527729607,1.0,0.015100414758262626,0.7423751831047662,0.2744321874337381,0.0015003821177046461,1.0,1.0,0.14716551365556896,1.0,0.007016041796062189
blocks.15.ln1_post.hook_normalized,1.0,0.03364605095813156,1.0,0.07834809065684079,1.0,1.0,0.004769272634074784,1.0,1.0,0.17518231420766783,0.07076807061654755,0.00423925298195027
blocks.15.ln2_post.hook_normalized,0.12964548432211886,1.0,1.0,0.03803424854685489,0.12122639991184558,0.012060547632172347,1.0,1.0,1.0,1.0,0.04065551025747871,1.0
blocks.16.ln1_post.hook_normalized,1.0,1.0,1.0,0.6664488665458743,1.0,0.20751758408573684,0.20929707286009624,1.0,1.0,1.0,1.0,1.0
