feature,coef
blocks.15.ln1_post.hook_normalized,6.103322656058419
blocks.20.ln2_post.hook_normalized,5.048964229558349
blocks.15.ln2_post.hook_normalized,3.408569147545276
blocks.16.ln2_post.hook_normalized,3.195896629963304
blocks.17.ln1_post.hook_normalized,2.8026106950764467
blocks.7.ln1_post.hook_normalized,2.7836635977197557
blocks.13.ln2_post.hook_normalized,2.16034576235987
blocks.13.ln1_post.hook_normalized,2.09269248430839
blocks.8.ln2_post.hook_normalized,2.007187482557061
blocks.19.ln2_post.hook_normalized,1.9681250574411768
