feature,coef
blocks.15.ln2_post.hook_normalized,6.121673316450778
blocks.20.ln2_post.hook_normalized,4.9468843922531835
blocks.19.ln2_post.hook_normalized,4.567328299652773
blocks.20.ln1_post.hook_normalized,4.377148419474289
blocks.17.ln1_post.hook_normalized,3.9649190227460416
blocks.18.ln1_post.hook_normalized,3.371025156560456
blocks.3.ln2_post.hook_normalized,2.5724003787096192
blocks.2.ln2_post.hook_normalized,2.466707775621555
blocks.18.ln2_post.hook_normalized,2.3762461516602498
blocks.1.ln1_post.hook_normalized,2.2979718546698327
