feature,coef
blocks.20.ln2_post.hook_normalized,4.210681686889464
blocks.20.ln1_post.hook_normalized,3.375160271655619
blocks.18.ln2_post.hook_normalized,3.3625832172918773
blocks.19.ln2_post.hook_normalized,3.1604316602100444
blocks.7.ln2_post.hook_normalized,3.042718645247055
blocks.16.ln2_post.hook_normalized,2.9363446485971116
blocks.6.ln1_post.hook_normalized,2.8450182698264297
blocks.14.ln2_post.hook_normalized,2.8448761925136212
blocks.19.ln1_post.hook_normalized,2.775415965609053
blocks.8.ln2_post.hook_normalized,2.7439872744039024
