feature,coef
blocks.19.ln2_post.hook_normalized,5.670427113170633
blocks.20.ln2_post.hook_normalized,4.992632086854083
blocks.18.ln2_post.hook_normalized,4.401577097399806
blocks.20.ln1_post.hook_normalized,3.9808958333103086
blocks.17.ln2_post.hook_normalized,2.9451539413916077
blocks.15.ln2_post.hook_normalized,2.941941175765178
blocks.19.ln1_post.hook_normalized,2.8713702331148574
blocks.15.ln1_post.hook_normalized,2.674932572337918
blocks.7.ln1_post.hook_normalized,2.3870338169299137
blocks.8.ln2_post.hook_normalized,2.1882262724331487
