feature,coef
blocks.19.ln2_post.hook_normalized,5.743722332825702
blocks.15.ln2_post.hook_normalized,5.173399452543732
blocks.18.ln2_post.hook_normalized,4.723981641621691
blocks.20.ln2_post.hook_normalized,4.359755963218137
blocks.19.ln1_post.hook_normalized,3.873048326163347
blocks.20.ln1_post.hook_normalized,3.336993261544333
blocks.17.ln2_post.hook_normalized,3.0772842449818714
blocks.14.ln2_post.hook_normalized,2.9296851902346956
blocks.11.ln2_post.hook_normalized,2.5806369943945358
blocks.5.ln1_post.hook_normalized,2.4591821111431025
