feature,coef
blocks.18.ln2_post.hook_normalized,4.314742635854017
blocks.10.ln1_post.hook_normalized,3.2631338071928995
blocks.17.ln2_post.hook_normalized,3.256823360823045
blocks.15.ln1_post.hook_normalized,3.2051161955882783
blocks.2.ln1_post.hook_normalized,3.1781121192376514
blocks.15.ln2_post.hook_normalized,2.873085012360583
blocks.16.ln2_post.hook_normalized,2.7091180226042035
blocks.20.ln2_post.hook_normalized,2.492996288057076
blocks.19.ln2_post.hook_normalized,2.3278100105552797
blocks.5.ln2_post.hook_normalized,1.9818024869901794
