feature,coef
blocks.20.ln2_post.hook_normalized,5.028565046600395
blocks.19.ln1_post.hook_normalized,3.8307509408602995
blocks.15.ln1_post.hook_normalized,3.5865038999067327
blocks.13.ln1_post.hook_normalized,3.421347044174272
blocks.16.ln2_post.hook_normalized,3.4188195315633076
blocks.17.ln1_post.hook_normalized,3.066063725495992
blocks.18.ln2_post.hook_normalized,2.792023232178508
blocks.11.ln1_post.hook_normalized,2.325086795839219
blocks.2.ln2_post.hook_normalized,2.2020211670981764
blocks.3.ln1_post.hook_normalized,2.131136400328282
