,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(-0.4665),tensor(0.1094),tensor(1.0302)
blocks.0.ln2_post.hook_normalized,tensor(-0.8874),tensor(0.5051),tensor(0.2930)
blocks.0.hook_resid_post,tensor(3.7384),tensor(-2.0516),tensor(-2.4258)
blocks.1.ln1_post.hook_normalized,tensor(0.0923),tensor(-0.2573),tensor(0.0243)
blocks.1.ln2_post.hook_normalized,tensor(-0.8335),tensor(0.5387),tensor(-0.0382)
blocks.2.ln1_post.hook_normalized,tensor(-0.1403),tensor(0.0196),tensor(0.1615)
blocks.2.ln2_post.hook_normalized,tensor(0.1334),tensor(0.1882),tensor(-0.0135)
blocks.3.ln1_post.hook_normalized,tensor(0.2151),tensor(0.1452),tensor(0.2675)
blocks.3.ln2_post.hook_normalized,tensor(-0.4947),tensor(-0.5834),tensor(-0.2732)
blocks.4.ln1_post.hook_normalized,tensor(0.3238),tensor(0.1514),tensor(0.0263)
blocks.4.ln2_post.hook_normalized,tensor(-0.2342),tensor(0.0437),tensor(-0.2236)
blocks.5.ln1_post.hook_normalized,tensor(-0.0836),tensor(0.1848),tensor(0.1635)
blocks.5.ln2_post.hook_normalized,tensor(-0.1937),tensor(-0.0867),tensor(-0.1154)
blocks.6.ln1_post.hook_normalized,tensor(0.0513),tensor(0.0221),tensor(0.0816)
blocks.6.ln2_post.hook_normalized,tensor(0.1312),tensor(-0.1988),tensor(-0.2983)
blocks.7.ln1_post.hook_normalized,tensor(0.5203),tensor(0.4364),tensor(0.3849)
blocks.7.ln2_post.hook_normalized,tensor(-0.0874),tensor(0.2701),tensor(0.0523)
blocks.8.ln1_post.hook_normalized,tensor(-0.0068),tensor(-0.0109),tensor(0.0429)
blocks.8.ln2_post.hook_normalized,tensor(-0.4451),tensor(-0.4498),tensor(-0.4258)
blocks.9.ln1_post.hook_normalized,tensor(0.1779),tensor(0.2676),tensor(0.3045)
blocks.9.ln2_post.hook_normalized,tensor(-0.2030),tensor(0.0459),tensor(-0.1658)
blocks.10.ln1_post.hook_normalized,tensor(0.2133),tensor(0.1313),tensor(0.1229)
blocks.10.ln2_post.hook_normalized,tensor(0.0032),tensor(-0.2580),tensor(-0.2744)
blocks.11.ln1_post.hook_normalized,tensor(0.5147),tensor(0.3415),tensor(0.1732)
blocks.11.ln2_post.hook_normalized,tensor(0.1115),tensor(0.2413),tensor(0.1319)
blocks.12.ln1_post.hook_normalized,tensor(0.0616),tensor(0.0751),tensor(-0.0963)
blocks.12.ln2_post.hook_normalized,tensor(0.0953),tensor(0.0819),tensor(-0.4031)
blocks.13.ln1_post.hook_normalized,tensor(0.2890),tensor(0.0134),tensor(0.0498)
blocks.13.ln2_post.hook_normalized,tensor(-0.5129),tensor(-0.3782),tensor(-0.7108)
blocks.14.ln1_post.hook_normalized,tensor(-0.1858),tensor(-0.1111),tensor(-0.1507)
blocks.14.ln2_post.hook_normalized,tensor(-0.2558),tensor(-0.1311),tensor(-0.2645)
blocks.15.ln1_post.hook_normalized,tensor(0.3568),tensor(0.3288),tensor(0.0560)
blocks.15.ln2_post.hook_normalized,tensor(0.0242),tensor(0.2441),tensor(0.0539)
blocks.16.ln1_post.hook_normalized,tensor(0.1003),tensor(-0.0607),tensor(0.0499)
blocks.16.ln2_post.hook_normalized,tensor(-0.0515),tensor(0.0099),tensor(-0.2454)
blocks.17.ln1_post.hook_normalized,tensor(-0.1639),tensor(0.1603),tensor(0.1617)
blocks.17.ln2_post.hook_normalized,tensor(-0.1994),tensor(0.2093),tensor(0.1978)
blocks.18.ln1_post.hook_normalized,tensor(-0.1112),tensor(0.0686),tensor(0.0279)
blocks.18.ln2_post.hook_normalized,tensor(-0.2313),tensor(-0.0083),tensor(0.0610)
blocks.19.ln1_post.hook_normalized,tensor(-0.3884),tensor(-0.3854),tensor(-0.3360)
blocks.19.ln2_post.hook_normalized,tensor(-0.0701),tensor(0.0854),tensor(-0.2151)
blocks.20.ln1_post.hook_normalized,tensor(-0.0065),tensor(0.1099),tensor(0.2253)
blocks.20.ln2_post.hook_normalized,tensor(-0.3186),tensor(0.1350),tensor(0.1453)
blocks.20.hook_resid_post,tensor(-0.4187),tensor(-0.5326),tensor(-5.3770)
