,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(-0.0391),tensor(0.3367),tensor(1.0891)
blocks.0.ln2_post.hook_normalized,tensor(-0.4525),tensor(0.0542),tensor(0.3120)
blocks.0.hook_resid_post,tensor(0.9676),tensor(-0.4047),tensor(-1.0040)
blocks.1.ln1_post.hook_normalized,tensor(0.1895),tensor(-0.1168),tensor(0.0034)
blocks.1.ln2_post.hook_normalized,tensor(-0.5567),tensor(0.3147),tensor(0.0438)
blocks.2.ln1_post.hook_normalized,tensor(0.1422),tensor(-0.1065),tensor(0.1094)
blocks.2.ln2_post.hook_normalized,tensor(0.2726),tensor(0.1468),tensor(0.0679)
blocks.3.ln1_post.hook_normalized,tensor(0.6046),tensor(0.2069),tensor(0.2723)
blocks.3.ln2_post.hook_normalized,tensor(-0.1593),tensor(-0.4707),tensor(-0.0004)
blocks.4.ln1_post.hook_normalized,tensor(0.4015),tensor(0.4491),tensor(0.4605)
blocks.4.ln2_post.hook_normalized,tensor(-0.1655),tensor(0.3861),tensor(0.0399)
blocks.5.ln1_post.hook_normalized,tensor(0.1417),tensor(0.2350),tensor(0.1955)
blocks.5.ln2_post.hook_normalized,tensor(0.0448),tensor(0.1289),tensor(0.1953)
blocks.6.ln1_post.hook_normalized,tensor(0.2096),tensor(0.2321),tensor(0.2616)
blocks.6.ln2_post.hook_normalized,tensor(-0.0328),tensor(0.4645),tensor(0.3230)
blocks.7.ln1_post.hook_normalized,tensor(0.5974),tensor(0.3448),tensor(0.0355)
blocks.7.ln2_post.hook_normalized,tensor(-0.0968),tensor(0.1199),tensor(0.2170)
blocks.8.ln1_post.hook_normalized,tensor(0.0126),tensor(0.1016),tensor(0.1146)
blocks.8.ln2_post.hook_normalized,tensor(-0.0821),tensor(0.3133),tensor(0.2810)
blocks.9.ln1_post.hook_normalized,tensor(0.0319),tensor(-0.1001),tensor(-0.1942)
blocks.9.ln2_post.hook_normalized,tensor(-0.0539),tensor(0.0018),tensor(0.1271)
blocks.10.ln1_post.hook_normalized,tensor(0.0292),tensor(-0.0682),tensor(0.0459)
blocks.10.ln2_post.hook_normalized,tensor(-0.0461),tensor(-0.1120),tensor(0.1651)
blocks.11.ln1_post.hook_normalized,tensor(0.6369),tensor(0.2566),tensor(0.0810)
blocks.11.ln2_post.hook_normalized,tensor(0.1224),tensor(0.6831),tensor(0.7686)
blocks.12.ln1_post.hook_normalized,tensor(0.1523),tensor(-0.0741),tensor(-0.1210)
blocks.12.ln2_post.hook_normalized,tensor(0.2343),tensor(0.0663),tensor(-0.0551)
blocks.13.ln1_post.hook_normalized,tensor(0.0940),tensor(-0.0621),tensor(-0.1219)
blocks.13.ln2_post.hook_normalized,tensor(-0.5934),tensor(0.1150),tensor(-0.1529)
blocks.14.ln1_post.hook_normalized,tensor(-0.0577),tensor(-0.0324),tensor(-0.0138)
blocks.14.ln2_post.hook_normalized,tensor(-0.2186),tensor(-0.0157),tensor(0.1006)
blocks.15.ln1_post.hook_normalized,tensor(0.1545),tensor(0.3656),tensor(0.2598)
blocks.15.ln2_post.hook_normalized,tensor(-0.0069),tensor(0.0638),tensor(0.3143)
blocks.16.ln1_post.hook_normalized,tensor(0.5486),tensor(0.2527),tensor(0.1413)
blocks.16.ln2_post.hook_normalized,tensor(-0.0929),tensor(-0.0251),tensor(-0.0490)
blocks.17.ln1_post.hook_normalized,tensor(-0.1781),tensor(0.2260),tensor(0.3220)
blocks.17.ln2_post.hook_normalized,tensor(-0.0415),tensor(0.1224),tensor(0.2653)
blocks.18.ln1_post.hook_normalized,tensor(-0.0568),tensor(0.0353),tensor(0.0191)
blocks.18.ln2_post.hook_normalized,tensor(-0.0154),tensor(-0.0583),tensor(0.2132)
blocks.19.ln1_post.hook_normalized,tensor(-0.2860),tensor(-0.2128),tensor(-0.0494)
blocks.19.ln2_post.hook_normalized,tensor(0.1701),tensor(0.2169),tensor(0.4252)
blocks.20.ln1_post.hook_normalized,tensor(0.0233),tensor(0.1490),tensor(0.3973)
blocks.20.ln2_post.hook_normalized,tensor(-0.5537),tensor(-0.0303),tensor(0.2588)
blocks.20.hook_resid_post,tensor(2.0460),tensor(8.4401),tensor(11.4441)
