,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(-0.2366),tensor(0.5790),tensor(0.9425)
blocks.0.ln2_post.hook_normalized,tensor(-0.7164),tensor(0.0970),tensor(0.1796)
blocks.0.hook_resid_post,tensor(1.3922),tensor(-1.0671),tensor(-0.7637)
blocks.1.ln1_post.hook_normalized,tensor(0.2620),tensor(-0.0454),tensor(0.2842)
blocks.1.ln2_post.hook_normalized,tensor(-0.2925),tensor(0.0896),tensor(-0.1326)
blocks.2.ln1_post.hook_normalized,tensor(-0.0625),tensor(-0.0055),tensor(-0.0296)
blocks.2.ln2_post.hook_normalized,tensor(-0.0066),tensor(0.1072),tensor(-0.0308)
blocks.3.ln1_post.hook_normalized,tensor(0.0521),tensor(-0.0838),tensor(0.0044)
blocks.3.ln2_post.hook_normalized,tensor(-0.1040),tensor(-0.4566),tensor(-0.0676)
blocks.4.ln1_post.hook_normalized,tensor(0.2539),tensor(0.2548),tensor(0.3013)
blocks.4.ln2_post.hook_normalized,tensor(-0.2187),tensor(0.2367),tensor(0.1113)
blocks.5.ln1_post.hook_normalized,tensor(0.0195),tensor(-0.1103),tensor(-0.1020)
blocks.5.ln2_post.hook_normalized,tensor(0.1926),tensor(0.1506),tensor(0.0638)
blocks.6.ln1_post.hook_normalized,tensor(0.0806),tensor(0.2260),tensor(0.2031)
blocks.6.ln2_post.hook_normalized,tensor(-0.0953),tensor(0.1353),tensor(0.2460)
blocks.7.ln1_post.hook_normalized,tensor(0.2211),tensor(-0.2272),tensor(-0.2072)
blocks.7.ln2_post.hook_normalized,tensor(0.1059),tensor(0.3063),tensor(0.4096)
blocks.8.ln1_post.hook_normalized,tensor(-0.3312),tensor(-0.1807),tensor(-0.2943)
blocks.8.ln2_post.hook_normalized,tensor(0.1423),tensor(0.3475),tensor(0.4650)
blocks.9.ln1_post.hook_normalized,tensor(-0.2266),tensor(-0.4330),tensor(-0.4264)
blocks.9.ln2_post.hook_normalized,tensor(-0.2139),tensor(-0.1283),tensor(-0.0803)
blocks.10.ln1_post.hook_normalized,tensor(-0.3024),tensor(-0.3325),tensor(-0.3159)
blocks.10.ln2_post.hook_normalized,tensor(-0.0766),tensor(-0.4594),tensor(-0.2576)
blocks.11.ln1_post.hook_normalized,tensor(0.2177),tensor(-0.0842),tensor(-0.1930)
blocks.11.ln2_post.hook_normalized,tensor(0.0973),tensor(0.5640),tensor(0.4956)
blocks.12.ln1_post.hook_normalized,tensor(0.1770),tensor(-0.1005),tensor(-0.3226)
blocks.12.ln2_post.hook_normalized,tensor(-0.2005),tensor(-0.0801),tensor(-0.2230)
blocks.13.ln1_post.hook_normalized,tensor(-0.3819),tensor(-0.4647),tensor(-0.3499)
blocks.13.ln2_post.hook_normalized,tensor(-0.4583),tensor(-0.1026),tensor(-0.3272)
blocks.14.ln1_post.hook_normalized,tensor(0.0160),tensor(-0.0242),tensor(-0.0231)
blocks.14.ln2_post.hook_normalized,tensor(-0.1473),tensor(0.0997),tensor(0.2126)
blocks.15.ln1_post.hook_normalized,tensor(0.1885),tensor(-0.1604),tensor(-0.2048)
blocks.15.ln2_post.hook_normalized,tensor(-0.0183),tensor(0.0801),tensor(0.1520)
blocks.16.ln1_post.hook_normalized,tensor(0.2611),tensor(-0.0736),tensor(-0.1242)
blocks.16.ln2_post.hook_normalized,tensor(-0.1489),tensor(0.0751),tensor(-0.0417)
blocks.17.ln1_post.hook_normalized,tensor(-0.2179),tensor(0.1105),tensor(0.2628)
blocks.17.ln2_post.hook_normalized,tensor(-0.0905),tensor(-0.0582),tensor(0.2705)
blocks.18.ln1_post.hook_normalized,tensor(0.1399),tensor(-0.2882),tensor(-0.1808)
blocks.18.ln2_post.hook_normalized,tensor(-0.2672),tensor(-0.0778),tensor(0.0308)
blocks.19.ln1_post.hook_normalized,tensor(-0.2492),tensor(-0.2059),tensor(-0.1282)
blocks.19.ln2_post.hook_normalized,tensor(0.1838),tensor(0.0699),tensor(0.2801)
blocks.20.ln1_post.hook_normalized,tensor(-0.0647),tensor(-0.0397),tensor(0.0121)
blocks.20.ln2_post.hook_normalized,tensor(-0.6833),tensor(0.1168),tensor(0.0694)
blocks.20.hook_resid_post,tensor(-4.3958),tensor(0.2744),tensor(4.7484)
