,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(0.1277),tensor(0.7792),tensor(0.8148)
blocks.0.ln2_post.hook_normalized,tensor(-0.3525),tensor(0.2024),tensor(-0.0583)
blocks.0.hook_resid_post,tensor(1.4634),tensor(-1.6035),tensor(0.0802)
blocks.1.ln1_post.hook_normalized,tensor(0.1111),tensor(-0.3261),tensor(-0.0275)
blocks.1.ln2_post.hook_normalized,tensor(-0.4169),tensor(0.2995),tensor(-0.2926)
blocks.2.ln1_post.hook_normalized,tensor(-0.0990),tensor(0.1259),tensor(-0.1876)
blocks.2.ln2_post.hook_normalized,tensor(0.2487),tensor(0.1254),tensor(0.0166)
blocks.3.ln1_post.hook_normalized,tensor(0.1047),tensor(0.0364),tensor(0.3039)
blocks.3.ln2_post.hook_normalized,tensor(-0.2341),tensor(-0.2951),tensor(-0.1144)
blocks.4.ln1_post.hook_normalized,tensor(0.3186),tensor(0.2762),tensor(0.2236)
blocks.4.ln2_post.hook_normalized,tensor(-0.2184),tensor(0.1901),tensor(0.0652)
blocks.5.ln1_post.hook_normalized,tensor(-0.0529),tensor(0.0061),tensor(-0.0676)
blocks.5.ln2_post.hook_normalized,tensor(0.1477),tensor(0.3517),tensor(0.1825)
blocks.6.ln1_post.hook_normalized,tensor(0.0889),tensor(0.0427),tensor(0.1348)
blocks.6.ln2_post.hook_normalized,tensor(0.1278),tensor(0.5166),tensor(0.5763)
blocks.7.ln1_post.hook_normalized,tensor(-0.0229),tensor(-0.4844),tensor(-0.2711)
blocks.7.ln2_post.hook_normalized,tensor(0.1977),tensor(0.4010),tensor(0.5017)
blocks.8.ln1_post.hook_normalized,tensor(-0.4385),tensor(-0.3207),tensor(-0.4209)
blocks.8.ln2_post.hook_normalized,tensor(0.2203),tensor(0.4771),tensor(0.2172)
blocks.9.ln1_post.hook_normalized,tensor(-0.5175),tensor(-0.5236),tensor(-0.4084)
blocks.9.ln2_post.hook_normalized,tensor(0.0616),tensor(0.4183),tensor(0.2740)
blocks.10.ln1_post.hook_normalized,tensor(-0.2361),tensor(-0.3939),tensor(-0.1694)
blocks.10.ln2_post.hook_normalized,tensor(-0.1577),tensor(-0.6936),tensor(-0.3975)
blocks.11.ln1_post.hook_normalized,tensor(0.1428),tensor(-0.4164),tensor(-0.3716)
blocks.11.ln2_post.hook_normalized,tensor(0.0004),tensor(0.5022),tensor(0.3429)
blocks.12.ln1_post.hook_normalized,tensor(0.2060),tensor(-0.0204),tensor(-0.0615)
blocks.12.ln2_post.hook_normalized,tensor(-0.0327),tensor(0.2521),tensor(-0.0710)
blocks.13.ln1_post.hook_normalized,tensor(-0.3687),tensor(-0.4247),tensor(-0.2650)
blocks.13.ln2_post.hook_normalized,tensor(-0.1502),tensor(0.0809),tensor(-0.0279)
blocks.14.ln1_post.hook_normalized,tensor(-0.1020),tensor(-0.1481),tensor(-0.1161)
blocks.14.ln2_post.hook_normalized,tensor(0.1846),tensor(0.2554),tensor(0.3267)
blocks.15.ln1_post.hook_normalized,tensor(-0.2021),tensor(-0.2477),tensor(-0.2396)
blocks.15.ln2_post.hook_normalized,tensor(0.1932),tensor(0.3529),tensor(0.4364)
blocks.16.ln1_post.hook_normalized,tensor(-0.1525),tensor(-0.2321),tensor(-0.1157)
blocks.16.ln2_post.hook_normalized,tensor(-0.0738),tensor(0.4122),tensor(0.3645)
blocks.17.ln1_post.hook_normalized,tensor(-0.1708),tensor(0.3435),tensor(0.3801)
blocks.17.ln2_post.hook_normalized,tensor(0.0725),tensor(0.2742),tensor(0.5151)
blocks.18.ln1_post.hook_normalized,tensor(-0.1908),tensor(-0.3777),tensor(-0.2880)
blocks.18.ln2_post.hook_normalized,tensor(-0.3927),tensor(-0.1102),tensor(0.5517)
blocks.19.ln1_post.hook_normalized,tensor(-0.2941),tensor(-0.2117),tensor(-0.1207)
blocks.19.ln2_post.hook_normalized,tensor(0.5908),tensor(0.3183),tensor(0.6841)
blocks.20.ln1_post.hook_normalized,tensor(-0.0423),tensor(0.0695),tensor(0.1274)
blocks.20.ln2_post.hook_normalized,tensor(-0.4602),tensor(0.0801),tensor(0.4741)
blocks.20.hook_resid_post,tensor(0.1232),tensor(4.4657),tensor(9.5088)
