,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(0.1360),tensor(0.5886),tensor(0.9702)
blocks.0.ln2_post.hook_normalized,tensor(-0.5001),tensor(0.3661),tensor(0.0398)
blocks.0.hook_resid_post,tensor(1.9596),tensor(-0.4886),tensor(-0.0858)
blocks.1.ln1_post.hook_normalized,tensor(0.4344),tensor(-0.0531),tensor(0.2851)
blocks.1.ln2_post.hook_normalized,tensor(-0.4910),tensor(0.2032),tensor(-0.0324)
blocks.2.ln1_post.hook_normalized,tensor(0.0585),tensor(0.0694),tensor(-0.0017)
blocks.2.ln2_post.hook_normalized,tensor(0.1429),tensor(0.0094),tensor(0.0960)
blocks.3.ln1_post.hook_normalized,tensor(0.3481),tensor(0.0942),tensor(0.2050)
blocks.3.ln2_post.hook_normalized,tensor(0.0634),tensor(-0.3078),tensor(-0.0067)
blocks.4.ln1_post.hook_normalized,tensor(0.3713),tensor(0.5479),tensor(0.6505)
blocks.4.ln2_post.hook_normalized,tensor(-0.3764),tensor(0.2867),tensor(-0.1719)
blocks.5.ln1_post.hook_normalized,tensor(-0.0617),tensor(0.0636),tensor(-0.0675)
blocks.5.ln2_post.hook_normalized,tensor(0.3127),tensor(0.2964),tensor(0.3487)
blocks.6.ln1_post.hook_normalized,tensor(0.0934),tensor(0.1924),tensor(0.2964)
blocks.6.ln2_post.hook_normalized,tensor(-0.1179),tensor(0.0849),tensor(0.0757)
blocks.7.ln1_post.hook_normalized,tensor(0.2539),tensor(-0.0228),tensor(-0.1297)
blocks.7.ln2_post.hook_normalized,tensor(0.0153),tensor(0.0732),tensor(0.0405)
blocks.8.ln1_post.hook_normalized,tensor(-0.2689),tensor(-0.2090),tensor(-0.1916)
blocks.8.ln2_post.hook_normalized,tensor(0.0524),tensor(0.6050),tensor(0.3486)
blocks.9.ln1_post.hook_normalized,tensor(-0.1601),tensor(-0.2219),tensor(-0.1462)
blocks.9.ln2_post.hook_normalized,tensor(0.0156),tensor(0.2743),tensor(0.0465)
blocks.10.ln1_post.hook_normalized,tensor(-0.0479),tensor(-0.3299),tensor(-0.1294)
blocks.10.ln2_post.hook_normalized,tensor(-0.3495),tensor(-0.8567),tensor(-0.4612)
blocks.11.ln1_post.hook_normalized,tensor(0.2582),tensor(-0.0538),tensor(0.0567)
blocks.11.ln2_post.hook_normalized,tensor(0.2774),tensor(0.4795),tensor(0.2737)
blocks.12.ln1_post.hook_normalized,tensor(0.2282),tensor(0.0465),tensor(0.0707)
blocks.12.ln2_post.hook_normalized,tensor(0.1774),tensor(0.1668),tensor(-0.0340)
blocks.13.ln1_post.hook_normalized,tensor(-0.0088),tensor(-0.2327),tensor(-0.0927)
blocks.13.ln2_post.hook_normalized,tensor(0.1737),tensor(0.6239),tensor(0.2122)
blocks.14.ln1_post.hook_normalized,tensor(-0.2031),tensor(-0.1909),tensor(-0.1299)
blocks.14.ln2_post.hook_normalized,tensor(0.0389),tensor(0.3040),tensor(0.2099)
blocks.15.ln1_post.hook_normalized,tensor(-0.0229),tensor(-0.0605),tensor(-0.0233)
blocks.15.ln2_post.hook_normalized,tensor(0.2154),tensor(0.6681),tensor(0.5660)
blocks.16.ln1_post.hook_normalized,tensor(0.6872),tensor(0.2403),tensor(0.2986)
blocks.16.ln2_post.hook_normalized,tensor(-0.0299),tensor(0.4157),tensor(0.2324)
blocks.17.ln1_post.hook_normalized,tensor(-0.3313),tensor(0.1840),tensor(0.2554)
blocks.17.ln2_post.hook_normalized,tensor(-0.5215),tensor(-0.0240),tensor(0.2178)
blocks.18.ln1_post.hook_normalized,tensor(0.0485),tensor(-0.0377),tensor(-0.0522)
blocks.18.ln2_post.hook_normalized,tensor(-0.1619),tensor(0.0633),tensor(0.5251)
blocks.19.ln1_post.hook_normalized,tensor(-0.1805),tensor(0.0560),tensor(0.1067)
blocks.19.ln2_post.hook_normalized,tensor(0.5776),tensor(0.6047),tensor(0.5486)
blocks.20.ln1_post.hook_normalized,tensor(0.0315),tensor(0.0583),tensor(0.2233)
blocks.20.ln2_post.hook_normalized,tensor(-0.5426),tensor(0.3061),tensor(0.5928)
blocks.20.hook_resid_post,tensor(2.9106),tensor(11.5477),tensor(13.9575)
