,-1,-2,-3
blocks.0.ln1_post.hook_normalized x blocks.0.ln2_post.hook_normalized,0.12035174010684713,-0.17295468642510858,-0.07435976465177951
blocks.0.ln1_post.hook_normalized x blocks.0.hook_resid_post,0.12153118845317468,0.16156274509353274,0.5542500532383805
blocks.0.ln1_post.hook_normalized x blocks.1.ln1_post.hook_normalized,0.014271220074620117,0.11461067110154899,0.011807257497768342
blocks.0.ln1_post.hook_normalized x blocks.1.ln2_post.hook_normalized,0.04061519886659448,-0.09764458321880953,0.19015329496741662
blocks.0.ln1_post.hook_normalized x blocks.2.ln1_post.hook_normalized,0.03750437752569502,-0.15953116232996023,0.1436200407815712
blocks.0.ln1_post.hook_normalized x blocks.2.ln2_post.hook_normalized,0.1529276212098185,-0.23782781642386364,0.053012964381989325
blocks.0.ln1_post.hook_normalized x blocks.3.ln1_post.hook_normalized,0.05068491858490065,0.03588308686463704,0.3454193597143277
blocks.0.ln1_post.hook_normalized x blocks.3.ln2_post.hook_normalized,0.1187678703724161,-0.5088917491024929,0.10209889654403614
blocks.0.ln1_post.hook_normalized x blocks.4.ln1_post.hook_normalized,0.055940128484054163,-0.20197616814508157,0.0351943221787302
blocks.0.ln1_post.hook_normalized x blocks.4.ln2_post.hook_normalized,-0.15694251134868598,-0.5313679317268263,-0.058450326795164154
blocks.0.ln1_post.hook_normalized x blocks.5.ln1_post.hook_normalized,0.09688406858128817,-0.017160601253230823,0.12801785104894092
blocks.0.ln1_post.hook_normalized x blocks.5.ln2_post.hook_normalized,0.20971666354223706,-0.37747666930190293,-0.05972882979482419
blocks.0.ln1_post.hook_normalized x blocks.6.ln1_post.hook_normalized,0.11372810744176387,-0.24034242780791737,-0.033939737502217016
blocks.0.ln1_post.hook_normalized x blocks.6.ln2_post.hook_normalized,0.20927971366943943,-0.26829196398543087,-0.04242467550261053
blocks.0.ln1_post.hook_normalized x blocks.7.ln1_post.hook_normalized,0.15656501453432026,-0.08428857134976075,0.029678545108870025
blocks.0.ln1_post.hook_normalized x blocks.7.ln2_post.hook_normalized,0.1773064631864254,-0.16934702995977702,0.2271228021827082
blocks.0.ln1_post.hook_normalized x blocks.8.ln1_post.hook_normalized,-0.3988237405255204,-0.2132022506171869,-0.04125733365556217
blocks.0.ln1_post.hook_normalized x blocks.8.ln2_post.hook_normalized,0.13810790580335008,-0.15753419228013765,-0.10099421641109951
blocks.0.ln1_post.hook_normalized x blocks.9.ln1_post.hook_normalized,0.17195134385199962,-0.1861664055607719,0.03852936998316725
