,-1,-2,-3
blocks.0.ln1_post.hook_normalized x blocks.0.ln2_post.hook_normalized,0.2257240791403463,-0.132448502122112,-0.1115068999629989
blocks.0.ln1_post.hook_normalized x blocks.0.hook_resid_post,0.15355227337796706,0.13601736241831108,-0.9597222241587318
blocks.0.ln1_post.hook_normalized x blocks.1.ln1_post.hook_normalized,0.11107717215051172,0.11460445468194114,-0.4457113641696395
blocks.0.ln1_post.hook_normalized x blocks.1.ln2_post.hook_normalized,0.07696805383443328,0.0789179066166098,-0.6400065762916838
blocks.0.ln1_post.hook_normalized x blocks.2.ln1_post.hook_normalized,0.1599677637564676,-0.06617631427520987,-0.2029849792194618
blocks.0.ln1_post.hook_normalized x blocks.2.ln2_post.hook_normalized,0.10222908598275315,-0.040303952172911606,-0.950937968398265
blocks.0.ln1_post.hook_normalized x blocks.3.ln1_post.hook_normalized,0.11359443503450717,0.0776063640072876,-0.30756476591755844
blocks.0.ln1_post.hook_normalized x blocks.3.ln2_post.hook_normalized,-0.0795152943919677,0.07352084687515881,-0.6226118747739386
blocks.0.ln1_post.hook_normalized x blocks.4.ln1_post.hook_normalized,0.15117505206995108,-0.040856516021749556,-0.7043499696889801
blocks.0.ln1_post.hook_normalized x blocks.4.ln2_post.hook_normalized,0.19873481073131238,0.02630971702297047,-0.5000606347909942
blocks.0.ln1_post.hook_normalized x blocks.5.ln1_post.hook_normalized,0.1274731151211408,0.07589246143821216,-0.045208549233042516
blocks.0.ln1_post.hook_normalized x blocks.5.ln2_post.hook_normalized,-0.029228543349704594,-0.0953161609121358,-0.1694297925792574
blocks.0.ln1_post.hook_normalized x blocks.6.ln1_post.hook_normalized,0.12360704645882503,-0.016360435503712578,-0.0034816230187690866
blocks.0.ln1_post.hook_normalized x blocks.6.ln2_post.hook_normalized,0.07802366484765466,0.15186827104482337,-0.7276803012255961
blocks.0.ln1_post.hook_normalized x blocks.7.ln1_post.hook_normalized,0.06108336947352666,-0.1408030125269284,-0.011532548205991588
blocks.0.ln1_post.hook_normalized x blocks.7.ln2_post.hook_normalized,0.30781205506404496,-0.1138729590750176,-0.4361395943041577
blocks.0.ln1_post.hook_normalized x blocks.8.ln1_post.hook_normalized,0.13452477842531496,-0.03286584813655913,-0.39112225816746315
blocks.0.ln1_post.hook_normalized x blocks.8.ln2_post.hook_normalized,0.21567801316804613,0.0026651046842681714,-0.1530468039317412
blocks.0.ln1_post.hook_normalized x blocks.9.ln1_post.hook_normalized,0.1450508421648623,0.011187064371845912,-0.07544809097451699
blocks.0.ln1_post.hook_normalized x blocks.9.ln2_post.hook_normalized,0.1566601162089729,0.25859970339882343,0.04786257563579821
