,-1,-2,-3
blocks.0.ln1_post.hook_normalized,tensor(-0.0072),tensor(0.5928),tensor(1.1663)
blocks.0.ln2_post.hook_normalized,tensor(-0.6190),tensor(0.3829),tensor(-0.1278)
blocks.0.hook_resid_post,tensor(1.4474),tensor(-1.9727),tensor(-1.3415)
blocks.1.ln1_post.hook_normalized,tensor(0.3260),tensor(-0.1179),tensor(0.0909)
blocks.1.ln2_post.hook_normalized,tensor(-0.4112),tensor(0.4399),tensor(0.0330)
blocks.2.ln1_post.hook_normalized,tensor(0.0369),tensor(0.1197),tensor(-0.1246)
blocks.2.ln2_post.hook_normalized,tensor(0.1892),tensor(0.1753),tensor(0.0312)
blocks.3.ln1_post.hook_normalized,tensor(0.1794),tensor(-0.0169),tensor(0.0643)
blocks.3.ln2_post.hook_normalized,tensor(-0.0799),tensor(-0.4590),tensor(-0.0061)
blocks.4.ln1_post.hook_normalized,tensor(0.3720),tensor(0.5363),tensor(0.4928)
blocks.4.ln2_post.hook_normalized,tensor(-0.2221),tensor(0.2905),tensor(0.1230)
blocks.5.ln1_post.hook_normalized,tensor(0.0097),tensor(0.0816),tensor(-0.1140)
blocks.5.ln2_post.hook_normalized,tensor(0.4369),tensor(0.3722),tensor(0.2750)
blocks.6.ln1_post.hook_normalized,tensor(0.0180),tensor(0.2213),tensor(0.2274)
blocks.6.ln2_post.hook_normalized,tensor(-0.1455),tensor(0.3758),tensor(0.4124)
blocks.7.ln1_post.hook_normalized,tensor(0.5928),tensor(-0.2763),tensor(-0.3223)
blocks.7.ln2_post.hook_normalized,tensor(-0.0022),tensor(0.0571),tensor(0.4949)
blocks.8.ln1_post.hook_normalized,tensor(-0.1456),tensor(-0.1743),tensor(-0.4088)
blocks.8.ln2_post.hook_normalized,tensor(0.1042),tensor(0.7865),tensor(0.7908)
blocks.9.ln1_post.hook_normalized,tensor(-0.4202),tensor(-0.5722),tensor(-0.5810)
blocks.9.ln2_post.hook_normalized,tensor(0.0538),tensor(0.3469),tensor(0.2122)
blocks.10.ln1_post.hook_normalized,tensor(-0.1892),tensor(-0.5877),tensor(-0.4256)
blocks.10.ln2_post.hook_normalized,tensor(-0.0310),tensor(-0.4505),tensor(-0.0912)
blocks.11.ln1_post.hook_normalized,tensor(0.2585),tensor(-0.2412),tensor(-0.3941)
blocks.11.ln2_post.hook_normalized,tensor(0.0522),tensor(0.7026),tensor(0.7027)
blocks.12.ln1_post.hook_normalized,tensor(0.2017),tensor(0.0177),tensor(-0.1552)
blocks.12.ln2_post.hook_normalized,tensor(0.1302),tensor(0.4475),tensor(0.3484)
blocks.13.ln1_post.hook_normalized,tensor(-0.1997),tensor(-0.4658),tensor(-0.4374)
blocks.13.ln2_post.hook_normalized,tensor(-0.1251),tensor(0.1775),tensor(-0.0435)
blocks.14.ln1_post.hook_normalized,tensor(-0.1385),tensor(-0.0536),tensor(-0.0085)
blocks.14.ln2_post.hook_normalized,tensor(0.0127),tensor(0.3142),tensor(0.1799)
blocks.15.ln1_post.hook_normalized,tensor(0.1043),tensor(-0.0948),tensor(-0.2028)
blocks.15.ln2_post.hook_normalized,tensor(-0.1665),tensor(0.1384),tensor(0.2219)
blocks.16.ln1_post.hook_normalized,tensor(0.5708),tensor(0.2635),tensor(0.2584)
blocks.16.ln2_post.hook_normalized,tensor(0.0913),tensor(0.3638),tensor(0.2376)
blocks.17.ln1_post.hook_normalized,tensor(-0.4160),tensor(0.1643),tensor(0.1455)
blocks.17.ln2_post.hook_normalized,tensor(-0.1168),tensor(-0.0252),tensor(0.1622)
blocks.18.ln1_post.hook_normalized,tensor(0.0090),tensor(-0.3438),tensor(-0.2462)
blocks.18.ln2_post.hook_normalized,tensor(-0.3544),tensor(0.0087),tensor(0.1552)
blocks.19.ln1_post.hook_normalized,tensor(-0.0882),tensor(-0.1907),tensor(-0.1116)
blocks.19.ln2_post.hook_normalized,tensor(0.4134),tensor(0.3747),tensor(0.5515)
blocks.20.ln1_post.hook_normalized,tensor(-0.0779),tensor(0.0328),tensor(0.1728)
blocks.20.ln2_post.hook_normalized,tensor(-0.6803),tensor(0.2386),tensor(0.5545)
blocks.20.hook_resid_post,tensor(0.2301),tensor(7.2664),tensor(8.7719)
