,-1,-2,-3
blocks.0.ln1_post.hook_normalized x blocks.0.ln2_post.hook_normalized,0.6013807000115361,-0.007621776425693172,-0.006443127459794473
blocks.0.ln1_post.hook_normalized x blocks.0.hook_resid_post,0.6212330808980575,-0.05088999612838019,-0.06230152130496047
blocks.0.ln1_post.hook_normalized x blocks.1.ln1_post.hook_normalized,0.5814207168345589,0.023005660588443,0.030765203473822833
blocks.0.ln1_post.hook_normalized x blocks.1.ln2_post.hook_normalized,0.599824334172214,-0.004861230327445565,-0.14936976486296905
blocks.0.ln1_post.hook_normalized x blocks.2.ln1_post.hook_normalized,0.5895492608546515,-0.008902312418097358,0.04865238652435522
blocks.0.ln1_post.hook_normalized x blocks.2.ln2_post.hook_normalized,0.6218837740265617,-0.0616073661141574,0.025524066606712692
blocks.0.ln1_post.hook_normalized x blocks.3.ln1_post.hook_normalized,0.5722400198843616,-0.03470417680613691,0.12723377020249405
blocks.0.ln1_post.hook_normalized x blocks.3.ln2_post.hook_normalized,0.6248756010228104,0.021800469824317825,0.16831513380859964
blocks.0.ln1_post.hook_normalized x blocks.4.ln1_post.hook_normalized,0.5276547229410142,-0.012705234609568183,0.10648741044832633
blocks.0.ln1_post.hook_normalized x blocks.4.ln2_post.hook_normalized,0.5319312201553074,0.02214742017786575,0.08174492033657055
blocks.0.ln1_post.hook_normalized x blocks.5.ln1_post.hook_normalized,0.6165541904228463,-0.03769936880153746,0.084231889269484
blocks.0.ln1_post.hook_normalized x blocks.5.ln2_post.hook_normalized,0.5798731772337702,0.10351078582882445,0.07121734712754524
blocks.0.ln1_post.hook_normalized x blocks.6.ln1_post.hook_normalized,0.6230142970936041,0.15537735833989086,0.16236292597332624
blocks.0.ln1_post.hook_normalized x blocks.6.ln2_post.hook_normalized,0.6310356544509316,0.05921360451202029,0.12805629457196577
blocks.0.ln1_post.hook_normalized x blocks.7.ln1_post.hook_normalized,0.6250742879001792,-0.0033778311593597454,0.06948315590927423
blocks.0.ln1_post.hook_normalized x blocks.7.ln2_post.hook_normalized,0.6514345979205307,0.05582363965962711,0.08822816970845315
blocks.0.ln1_post.hook_normalized x blocks.8.ln1_post.hook_normalized,0.6081414920616842,-0.06719111538398703,0.10165460637310897
blocks.0.ln1_post.hook_normalized x blocks.8.ln2_post.hook_normalized,0.6107275486813188,0.13450721455260384,0.23719000073220076
blocks.0.ln1_post.hook_normalized x blocks.9.ln1_post.hook_normalized,0.6399677875154572,-0.009015580230792963,0.06864770366734863
blocks.0.ln1_post.hook_normalized x blocks.9.ln2_post.hook_normalized,0.5871928617224145,0.06405901933925562,0.29329762631146117
blocks.0.ln1_post.hook_normalized x blocks.10.ln1_post.hook_normalized,0.6078895557465493,0.051906657003120804,0.13205425206038401
blocks.0.ln1_post.hook_normalized x blocks.10.ln2_post.hook_normalized,0.6087317435793675,0.06043665443434576,0.05671655839004497
blocks.0.ln1_post.hook_normalized x blocks.11.ln1_post.hook_normalized,0.6260534521013935,0.04715081886542505,0.08713322631368525
blocks.0.ln1_post.hook_normalized x blocks.11.ln2_post.hook_normalized,0.5767442618496701,-0.010548391654958467,0.06377340577649093
blocks.0.ln1_post.hook_normalized x blocks.12.ln1_post.hook_normalized,0.5996935328381539,0.04094759894954492,0.046447614399823034
blocks.0.ln1_post.hook_normalized x blocks.12.ln2_post.hook_normalized,0.5830980069444386,0.0343472145805267,0.10879161487690148
blocks.0.ln1_post.hook_normalized x blocks.13.ln1_post.hook_normalized,0.5464391481914854,0.0008786910481315413,0.10439360642418638
blocks.0.ln1_post.hook_normalized x blocks.13.ln2_post.hook_normalized,0.6411432129225281,0.023093776594184434,0.08460303989734408
blocks.0.ln1_post.hook_normalized x blocks.14.ln1_post.hook_normalized,0.45163464638904915,0.04032836742441159,0.10854459357183655
blocks.0.ln1_post.hook_normalized x blocks.14.ln2_post.hook_normalized,0.6424590965404459,-0.009362821807299637,0.06483466619645262
blocks.0.ln1_post.hook_normalized x blocks.15.ln1_post.hook_normalized,0.6210388937075555,0.0620745950753514,0.31431141745384195
blocks.0.ln1_post.hook_normalized x blocks.15.ln2_post.hook_normalized,0.6460108221117123,0.011133952588766483,0.0024513533520412745
blocks.0.ln1_post.hook_normalized x blocks.16.ln1_post.hook_normalized,0.6243144406631969,0.048262035820408555,0.0294829542270586
blocks.0.ln1_post.hook_normalized x blocks.16.ln2_post.hook_normalized,0.5915416330188664,0.08567671037303959,0.1295785847994404
blocks.0.ln1_post.hook_normalized x blocks.17.ln1_post.hook_normalized,0.5089744754602141,0.1557435961010999,0.19199274645797748
blocks.0.ln1_post.hook_normalized x blocks.17.ln2_post.hook_normalized,0.5817676355030263,0.14891133511386878,0.24968759021414644
blocks.0.ln1_post.hook_normalized x blocks.18.ln1_post.hook_normalized,0.612268586016324,-0.024395779060958134,0.07558254524218833
blocks.0.ln1_post.hook_normalized x blocks.18.ln2_post.hook_normalized,0.6168185059006264,0.47535043036299096,0.33417512073303035
blocks.0.ln1_post.hook_normalized x blocks.19.ln1_post.hook_normalized,0.64462987155253,-0.10373750036171048,0.07917124940719966
blocks.0.ln1_post.hook_normalized x blocks.19.ln2_post.hook_normalized,0.623785966755902,0.3468548546938016,0.4151268727283055
blocks.0.ln1_post.hook_normalized x blocks.20.ln1_post.hook_normalized,0.5861177625631029,0.15355697411173364,0.07822609810922865
blocks.0.ln1_post.hook_normalized x blocks.20.ln2_post.hook_normalized,0.6744917878497914,-0.0037602968361032385,0.16234182836563926
blocks.0.ln1_post.hook_normalized x blocks.20.hook_resid_post,1.0,1.0,1.0
blocks.0.ln2_post.hook_normalized x blocks.0.hook_resid_post,0.36581470520934556,-0.24873759653280758,-0.21542448120136837
blocks.0.ln2_post.hook_normalized x blocks.1.ln1_post.hook_normalized,0.05122605156672788,-0.025316468382755586,-0.06895567398658131
blocks.0.ln2_post.hook_normalized x blocks.1.ln2_post.hook_normalized,0.111231533664503,-0.08491692480096646,-0.24828344532976043
blocks.0.ln2_post.hook_normalized x blocks.2.ln1_post.hook_normalized,0.04869728246564309,-0.06922044288188345,-0.18384006813789666
blocks.0.ln2_post.hook_normalized x blocks.2.ln2_post.hook_normalized,0.19876895876679634,-0.08600823675173985,-0.18193087132273367
blocks.0.ln2_post.hook_normalized x blocks.3.ln1_post.hook_normalized,0.1731205509787942,-0.1021735743368406,-0.12061939631072316
blocks.0.ln2_post.hook_normalized x blocks.3.ln2_post.hook_normalized,0.28277563210205137,-0.01617949954123299,-0.11391466875061407
blocks.0.ln2_post.hook_normalized x blocks.4.ln1_post.hook_normalized,0.004285337560052449,-0.09085176592971411,-0.13175951938170027
