model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,1161,all,lars,negative,0.9555519846968347,,blocks.0.hook_resid_post:9.6007; blocks.6.ln1_post.hook_normalized:10.1819; blocks.11.ln2_post.hook_normalized:16.4022; blocks.9.ln2_post.hook_normalized:8.5245; blocks.0.ln1_post.hook_normalized:5.7629; blocks.7.ln2_post.hook_normalized:2.0245; blocks.20.ln2_post.hook_normalized:2.1917; blocks.6.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.3.ln2_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.17.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000
gemma2,1161,all,lars,positive,0.6744808154895274,,blocks.0.hook_resid_post:7.3381; blocks.6.ln1_post.hook_normalized:14.0039; blocks.11.ln2_post.hook_normalized:10.2314; blocks.9.ln2_post.hook_normalized:9.2672; blocks.10.ln2_post.hook_normalized:8.5856; blocks.0.ln1_post.hook_normalized:7.1615; blocks.5.ln2_post.hook_normalized:3.0391; blocks.6.ln2_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.20.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.3.ln2_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.17.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000
gemma2,1161,all,diff,pos-vs-neg,,,blocks.20.hook_resid_post:31.4605; blocks.7.ln2_post.hook_normalized:0.7963; blocks.11.ln2_post.hook_normalized:0.7617; blocks.0.ln1_post.hook_normalized:0.6745; blocks.0.hook_resid_post:0.6167; blocks.9.ln2_post.hook_normalized:0.4998; blocks.8.ln2_post.hook_normalized:0.4970; blocks.5.ln2_post.hook_normalized:0.4302; blocks.18.ln2_post.hook_normalized:0.3667; blocks.12.ln2_post.hook_normalized:0.3572; blocks.4.ln1_post.hook_normalized:0.3296; blocks.10.ln2_post.hook_normalized:0.3278; blocks.6.ln1_post.hook_normalized:0.3254; blocks.4.ln2_post.hook_normalized:0.3154; blocks.19.ln2_post.hook_normalized:0.3080; blocks.2.ln2_post.hook_normalized:0.3026; blocks.14.ln2_post.hook_normalized:0.2840; blocks.6.ln2_post.hook_normalized:0.2511; blocks.9.ln1_post.hook_normalized:-0.2503; blocks.15.ln2_post.hook_normalized:0.2455; blocks.8.ln1_post.hook_normalized:-0.2365; blocks.5.ln1_post.hook_normalized:0.2325; blocks.17.ln2_post.hook_normalized:0.2311; blocks.16.ln2_post.hook_normalized:0.2101; blocks.1.ln1_post.hook_normalized:0.2100; blocks.0.ln2_post.hook_normalized:0.1921; blocks.16.ln1_post.hook_normalized:0.1796; blocks.3.ln2_post.hook_normalized:-0.1688; blocks.20.ln1_post.hook_normalized:0.1544; blocks.19.ln1_post.hook_normalized:-0.1218; blocks.18.ln1_post.hook_normalized:-0.1206; blocks.1.ln2_post.hook_normalized:0.0971; blocks.15.ln1_post.hook_normalized:0.0911; blocks.11.ln1_post.hook_normalized:-0.0895; blocks.3.ln1_post.hook_normalized:-0.0695; blocks.10.ln1_post.hook_normalized:-0.0590; blocks.12.ln1_post.hook_normalized:0.0437; blocks.13.ln1_post.hook_normalized:0.0419; blocks.7.ln1_post.hook_normalized:-0.0405; blocks.17.ln1_post.hook_normalized:0.0388; blocks.2.ln1_post.hook_normalized:-0.0359; blocks.13.ln2_post.hook_normalized:0.0329; blocks.14.ln1_post.hook_normalized:-0.0314; blocks.20.ln2_post.hook_normalized:0.0036
gemma2,1161,all,Component Similarities,All,,,blocks.20.hook_resid_post:0.1777; blocks.11.ln2_post.hook_normalized:0.1133; blocks.7.ln2_post.hook_normalized:0.1094; blocks.9.ln2_post.hook_normalized:0.0791; blocks.6.ln1_post.hook_normalized:0.0762; blocks.18.ln2_post.hook_normalized:0.0752; blocks.8.ln2_post.hook_normalized:0.0737; blocks.0.ln1_post.hook_normalized:0.0728; blocks.5.ln2_post.hook_normalized:0.0664; blocks.2.ln2_post.hook_normalized:0.0603; blocks.19.ln2_post.hook_normalized:0.0596; blocks.12.ln2_post.hook_normalized:0.0586; blocks.20.ln1_post.hook_normalized:0.0520; blocks.10.ln2_post.hook_normalized:0.0518; blocks.4.ln2_post.hook_normalized:0.0503; blocks.14.ln2_post.hook_normalized:0.0496; blocks.16.ln2_post.hook_normalized:0.0493; blocks.15.ln2_post.hook_normalized:0.0486; blocks.17.ln2_post.hook_normalized:0.0464; blocks.4.ln1_post.hook_normalized:0.0452; blocks.8.ln1_post.hook_normalized:-0.0439; blocks.6.ln2_post.hook_normalized:0.0403; blocks.0.ln2_post.hook_normalized:0.0383; blocks.0.hook_resid_post:0.0349; blocks.19.ln1_post.hook_normalized:-0.0327; blocks.3.ln2_post.hook_normalized:-0.0317; blocks.18.ln1_post.hook_normalized:-0.0303; blocks.16.ln1_post.hook_normalized:0.0302; blocks.1.ln2_post.hook_normalized:0.0266; blocks.9.ln1_post.hook_normalized:-0.0237; blocks.1.ln1_post.hook_normalized:0.0201; blocks.3.ln1_post.hook_normalized:-0.0188; blocks.5.ln1_post.hook_normalized:0.0187; blocks.15.ln1_post.hook_normalized:0.0171; blocks.20.ln2_post.hook_normalized:0.0121; blocks.11.ln1_post.hook_normalized:-0.0119; blocks.17.ln1_post.hook_normalized:0.0099; blocks.10.ln1_post.hook_normalized:-0.0086; blocks.2.ln1_post.hook_normalized:-0.0082; blocks.14.ln1_post.hook_normalized:-0.0082; blocks.13.ln1_post.hook_normalized:0.0075; blocks.12.ln1_post.hook_normalized:0.0067; blocks.7.ln1_post.hook_normalized:-0.0037; blocks.13.ln2_post.hook_normalized:0.0033
gemma2,1200,all,lars,negative,0.910411549789943,,blocks.0.hook_resid_post:5.9038; blocks.17.ln1_post.hook_normalized:8.5695; blocks.11.ln2_post.hook_normalized:12.3299; blocks.9.ln2_post.hook_normalized:6.4519; blocks.0.ln1_post.hook_normalized:8.2749; blocks.20.ln2_post.hook_normalized:4.9228; blocks.18.ln2_post.hook_normalized:2.5834; blocks.6.ln1_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.3.ln2_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000
gemma2,1200,all,lars,positive,0.14574193047352513,,blocks.0.hook_resid_post:2.2230; blocks.3.ln2_post.hook_normalized:-73.2641; blocks.20.ln2_post.hook_normalized:40.3770; blocks.17.ln1_post.hook_normalized:53.1247; blocks.9.ln2_post.hook_normalized:19.8789; blocks.6.ln1_post.hook_normalized:6.5403; blocks.1.ln1_post.hook_normalized:0.7904; blocks.18.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000
gemma2,1200,all,diff,pos-vs-neg,,,blocks.20.hook_resid_post:21.8750; blocks.0.ln1_post.hook_normalized:0.6534; blocks.11.ln2_post.hook_normalized:0.5822; blocks.7.ln2_post.hook_normalized:0.4832; blocks.10.ln2_post.hook_normalized:0.4164; blocks.4.ln1_post.hook_normalized:0.3716; blocks.3.ln2_post.hook_normalized:-0.3683; blocks.9.ln2_post.hook_normalized:0.3304; blocks.15.ln1_post.hook_normalized:0.3174; blocks.5.ln2_post.hook_normalized:0.2770; blocks.8.ln2_post.hook_normalized:0.2566; blocks.4.ln2_post.hook_normalized:0.2373; blocks.20.ln1_post.hook_normalized:0.2265; blocks.7.ln1_post.hook_normalized:0.2198; blocks.0.hook_resid_post:0.2180; blocks.2.ln2_post.hook_normalized:0.2092; blocks.14.ln2_post.hook_normalized:0.2089; blocks.6.ln1_post.hook_normalized:0.2062; blocks.0.ln2_post.hook_normalized:0.2062; blocks.10.ln1_post.hook_normalized:0.2029; blocks.18.ln2_post.hook_normalized:0.2018; blocks.16.ln2_post.hook_normalized:0.1857; blocks.19.ln2_post.hook_normalized:0.1785; blocks.15.ln2_post.hook_normalized:0.1672; blocks.6.ln2_post.hook_normalized:0.1526; blocks.17.ln1_post.hook_normalized:0.1495; blocks.16.ln1_post.hook_normalized:0.1433; blocks.12.ln2_post.hook_normalized:0.1323; blocks.5.ln1_post.hook_normalized:0.1294; blocks.19.ln1_post.hook_normalized:-0.1116; blocks.13.ln1_post.hook_normalized:0.1102; blocks.1.ln1_post.hook_normalized:0.0966; blocks.11.ln1_post.hook_normalized:0.0910; blocks.14.ln1_post.hook_normalized:-0.0797; blocks.17.ln2_post.hook_normalized:0.0719; blocks.3.ln1_post.hook_normalized:0.0620; blocks.20.ln2_post.hook_normalized:-0.0604; blocks.8.ln1_post.hook_normalized:0.0501; blocks.9.ln1_post.hook_normalized:0.0488; blocks.1.ln2_post.hook_normalized:0.0470; blocks.12.ln1_post.hook_normalized:-0.0448; blocks.2.ln1_post.hook_normalized:0.0281; blocks.13.ln2_post.hook_normalized:0.0244; blocks.18.ln1_post.hook_normalized:0.0232
gemma2,1200,all,Component Similarities,All,,,blocks.20.hook_resid_post:0.0996; blocks.11.ln2_post.hook_normalized:0.0815; blocks.20.ln1_post.hook_normalized:0.0713; blocks.7.ln2_post.hook_normalized:0.0630; blocks.0.ln1_post.hook_normalized:0.0623; blocks.10.ln2_post.hook_normalized:0.0618; blocks.3.ln2_post.hook_normalized:-0.0596; blocks.15.ln1_post.hook_normalized:0.0500; blocks.6.ln1_post.hook_normalized:0.0498; blocks.4.ln1_post.hook_normalized:0.0483; blocks.9.ln2_post.hook_normalized:0.0459; blocks.5.ln2_post.hook_normalized:0.0403; blocks.0.ln2_post.hook_normalized:0.0381; blocks.18.ln2_post.hook_normalized:0.0376; blocks.16.ln2_post.hook_normalized:0.0371; blocks.8.ln2_post.hook_normalized:0.0354; blocks.2.ln2_post.hook_normalized:0.0334; blocks.4.ln2_post.hook_normalized:0.0334; blocks.14.ln2_post.hook_normalized:0.0325; blocks.19.ln1_post.hook_normalized:-0.0304; blocks.19.ln2_post.hook_normalized:0.0304; blocks.10.ln1_post.hook_normalized:0.0276; blocks.15.ln2_post.hook_normalized:0.0261; blocks.17.ln1_post.hook_normalized:0.0260; blocks.16.ln1_post.hook_normalized:0.0234; blocks.6.ln2_post.hook_normalized:0.0219; blocks.12.ln2_post.hook_normalized:0.0200; blocks.13.ln1_post.hook_normalized:0.0190; blocks.14.ln1_post.hook_normalized:-0.0187; blocks.7.ln1_post.hook_normalized:0.0176; blocks.17.ln2_post.hook_normalized:0.0129; blocks.11.ln1_post.hook_normalized:0.0110; blocks.1.ln2_post.hook_normalized:0.0106; blocks.0.hook_resid_post:0.0098; blocks.8.ln1_post.hook_normalized:0.0096; blocks.1.ln1_post.hook_normalized:0.0096; blocks.5.ln1_post.hook_normalized:0.0093; blocks.20.ln2_post.hook_normalized:-0.0082; blocks.3.ln1_post.hook_normalized:0.0074; blocks.12.ln1_post.hook_normalized:-0.0072; blocks.2.ln1_post.hook_normalized:0.0064; blocks.18.ln1_post.hook_normalized:0.0057; blocks.9.ln1_post.hook_normalized:0.0042; blocks.13.ln2_post.hook_normalized:0.0032
gemma2,137,all,lars,negative,0.8789672220154737,,blocks.0.hook_resid_post:9.5044; blocks.0.ln1_post.hook_normalized:11.1608; blocks.17.ln1_post.hook_normalized:6.3673; blocks.7.ln2_post.hook_normalized:3.8908; blocks.11.ln2_post.hook_normalized:7.7233; blocks.9.ln2_post.hook_normalized:4.0520; blocks.20.ln2_post.hook_normalized:3.7433; blocks.19.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.6.ln1_post.hook_normalized:0.0000; blocks.3.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000
gemma2,137,all,lars,positive,0.4222853897122545,,blocks.0.hook_resid_post:10.3481; blocks.17.ln1_post.hook_normalized:8.8450; blocks.0.ln1_post.hook_normalized:11.1245; blocks.1.ln1_post.hook_normalized:5.0985; blocks.3.ln2_post.hook_normalized:1.7011; blocks.11.ln2_post.hook_normalized:0.9282; blocks.10.ln2_post.hook_normalized:1.1835; blocks.5.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.6.ln1_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.20.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000
