feature,coef
blocks.20.ln1_post.hook_normalized,5.015977028202787
blocks.19.ln1_post.hook_normalized,4.09313891923011
blocks.15.ln2_post.hook_normalized,3.366156558937172
blocks.18.ln2_post.hook_normalized,3.3650452829606707
blocks.20.ln2_post.hook_normalized,2.882793256401958
blocks.17.ln2_post.hook_normalized,2.7091151150064343
blocks.17.ln1_post.hook_normalized,2.6959150561889476
blocks.1.ln2_post.hook_normalized,2.4632824196685528
blocks.10.ln2_post.hook_normalized,2.3270471944503863
blocks.13.ln1_post.hook_normalized,2.117112167326853
