feature,coef
blocks.19.ln2_post.hook_normalized,4.627332718741905
blocks.20.ln2_post.hook_normalized,4.2176283111337955
blocks.15.ln2_post.hook_normalized,3.6862227391845725
blocks.18.ln2_post.hook_normalized,3.409170004917299
blocks.15.ln1_post.hook_normalized,3.2688619413096274
blocks.11.ln2_post.hook_normalized,3.1393539169857783
blocks.17.ln1_post.hook_normalized,2.9020170478279557
blocks.17.ln2_post.hook_normalized,2.5388112857719474
blocks.13.ln1_post.hook_normalized,2.4491468126516445
blocks.7.ln2_post.hook_normalized,2.1217596381842525
