feature,coef
blocks.20.ln2_post.hook_normalized,4.945156233829328
blocks.7.ln2_post.hook_normalized,4.727252062777164
blocks.13.ln1_post.hook_normalized,4.311699913888451
blocks.19.ln1_post.hook_normalized,4.248918224494319
blocks.15.ln2_post.hook_normalized,4.141341677866953
blocks.16.ln2_post.hook_normalized,2.4617487131481615
blocks.3.ln2_post.hook_normalized,2.2348355930046138
blocks.8.ln2_post.hook_normalized,2.137080021283156
blocks.6.ln2_post.hook_normalized,2.128646210622308
blocks.0.ln1_post.hook_normalized,2.093534896469956
