feature,coef
blocks.19.ln2_post.hook_normalized,5.071420307858974
blocks.20.ln2_post.hook_normalized,4.8879938099214275
blocks.15.ln2_post.hook_normalized,4.433059131755294
blocks.18.ln2_post.hook_normalized,4.154088251357258
blocks.14.ln2_post.hook_normalized,4.089588991508258
blocks.17.ln1_post.hook_normalized,3.448037313994971
blocks.13.ln1_post.hook_normalized,3.127115461972998
blocks.11.ln2_post.hook_normalized,2.9456056369438386
blocks.12.ln2_post.hook_normalized,2.546147235144952
blocks.5.ln1_post.hook_normalized,2.3914353306985636
