feature,coef
blocks.19.ln2_post.hook_normalized,5.77227067491681
blocks.17.ln2_post.hook_normalized,4.667198299606365
blocks.20.ln2_post.hook_normalized,4.230631668476584
blocks.20.ln1_post.hook_normalized,3.14030678714531
blocks.18.ln2_post.hook_normalized,3.085912498854117
blocks.11.ln2_post.hook_normalized,2.734054291304693
blocks.15.ln1_post.hook_normalized,2.5942000983363473
blocks.7.ln1_post.hook_normalized,2.2717121056275866
blocks.11.ln1_post.hook_normalized,2.2332883081070416
blocks.13.ln1_post.hook_normalized,2.218453088139826
