feature,coef
blocks.20.ln2_post.hook_normalized,5.3992696145389
blocks.18.ln2_post.hook_normalized,4.817840963399727
blocks.14.ln2_post.hook_normalized,3.6883969778680106
blocks.19.ln2_post.hook_normalized,3.5845491976913832
blocks.14.ln1_post.hook_normalized,2.642257154173752
blocks.10.ln2_post.hook_normalized,2.4894779759083177
blocks.7.ln2_post.hook_normalized,2.298784384180898
blocks.0.ln1_post.hook_normalized,2.2208617492013274
blocks.9.ln1_post.hook_normalized,2.1394072996351303
blocks.10.ln1_post.hook_normalized,2.119851064613435
