feature,coef
blocks.20.ln1_post.hook_normalized,6.049351119064057
blocks.18.ln2_post.hook_normalized,5.550271830211053
blocks.20.ln2_post.hook_normalized,4.842059983607365
blocks.17.ln2_post.hook_normalized,3.7147678873496113
blocks.19.ln2_post.hook_normalized,3.462696767601216
blocks.0.ln1_post.hook_normalized,3.115314355192828
blocks.6.ln1_post.hook_normalized,2.5103246305589897
blocks.19.ln1_post.hook_normalized,2.488974425729652
blocks.14.ln2_post.hook_normalized,2.422041053380715
blocks.11.ln2_post.hook_normalized,2.3957818790940526
