model,steering_vector,position,method,set,r2,intercept,top_features
gemma,harmfull,-1,lasso,negative,0.009223199977255625,2.465990516725649,blocks.0.hook_attn_out:0.0253; blocks.0.hook_resid_pre:-0.0000; blocks.0.hook_mlp_out:0.0000; blocks.1.hook_attn_out:0.0000; blocks.1.hook_mlp_out:0.0000; blocks.2.hook_attn_out:0.0000; blocks.2.hook_mlp_out:-0.0000; blocks.3.hook_attn_out:0.0000; blocks.3.hook_mlp_out:0.0000; blocks.4.hook_attn_out:0.0000
gemma,harmfull,-1,lasso,positive,0.5512551854731911,3.8076330647183423,blocks.8.hook_mlp_out:1.0842; blocks.5.hook_mlp_out:0.3563; blocks.3.hook_mlp_out:0.3442; blocks.9.hook_mlp_out:0.1040; blocks.0.hook_resid_pre:0.0981; blocks.7.hook_mlp_out:0.0897; blocks.2.hook_mlp_out:0.0198; blocks.0.hook_mlp_out:0.0113; blocks.0.hook_attn_out:-0.0000; blocks.1.hook_attn_out:-0.0000
gemma,harmfull,-2,lasso,negative,0.12885655037551613,1.565007393137011,blocks.5.hook_mlp_out:0.3030; blocks.0.hook_resid_pre:0.0654; blocks.0.hook_attn_out:0.0000; blocks.0.hook_mlp_out:0.0000; blocks.1.hook_attn_out:0.0000; blocks.1.hook_mlp_out:-0.0000; blocks.2.hook_attn_out:-0.0000; blocks.2.hook_mlp_out:0.0000; blocks.3.hook_attn_out:-0.0000; blocks.3.hook_mlp_out:0.0000
gemma,harmfull,-2,lasso,positive,0.5677093556525613,3.4021520137185117,blocks.8.hook_mlp_out:1.2125; blocks.9.hook_mlp_out:0.7657; blocks.5.hook_mlp_out:0.4474; blocks.5.hook_attn_out:0.1882; blocks.3.hook_attn_out:0.0817; blocks.7.hook_mlp_out:0.0438; blocks.0.hook_resid_pre:0.0183; blocks.0.hook_attn_out:0.0000; blocks.0.hook_mlp_out:0.0000; blocks.1.hook_attn_out:-0.0000
gemma,harmfull,-3,lasso,negative,0.016526458867940796,1.6714017571030952,blocks.0.hook_attn_out:0.0310; blocks.0.hook_resid_pre:0.0287; blocks.0.hook_mlp_out:0.0000; blocks.1.hook_attn_out:-0.0000; blocks.1.hook_mlp_out:0.0000; blocks.2.hook_attn_out:-0.0000; blocks.2.hook_mlp_out:-0.0000; blocks.3.hook_attn_out:0.0000; blocks.3.hook_mlp_out:0.0000; blocks.4.hook_attn_out:-0.0000
gemma,harmfull,-3,lasso,positive,0.7687831882270844,2.8610667929680957,blocks.9.hook_mlp_out:1.4255; blocks.8.hook_mlp_out:1.1400; blocks.5.hook_mlp_out:0.5379; blocks.5.hook_attn_out:0.3073; blocks.7.hook_mlp_out:0.2692; blocks.0.hook_attn_out:0.0519; blocks.0.hook_resid_pre:0.0502; blocks.0.hook_mlp_out:-0.0000; blocks.1.hook_attn_out:-0.0000; blocks.1.hook_mlp_out:0.0000
gemma,harmfull,-1,lars,negative,0.47225749331259614,,blocks.9.hook_mlp_out:0.1981; blocks.7.hook_attn_out:0.1772; blocks.5.hook_attn_out:0.1734; blocks.8.hook_mlp_out:0.1082; blocks.5.hook_mlp_out:0.0266; blocks.9.hook_attn_out:0.0214; blocks.0.hook_attn_out:0.0055; blocks.6.hook_mlp_out:0.0000; blocks.0.hook_resid_pre:-0.0000; blocks.0.hook_mlp_out:0.0000
gemma,harmfull,-1,lars,positive,0.5646550567809927,,blocks.8.hook_mlp_out:0.5183; blocks.9.hook_mlp_out:0.1959; blocks.5.hook_mlp_out:0.1861; blocks.3.hook_mlp_out:0.0934; blocks.7.hook_mlp_out:0.0719; blocks.6.hook_mlp_out:0.0411; blocks.5.hook_attn_out:0.0023; blocks.0.hook_resid_pre:0.0000; blocks.0.hook_attn_out:-0.0000; blocks.0.hook_mlp_out:-0.0000
gemma,harmfull,-2,lars,negative,0.4127372519876187,,blocks.5.hook_mlp_out:0.2308; blocks.9.hook_mlp_out:0.2052; blocks.6.hook_mlp_out:0.1383; blocks.7.hook_mlp_out:0.1078; blocks.7.hook_attn_out:0.0507; blocks.8.hook_mlp_out:0.0025; blocks.4.hook_mlp_out:0.0008; blocks.3.hook_mlp_out:0.0000; blocks.0.hook_resid_pre:0.0000; blocks.0.hook_attn_out:0.0000
gemma,harmfull,-2,lars,positive,0.7198088175777555,,blocks.8.hook_mlp_out:0.4448; blocks.5.hook_mlp_out:0.3935; blocks.9.hook_mlp_out:0.3740; blocks.5.hook_attn_out:0.3595; blocks.7.hook_attn_out:0.2448; blocks.6.hook_mlp_out:0.1513; blocks.7.hook_mlp_out:0.1457; blocks.3.hook_attn_out:0.0000; blocks.0.hook_resid_pre:0.0000; blocks.0.hook_attn_out:-0.0000
gemma,harmfull,-3,lars,negative,0.28491856679226746,,blocks.9.hook_mlp_out:0.1067; blocks.5.hook_mlp_out:0.1006; blocks.7.hook_mlp_out:0.0847; blocks.6.hook_mlp_out:0.0811; blocks.7.hook_attn_out:0.0730; blocks.8.hook_mlp_out:0.0372; blocks.0.hook_attn_out:0.0363; blocks.5.hook_attn_out:0.0000; blocks.0.hook_resid_pre:0.0000; blocks.0.hook_mlp_out:-0.0000
gemma,harmfull,-3,lars,positive,0.7998764139019019,,blocks.9.hook_mlp_out:0.6443; blocks.8.hook_mlp_out:0.5406; blocks.5.hook_mlp_out:0.3035; blocks.5.hook_attn_out:0.2696; blocks.7.hook_mlp_out:0.1985; blocks.7.hook_attn_out:0.1054; blocks.3.hook_mlp_out:0.0842; blocks.6.hook_mlp_out:0.0000; blocks.0.hook_resid_pre:0.0000; blocks.0.hook_attn_out:0.0000
gemma,harmfull,-1,diff,pos-vs-neg,,,blocks.10.hook_resid_pre:2.7113; blocks.0.hook_resid_pre:1.7970; blocks.0.hook_attn_out:-0.8437; blocks.1.hook_attn_out:-0.5618; blocks.5.hook_mlp_out:0.4823; blocks.7.hook_mlp_out:0.4053; blocks.3.hook_mlp_out:0.3047; blocks.6.hook_mlp_out:0.2816; blocks.1.hook_mlp_out:-0.2614; blocks.9.hook_mlp_out:0.2458
gemma,harmfull,-2,diff,pos-vs-neg,,,blocks.10.hook_resid_pre:2.6188; blocks.0.hook_resid_pre:1.3291; blocks.0.hook_attn_out:0.5382; blocks.6.hook_attn_out:0.4249; blocks.1.hook_attn_out:-0.3427; blocks.2.hook_mlp_out:-0.3183; blocks.8.hook_mlp_out:0.3011; blocks.0.hook_mlp_out:-0.2848; blocks.8.hook_attn_out:0.1958; blocks.1.hook_mlp_out:-0.1769
gemma,harmfull,-3,diff,pos-vs-neg,,,blocks.10.hook_resid_pre:3.3920; blocks.0.hook_attn_out:0.4806; blocks.0.hook_mlp_out:0.4737; blocks.8.hook_mlp_out:0.4520; blocks.5.hook_mlp_out:0.3413; blocks.7.hook_mlp_out:0.2916; blocks.9.hook_mlp_out:0.2886; blocks.6.hook_mlp_out:0.2027; blocks.3.hook_mlp_out:0.1876; blocks.5.hook_attn_out:0.1787
gemma2,1161,-1,lasso,negative,0.9396374054565199,26.469253648955064,blocks.19.ln2_post.hook_normalized:5.2454; blocks.17.ln2_post.hook_normalized:4.6258; blocks.20.ln1_post.hook_normalized:4.3707; blocks.10.ln2_post.hook_normalized:4.2527; blocks.11.ln1_post.hook_normalized:4.0100; blocks.18.ln2_post.hook_normalized:3.9719; blocks.11.ln2_post.hook_normalized:3.2210; blocks.20.ln2_post.hook_normalized:2.9555; blocks.0.ln1_post.hook_normalized:2.8258; blocks.8.ln2_post.hook_normalized:2.6014
gemma2,1161,-1,lasso,positive,0.7577408154578218,20.847347260465916,blocks.20.ln2_post.hook_normalized:6.6089; blocks.4.ln2_post.hook_normalized:5.7415; blocks.15.ln1_post.hook_normalized:-3.6374; blocks.17.ln1_post.hook_normalized:3.4145; blocks.8.ln2_post.hook_normalized:2.7921; blocks.15.ln2_post.hook_normalized:2.7099; blocks.7.ln1_post.hook_normalized:2.6096; blocks.12.ln2_post.hook_normalized:2.5064; blocks.11.ln2_post.hook_normalized:2.4277; blocks.6.ln2_post.hook_normalized:2.3058
gemma2,1161,-2,lasso,negative,0.9185073075157002,7.378054299617091,blocks.20.ln2_post.hook_normalized:5.6329; blocks.19.ln2_post.hook_normalized:5.4871; blocks.20.ln1_post.hook_normalized:5.0095; blocks.15.ln1_post.hook_normalized:4.1021; blocks.17.ln2_post.hook_normalized:3.7802; blocks.18.ln2_post.hook_normalized:3.6364; blocks.15.ln2_post.hook_normalized:2.9515; blocks.11.ln2_post.hook_normalized:2.6564; blocks.5.ln1_post.hook_normalized:2.4620; blocks.14.ln2_post.hook_normalized:2.3962
gemma2,1161,-2,lasso,positive,0.9007746928843959,10.115366901852582,blocks.15.ln2_post.hook_normalized:6.1217; blocks.20.ln2_post.hook_normalized:4.9469; blocks.19.ln2_post.hook_normalized:4.5673; blocks.20.ln1_post.hook_normalized:4.3771; blocks.17.ln1_post.hook_normalized:3.9649; blocks.18.ln1_post.hook_normalized:3.3710; blocks.3.ln2_post.hook_normalized:2.5724; blocks.2.ln2_post.hook_normalized:2.4667; blocks.18.ln2_post.hook_normalized:2.3762; blocks.1.ln1_post.hook_normalized:2.2980
gemma2,1161,-3,lasso,negative,0.8630867816128398,-0.46318153493274394,blocks.20.ln2_post.hook_normalized:6.1134; blocks.6.ln1_post.hook_normalized:4.9460; blocks.18.ln2_post.hook_normalized:4.0499; blocks.17.ln1_post.hook_normalized:3.2379; blocks.15.ln1_post.hook_normalized:2.8747; blocks.16.ln2_post.hook_normalized:2.7376; blocks.12.ln1_post.hook_normalized:2.2254; blocks.14.ln2_post.hook_normalized:2.0756; blocks.7.ln1_post.hook_normalized:1.9674; blocks.19.ln2_post.hook_normalized:1.9420
gemma2,1161,-3,lasso,positive,0.8524203343547972,17.04194252848665,blocks.14.ln1_post.hook_normalized:8.7653; blocks.20.ln2_post.hook_normalized:6.1830; blocks.19.ln1_post.hook_normalized:4.8762; blocks.20.ln1_post.hook_normalized:4.7747; blocks.7.ln1_post.hook_normalized:4.5300; blocks.11.ln2_post.hook_normalized:4.1734; blocks.18.ln2_post.hook_normalized:3.9591; blocks.19.ln2_post.hook_normalized:3.0832; blocks.5.ln1_post.hook_normalized:3.0766; blocks.13.ln1_post.hook_normalized:3.0039
gemma2,1161,-1,lars,negative,0.6471656167822029,,blocks.18.ln2_post.hook_normalized:6.3319; blocks.0.ln1_post.hook_normalized:5.5335; blocks.8.ln2_post.hook_normalized:1.2913; blocks.17.ln1_post.hook_normalized:0.8302; blocks.6.ln2_post.hook_normalized:0.4178; blocks.4.ln2_post.hook_normalized:0.2454; blocks.20.ln2_post.hook_normalized:0.0610; blocks.0.ln2_post.hook_normalized:0.0000; blocks.0.hook_resid_post:-0.0000; blocks.1.ln1_post.hook_normalized:-0.0000
gemma2,1161,-1,lars,positive,0.4345641166512858,,blocks.20.ln2_post.hook_normalized:6.2324; blocks.0.ln1_post.hook_normalized:3.6495; blocks.18.ln2_post.hook_normalized:3.5573; blocks.15.ln2_post.hook_normalized:2.4005; blocks.13.ln2_post.hook_normalized:1.2794; blocks.4.ln2_post.hook_normalized:1.0816; blocks.6.ln1_post.hook_normalized:0.3045; blocks.0.ln2_post.hook_normalized:0.0000; blocks.0.hook_resid_post:-0.0000; blocks.1.ln1_post.hook_normalized:-0.0000
gemma2,1161,-2,lars,negative,0.7225981925485396,,blocks.20.ln2_post.hook_normalized:4.6913; blocks.20.ln1_post.hook_normalized:4.6067; blocks.8.ln2_post.hook_normalized:2.8583; blocks.19.ln2_post.hook_normalized:2.7715; blocks.17.ln2_post.hook_normalized:1.7538; blocks.18.ln2_post.hook_normalized:0.6938; blocks.13.ln1_post.hook_normalized:0.2872; blocks.6.ln2_post.hook_normalized:0.0001; blocks.0.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:-0.0000
gemma2,1161,-2,lars,positive,0.29550971149252225,,blocks.15.ln2_post.hook_normalized:3.3792; blocks.20.ln2_post.hook_normalized:2.4979; blocks.18.ln2_post.hook_normalized:1.7867; blocks.0.ln1_post.hook_normalized:1.7536; blocks.19.ln1_post.hook_normalized:1.7473; blocks.19.ln2_post.hook_normalized:1.3582; blocks.17.ln1_post.hook_normalized:0.1031; blocks.0.ln2_post.hook_normalized:-0.0000; blocks.0.hook_resid_post:0.0000; blocks.1.ln1_post.hook_normalized:0.0000
