feature,coef
blocks.20.ln1_post.hook_normalized,5.85498028547554
blocks.18.ln2_post.hook_normalized,4.603925169794756
blocks.20.ln2_post.hook_normalized,3.2974644424516804
blocks.6.ln2_post.hook_normalized,3.273022296515414
blocks.6.ln1_post.hook_normalized,3.0566554164622852
blocks.19.ln2_post.hook_normalized,2.9246514610581165
blocks.16.ln2_post.hook_normalized,2.806340330940227
blocks.19.ln1_post.hook_normalized,2.7774061058520974
blocks.9.ln2_post.hook_normalized,2.7283376531634973
blocks.17.ln2_post.hook_normalized,2.6100871811131015
