feature,coef
blocks.20.ln1_post.hook_normalized,4.916206043011733
blocks.20.ln2_post.hook_normalized,4.336636191498815
blocks.18.ln2_post.hook_normalized,4.04962101843239
blocks.2.ln2_post.hook_normalized,4.019767982745
blocks.17.ln2_post.hook_normalized,3.49181809368994
blocks.6.ln1_post.hook_normalized,2.9922179328511436
blocks.16.ln1_post.hook_normalized,2.9648547354328096
blocks.0.ln1_post.hook_normalized,2.7477834437493422
blocks.8.ln2_post.hook_normalized,2.7312462156131323
blocks.14.ln2_post.hook_normalized,2.6693632386741695
