feature,coef
blocks.20.ln1_post.hook_normalized,5.851280883081265
blocks.0.ln1_post.hook_normalized,5.396939016979298
blocks.20.ln2_post.hook_normalized,5.044611178589016
blocks.18.ln2_post.hook_normalized,4.407133949664498
blocks.6.ln1_post.hook_normalized,3.3650413709524787
blocks.19.ln2_post.hook_normalized,3.3059227762431447
blocks.11.ln1_post.hook_normalized,3.0596738074114582
blocks.7.ln2_post.hook_normalized,2.71448262718802
blocks.4.ln2_post.hook_normalized,2.6649297920147537
blocks.6.ln2_post.hook_normalized,2.559933422208161
