model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,695,-3,lars,positive,0.4511020568925977,,16.mlp;13.mlp;14.mlp;10.mlp;2.mlp;9.mlp;15.attention;19.attention;11.mlp;1.mlp;4.attention;12.mlp;15.mlp;4.mlp;0.residual;17.mlp;7.mlp;6.mlp;1.attention;3.mlp;14.attention;18.mlp;2.attention;3.attention;5.mlp;8.mlp;7.attention;0.attention;16.attention;19.mlp;0.mlp;18.attention;20.mlp;5.attention;10.attention;11.attention;20.attention;13.attention;6.attention;17.attention;8.attention;12.attention;9.attention
gemma2,709,-1,lars,negative,0.6988760762636613,,18.mlp;0.attention;2.mlp;17.mlp;3.attention;8.mlp;6.mlp;20.attention;19.attention;16.mlp;19.mlp;13.mlp;10.mlp;11.mlp;20.mlp;6.attention;14.mlp;5.attention;7.mlp;11.attention;5.mlp;15.attention;9.attention;1.mlp;4.attention;12.attention;14.attention;2.attention;4.mlp;16.attention;0.mlp;12.mlp;1.attention;10.attention;3.mlp;15.mlp;18.attention;13.attention;7.attention;8.attention;0.residual;9.mlp;17.attention
gemma2,709,-1,lars,positive,0.6127267600653235,,18.mlp;20.mlp;19.mlp;13.attention;15.mlp;14.mlp;7.mlp;13.mlp;12.mlp;6.mlp;10.mlp;0.attention;18.attention;16.mlp;16.attention;3.attention;7.attention;8.mlp;19.attention;5.mlp;11.attention;0.mlp;17.mlp;3.mlp;11.mlp;17.attention;5.attention;1.attention;15.attention;4.attention;8.attention;12.attention;9.attention;1.mlp;10.attention;2.attention;2.mlp;14.attention;4.mlp;6.attention;0.residual;9.mlp;20.attention
gemma2,709,-2,lars,negative,0.558790432294777,,20.attention;19.mlp;18.mlp;20.mlp;8.mlp;17.attention;17.mlp;9.mlp;13.attention;3.attention;15.mlp;14.mlp;16.mlp;0.residual;1.attention;6.mlp;15.attention;19.attention;11.attention;12.attention;5.mlp;8.attention;13.mlp;5.attention;11.mlp;6.attention;7.attention;12.mlp;3.mlp;14.attention;18.attention;4.mlp;2.mlp;0.attention;16.attention;1.mlp;10.mlp;7.mlp;4.attention;0.mlp;9.attention;2.attention;10.attention
gemma2,709,-2,lars,positive,0.190660732547797,,19.mlp;13.mlp;20.attention;18.mlp;15.attention;20.mlp;19.attention;14.mlp;1.attention;15.mlp;3.mlp;11.mlp;13.attention;12.mlp;17.mlp;0.residual;7.attention;6.mlp;10.mlp;10.attention;5.mlp;7.mlp;16.attention;2.mlp;2.attention;16.mlp;9.attention;9.mlp;17.attention;1.mlp;8.mlp;4.mlp;14.attention;3.attention;4.attention;0.attention;6.attention;8.attention;11.attention;5.attention;12.attention;0.mlp;18.attention
gemma2,709,-3,lars,negative,0.5420753210277028,,18.mlp;19.mlp;20.mlp;17.attention;16.attention;12.attention;14.mlp;15.attention;13.attention;9.mlp;15.mlp;4.attention;3.attention;8.mlp;17.mlp;18.attention;7.attention;12.mlp;10.mlp;4.mlp;20.attention;2.mlp;1.attention;16.mlp;11.mlp;0.mlp;6.attention;14.attention;5.mlp;5.attention;7.mlp;13.mlp;2.attention;0.residual;11.attention;0.attention;6.mlp;9.attention;19.attention;3.mlp;8.attention;10.attention;1.mlp
gemma2,709,-3,lars,positive,0.6436238806167577,,18.mlp;20.mlp;19.mlp;15.attention;14.mlp;19.attention;17.attention;17.mlp;10.mlp;20.attention;16.mlp;2.mlp;1.attention;13.attention;6.mlp;10.attention;5.mlp;9.attention;13.mlp;8.mlp;0.attention;16.attention;8.attention;6.attention;4.mlp;14.attention;0.residual;11.mlp;5.attention;4.attention;11.attention;7.mlp;12.mlp;12.attention;15.mlp;0.mlp;1.mlp;2.attention;7.attention;9.mlp;18.attention;3.attention;3.mlp
gemma2,7988,-1,lars,negative,0.5872116682736395,,18.mlp;0.attention;16.mlp;17.mlp;3.attention;2.mlp;11.mlp;11.attention;6.mlp;9.mlp;12.attention;20.mlp;6.attention;20.attention;4.attention;13.attention;13.mlp;10.mlp;19.attention;19.mlp;7.mlp;10.attention;5.mlp;8.mlp;14.attention;14.mlp;5.attention;2.attention;1.mlp;1.attention;12.mlp;8.attention;16.attention;0.mlp;7.attention;4.mlp;17.attention;15.mlp;15.attention;3.mlp;0.residual;9.attention
gemma2,7988,-1,lars,positive,0.6356371436447592,,18.mlp;20.mlp;14.mlp;16.mlp;5.mlp;15.mlp;13.mlp;13.attention;17.mlp;7.attention;9.mlp;12.mlp;19.attention;18.attention;8.mlp;14.attention;8.attention;19.mlp;11.mlp;5.attention;10.mlp;10.attention;4.mlp;7.mlp;2.attention;6.mlp;4.attention;0.attention;17.attention;2.mlp;16.attention;11.attention;15.attention;12.attention;1.mlp;0.mlp;3.mlp;6.attention;1.attention;20.attention;9.attention;3.attention;0.residual
gemma2,7988,-2,lars,negative,0.5309182542413201,,18.mlp;19.mlp;13.attention;20.attention;14.mlp;20.mlp;8.mlp;15.mlp;4.attention;3.attention;5.attention;6.mlp;16.mlp;13.mlp;11.mlp;15.attention;12.mlp;11.attention;5.mlp;9.mlp;17.attention;10.attention;4.mlp;8.attention;16.attention;1.attention;0.residual;10.mlp;19.attention;7.mlp;0.attention;12.attention;18.attention;6.attention;2.attention;7.attention;9.attention;3.mlp;1.mlp;2.mlp;17.mlp;0.mlp;14.attention
gemma2,7988,-2,lars,positive,0.1239516347036205,,20.attention;17.attention;18.mlp;14.mlp;13.attention;15.mlp;17.mlp;6.attention;1.attention;12.mlp;7.mlp;0.attention;20.mlp;11.mlp;2.mlp;9.mlp;8.mlp;4.attention;19.attention;13.mlp;18.attention;10.attention;11.attention;6.mlp;9.attention;0.residual;5.attention;16.attention;8.attention;7.attention;19.mlp;3.mlp;12.attention;10.mlp;2.attention;1.mlp;0.mlp;16.mlp;14.attention;3.attention;5.mlp;15.attention;4.mlp
gemma2,7988,-3,lars,negative,0.4814907701527117,,18.mlp;20.mlp;17.attention;19.mlp;14.mlp;15.mlp;4.attention;13.attention;9.mlp;3.attention;12.attention;15.attention;16.attention;16.mlp;5.mlp;19.attention;2.mlp;6.attention;1.attention;18.attention;7.mlp;13.mlp;1.mlp;7.attention;8.attention;14.attention;0.mlp;10.mlp;12.mlp;2.attention;0.attention;11.mlp;5.attention;0.residual;4.mlp;3.mlp;9.attention;11.attention;6.mlp;17.mlp;10.attention;8.mlp;20.attention
gemma2,7988,-3,lars,positive,0.3468537458243191,,18.mlp;13.attention;14.mlp;6.mlp;20.mlp;17.mlp;3.mlp;15.mlp;17.attention;10.attention;7.mlp;19.mlp;16.mlp;15.attention;0.attention;19.attention;20.attention;11.mlp;8.mlp;13.mlp;1.mlp;6.attention;5.mlp;12.mlp;18.attention;9.mlp;10.mlp;3.attention;1.attention;5.attention;11.attention;0.mlp;8.attention;9.attention;2.mlp;16.attention;12.attention;7.attention;14.attention;0.residual;2.attention;4.mlp;4.attention
gemma2,8015,-1,lars,negative,0.5580480265384515,,18.mlp;0.attention;3.attention;16.mlp;2.mlp;7.mlp;20.mlp;19.mlp;6.mlp;7.attention;20.attention;19.attention;11.mlp;8.mlp;14.mlp;10.mlp;6.attention;11.attention;13.mlp;4.attention;17.mlp;0.mlp;4.mlp;9.attention;18.attention;17.attention;3.mlp;15.attention;15.mlp;2.attention;12.mlp;13.attention;10.attention;14.attention;1.mlp;0.residual;9.mlp;5.attention;16.attention;5.mlp;12.attention;1.attention;8.attention
gemma2,8015,-1,lars,positive,0.5691491327275349,,20.mlp;15.mlp;18.mlp;9.mlp;14.mlp;7.attention;10.mlp;1.attention;19.mlp;6.mlp;20.attention;17.mlp;11.mlp;15.attention;3.attention;4.attention;13.mlp;16.mlp;19.attention;7.mlp;0.mlp;16.attention;8.mlp;12.mlp;11.attention;5.attention;0.attention;18.attention;4.mlp;10.attention;2.attention;2.mlp;6.attention;8.attention;1.mlp;17.attention;3.mlp;9.attention;0.residual;12.attention;14.attention;13.attention;5.mlp
gemma2,8015,-2,lars,negative,0.5185365682840752,,20.attention;18.mlp;19.mlp;13.attention;8.mlp;20.mlp;5.attention;14.mlp;6.mlp;3.attention;15.mlp;15.attention;9.mlp;17.attention;16.mlp;0.residual;17.mlp;2.attention;10.attention;1.attention;13.mlp;11.attention;11.mlp;12.attention;5.mlp;7.attention;19.attention;12.mlp;8.attention;10.mlp;6.attention;0.mlp;1.mlp;18.attention;3.mlp;0.attention;9.attention;16.attention;4.mlp;7.mlp;2.mlp;14.attention;4.attention
gemma2,8015,-2,lars,positive,0.3014751205799927,,19.mlp;18.mlp;20.mlp;13.attention;3.mlp;3.attention;12.mlp;4.mlp;13.mlp;6.mlp;8.mlp;15.mlp;14.mlp;15.attention;19.attention;11.mlp;5.mlp;1.attention;17.attention;2.mlp;6.attention;9.mlp;5.attention;8.attention;17.mlp;7.attention;16.mlp;0.residual;0.attention;16.attention;4.attention;10.attention;14.attention;11.attention;12.attention;20.attention;0.mlp;18.attention;10.mlp;7.mlp;2.attention;9.attention;1.mlp
gemma2,8015,-3,lars,negative,0.5698994841050415,,19.mlp;18.mlp;14.mlp;17.attention;13.attention;16.attention;4.attention;9.mlp;20.mlp;12.attention;3.attention;15.attention;16.mlp;15.mlp;7.attention;5.mlp;10.attention;4.mlp;1.attention;20.attention;12.mlp;14.attention;10.mlp;1.mlp;8.mlp;0.mlp;11.attention;6.attention;13.mlp;0.residual;11.mlp;17.mlp;2.mlp;0.attention;7.mlp;3.mlp;5.attention;8.attention;9.attention;18.attention;19.attention;6.mlp;2.attention
gemma2,8015,-3,lars,positive,0.7823738348572395,,18.mlp;20.mlp;19.mlp;13.attention;14.mlp;17.attention;15.attention;3.attention;16.mlp;10.mlp;11.mlp;14.attention;9.mlp;1.attention;17.mlp;5.attention;6.mlp;19.attention;8.attention;10.attention;5.mlp;2.mlp;6.attention;18.attention;9.attention;12.mlp;2.attention;7.attention;13.mlp;4.mlp;1.mlp;4.attention;7.mlp;11.attention;3.mlp;16.attention;12.attention;0.residual;0.mlp;8.mlp;20.attention;0.attention;15.mlp
