model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,3949,-2,diff,pos-vs-neg,,,20.residual:4.3681;0.residual:-1.6429;9.attention:-0.7355;7.mlp:0.5698;11.mlp:0.5450;4.mlp:0.4726;3.mlp:-0.4716;8.attention:-0.4516;4.attention:0.4155;8.mlp:0.4033;10.attention:-0.3881;10.mlp:-0.3641;13.mlp:-0.3489;15.mlp:0.3444;0.attention:0.3283;13.attention:-0.3216;19.attention:-0.3153;18.attention:-0.3056;20.mlp:0.2895;12.attention:0.2618;6.mlp:0.2582;6.attention:0.2379;17.mlp:0.2314;17.attention:0.1998;2.mlp:0.1934;5.mlp:0.1900;16.mlp:0.1891;1.attention:-0.1875;5.attention:0.1544;7.attention:-0.1389;0.mlp:0.1344;19.mlp:0.1232;1.mlp:0.1165;12.mlp:0.0845;15.attention:-0.0808;18.mlp:0.0795;20.attention:0.0781;2.attention:0.0694;3.attention:-0.0622;14.mlp:-0.0589;11.attention:-0.0490;14.attention:-0.0295;16.attention:-0.0195;9.mlp:0.0095
gemma2,3949,-3,diff,pos-vs-neg,,,20.residual:7.4100;0.residual:-1.4185;0.attention:1.1203;9.attention:-0.6968;11.mlp:0.6868;8.mlp:0.6132;13.mlp:-0.5358;20.mlp:0.5337;8.attention:-0.4917;10.attention:-0.4321;19.mlp:0.3980;17.mlp:0.3811;0.mlp:0.3769;18.mlp:0.3750;17.attention:0.3576;10.mlp:-0.3129;4.attention:0.2879;7.mlp:0.2826;15.mlp:0.2582;6.mlp:0.2540;6.attention:0.2335;16.mlp:0.2245;18.attention:-0.2236;7.attention:-0.2157;13.attention:-0.2093;5.mlp:0.1922;9.mlp:0.1821;20.attention:0.1806;19.attention:-0.1520;2.mlp:0.1478;15.attention:-0.1256;2.attention:-0.1094;3.attention:-0.1015;12.attention:0.0969;3.mlp:-0.0790;5.attention:0.0754;16.attention:-0.0744;4.mlp:0.0700;14.mlp:0.0494;1.attention:0.0470;11.attention:-0.0347;1.mlp:-0.0107;14.attention:-0.0057;12.mlp:0.0015
gemma2,4086,-1,diff,pos-vs-neg,,,20.residual:7.1536;0.residual:1.8693;11.attention:1.1226;7.attention:1.0001;16.attention:0.8342;14.mlp:-0.6160;1.mlp:-0.5931;1.attention:0.5862;4.attention:0.5294;17.attention:-0.5007;19.mlp:0.4953;3.attention:0.4921;20.mlp:-0.4068;4.mlp:-0.3987;0.mlp:-0.3551;13.attention:0.3470;0.attention:-0.3162;13.mlp:-0.3000;6.mlp:-0.2853;5.mlp:0.2846;10.attention:0.2831;15.attention:0.2567;10.mlp:-0.2531;5.attention:0.2490;19.attention:-0.2324;9.attention:0.2318;6.attention:0.1912;11.mlp:0.1569;8.mlp:-0.1459;2.attention:0.1317;12.mlp:-0.1308;9.mlp:-0.1183;12.attention:0.1151;14.attention:-0.1072;18.attention:0.0974;20.attention:0.0968;7.mlp:0.0687;8.attention:0.0684;16.mlp:-0.0625;15.mlp:-0.0551;17.mlp:0.0388;18.mlp:-0.0251;3.mlp:-0.0135;2.mlp:-0.0095
gemma2,4086,-2,diff,pos-vs-neg,,,20.residual:15.5677;0.attention:0.8004;11.mlp:0.7010;0.residual:-0.6110;4.attention:0.5445;5.attention:0.4886;6.attention:0.4761;16.attention:0.4549;8.mlp:0.4530;6.mlp:0.4416;11.attention:0.4362;7.attention:0.4118;0.mlp:0.3787;15.attention:0.3699;3.mlp:-0.3619;7.mlp:0.3572;1.mlp:0.3408;2.mlp:0.3319;19.mlp:0.3268;20.mlp:0.3244;15.mlp:0.3026;4.mlp:0.2652;9.mlp:0.2529;20.attention:0.2385;13.attention:0.2016;17.attention:0.1796;1.attention:0.1689;2.attention:0.1652;19.attention:-0.1509;14.mlp:-0.1443;5.mlp:0.1172;16.mlp:0.1148;13.mlp:0.1100;9.attention:-0.0832;8.attention:0.0749;3.attention:0.0728;18.mlp:0.0722;14.attention:-0.0720;18.attention:0.0681;10.mlp:-0.0526;12.mlp:0.0342;12.attention:0.0307;10.attention:0.0204;17.mlp:0.0168
gemma2,4086,-3,diff,pos-vs-neg,,,20.residual:18.9038;0.attention:1.3856;4.attention:0.5866;11.mlp:0.5775;0.residual:-0.5744;8.mlp:0.5599;5.attention:0.5594;11.attention:0.5107;16.attention:0.5069;18.mlp:0.4644;6.mlp:0.4368;20.mlp:0.4270;20.attention:0.4045;1.attention:0.3954;3.attention:0.3724;7.attention:0.3705;19.mlp:0.3588;15.mlp:0.3408;17.mlp:0.3392;15.attention:0.2953;5.mlp:0.2842;6.attention:0.2782;1.mlp:-0.2031;7.mlp:0.1869;18.attention:0.1847;9.mlp:0.1802;17.attention:0.1754;16.mlp:0.1616;2.attention:0.1428;10.attention:0.1394;14.mlp:-0.1352;9.attention:0.1186;13.attention:0.1186;12.mlp:0.1139;19.attention:-0.1030;10.mlp:0.0969;3.mlp:0.0962;2.mlp:0.0864;4.mlp:0.0623;8.attention:0.0601;12.attention:0.0552;0.mlp:0.0496;13.mlp:0.0074;14.attention:-0.0039
gemma2,4287,-1,diff,pos-vs-neg,,,0.residual:3.7384;0.mlp:-0.8874;1.mlp:-0.8335;7.attention:0.5203;11.attention:0.5147;13.mlp:-0.5129;3.mlp:-0.4947;0.attention:-0.4665;8.mlp:-0.4451;20.residual:-0.4187;19.attention:-0.3884;15.attention:0.3568;4.attention:0.3238;20.mlp:-0.3186;13.attention:0.2890;14.mlp:-0.2558;4.mlp:-0.2342;18.mlp:-0.2313;3.attention:0.2151;10.attention:0.2133;9.mlp:-0.2030;17.mlp:-0.1994;5.mlp:-0.1937;14.attention:-0.1858;9.attention:0.1779;17.attention:-0.1639;2.attention:-0.1403;2.mlp:0.1334;6.mlp:0.1312;11.mlp:0.1115;18.attention:-0.1112;16.attention:0.1003;12.mlp:0.0953;1.attention:0.0923;7.mlp:-0.0874;5.attention:-0.0836;19.mlp:-0.0701;12.attention:0.0616;16.mlp:-0.0515;6.attention:0.0513;15.mlp:0.0242;8.attention:-0.0068;20.attention:-0.0065;10.mlp:0.0032
gemma2,4287,-2,diff,pos-vs-neg,,,0.residual:-2.0516;3.mlp:-0.5834;1.mlp:0.5387;20.residual:-0.5326;0.mlp:0.5051;8.mlp:-0.4498;7.attention:0.4364;19.attention:-0.3854;13.mlp:-0.3782;11.attention:0.3415;15.attention:0.3288;7.mlp:0.2701;9.attention:0.2676;10.mlp:-0.2580;1.attention:-0.2573;15.mlp:0.2441;11.mlp:0.2413;17.mlp:0.2093;6.mlp:-0.1988;2.mlp:0.1882;5.attention:0.1848;17.attention:0.1603;4.attention:0.1514;3.attention:0.1452;20.mlp:0.1350;10.attention:0.1313;14.mlp:-0.1311;14.attention:-0.1111;20.attention:0.1099;0.attention:0.1094;5.mlp:-0.0867;19.mlp:0.0854;12.mlp:0.0819;12.attention:0.0751;18.attention:0.0686;16.attention:-0.0607;9.mlp:0.0459;4.mlp:0.0437;6.attention:0.0221;2.attention:0.0196;13.attention:0.0134;8.attention:-0.0109;16.mlp:0.0099;18.mlp:-0.0083
gemma2,4287,-3,diff,pos-vs-neg,,,20.residual:-5.3770;0.residual:-2.4258;0.attention:1.0302;13.mlp:-0.7108;8.mlp:-0.4258;12.mlp:-0.4031;7.attention:0.3849;19.attention:-0.3360;9.attention:0.3045;6.mlp:-0.2983;0.mlp:0.2930;10.mlp:-0.2744;3.mlp:-0.2732;3.attention:0.2675;14.mlp:-0.2645;16.mlp:-0.2454;20.attention:0.2253;4.mlp:-0.2236;19.mlp:-0.2151;17.mlp:0.1978;11.attention:0.1732;9.mlp:-0.1658;5.attention:0.1635;17.attention:0.1617;2.attention:0.1615;14.attention:-0.1507;20.mlp:0.1453;11.mlp:0.1319;10.attention:0.1229;5.mlp:-0.1154;12.attention:-0.0963;6.attention:0.0816;18.mlp:0.0610;15.attention:0.0560;15.mlp:0.0539;7.mlp:0.0523;16.attention:0.0499;13.attention:0.0498;8.attention:0.0429;1.mlp:-0.0382;18.attention:0.0279;4.attention:0.0263;1.attention:0.0243;2.mlp:-0.0135
gemma2,5548,-1,diff,pos-vs-neg,,,0.residual:2.6311;20.residual:-1.8867;11.attention:0.8100;20.mlp:-0.6638;13.mlp:-0.5531;16.attention:0.5333;1.mlp:-0.5183;19.attention:-0.4768;7.attention:0.4042;0.mlp:-0.3911;14.mlp:-0.3388;18.mlp:-0.3209;16.mlp:-0.3015;17.attention:-0.2706;19.mlp:0.2668;10.mlp:-0.2651;13.attention:0.2410;3.attention:0.2012;4.mlp:-0.1877;17.mlp:-0.1819;18.attention:0.1705;9.attention:-0.1664;12.mlp:0.1658;3.mlp:-0.1630;2.attention:-0.1509;15.mlp:-0.1445;0.attention:-0.1442;1.attention:0.1417;8.attention:-0.1389;12.attention:0.1307;11.mlp:-0.1248;7.mlp:-0.1177;4.attention:0.1091;5.mlp:0.0989;15.attention:0.0922;20.attention:-0.0800;6.mlp:0.0798;14.attention:-0.0723;9.mlp:-0.0722;8.mlp:0.0687;6.attention:0.0556;2.mlp:0.0485;5.attention:0.0334;10.attention:0.0156
gemma2,5548,-2,diff,pos-vs-neg,,,20.residual:8.0238;0.residual:-1.0709;0.attention:0.6705;0.mlp:0.6172;11.mlp:0.6092;6.mlp:0.4610;4.mlp:0.4508;8.mlp:0.3977;9.mlp:0.3740;3.mlp:-0.3711;17.attention:0.3471;19.attention:-0.3436;1.attention:-0.3357;20.mlp:0.3316;1.mlp:0.3167;10.mlp:-0.3069;11.attention:0.2973;15.mlp:0.2962;4.attention:0.2930;7.mlp:0.2924;14.mlp:0.2727;9.attention:-0.2384;19.mlp:0.2112;16.attention:0.2111;8.attention:-0.2063;17.mlp:0.1992;7.attention:0.1791;14.attention:-0.1726;13.mlp:-0.1434;2.mlp:0.1414;6.attention:0.1411;12.mlp:0.1250;10.attention:-0.0956;18.mlp:0.0919;3.attention:0.0806;20.attention:0.0625;2.attention:0.0619;12.attention:0.0508;13.attention:0.0311;16.mlp:0.0282;5.mlp:-0.0159;18.attention:0.0151;15.attention:-0.0123;5.attention:0.0122
gemma2,5548,-3,diff,pos-vs-neg,,,20.residual:6.9058;0.residual:-1.7203;0.attention:1.1608;11.mlp:0.5317;13.mlp:-0.5132;20.mlp:0.4766;8.mlp:0.4260;17.attention:0.3964;17.mlp:0.3760;6.mlp:0.3572;18.mlp:0.3172;8.attention:-0.3111;10.mlp:-0.2771;15.mlp:0.2533;9.attention:-0.2303;20.attention:0.2237;7.mlp:0.2227;3.attention:0.2103;12.mlp:-0.1989;6.attention:0.1928;1.mlp:0.1546;16.mlp:-0.1396;19.mlp:0.1390;9.mlp:0.1342;4.mlp:0.1298;14.mlp:0.1246;11.attention:0.1121;7.attention:0.1113;19.attention:-0.1040;4.attention:0.0936;12.attention:-0.0903;1.attention:-0.0902;10.attention:-0.0848;14.attention:-0.0784;16.attention:0.0773;0.mlp:0.0711;18.attention:0.0701;2.attention:0.0612;2.mlp:0.0457;5.mlp:0.0336;13.attention:-0.0323;15.attention:0.0165;3.mlp:0.0163;5.attention:0.0123
gemma2,6832,-1,diff,pos-vs-neg,,,20.residual:4.0403;0.residual:0.9690;0.mlp:-0.6408;9.attention:-0.6349;20.mlp:-0.4565;10.mlp:-0.3655;13.attention:-0.3565;8.mlp:0.3554;11.attention:0.3421;19.mlp:0.3271;17.attention:-0.3138;12.mlp:0.3043;10.attention:-0.2811;4.attention:0.2695;1.mlp:-0.2470;5.mlp:0.2297;15.mlp:0.2274;2.mlp:0.2213;6.attention:0.2048;12.attention:0.1945;11.mlp:0.1827;4.mlp:-0.1729;16.attention:0.1485;8.attention:-0.1482;5.attention:0.1421;16.mlp:0.1306;15.attention:-0.1285;19.attention:-0.1203;9.mlp:0.1157;3.mlp:-0.1078;1.attention:0.1064;18.attention:0.1026;7.attention:0.0810;2.attention:0.0782;13.mlp:-0.0732;3.attention:0.0717;0.attention:0.0517;17.mlp:-0.0446;14.attention:0.0248;18.mlp:0.0199;7.mlp:0.0128;14.mlp:0.0110;20.attention:0.0078;6.mlp:-0.0073
gemma2,6832,-2,diff,pos-vs-neg,,,20.residual:10.7429;0.residual:-1.3115;9.attention:-0.8101;11.mlp:0.8070;8.mlp:0.7643;0.attention:0.6180;3.mlp:-0.5030;10.mlp:-0.4580;10.attention:-0.4546;19.mlp:0.4503;20.mlp:0.4220;15.mlp:0.4063;1.mlp:0.4023;13.attention:-0.4022;14.mlp:0.3977;13.mlp:0.3972;4.mlp:0.3919;4.attention:0.3856;16.mlp:0.3812;12.mlp:0.3596;6.mlp:0.3536;6.attention:0.3000;18.attention:-0.2617;1.attention:-0.2567;9.mlp:0.2307;7.attention:-0.2141;2.mlp:0.2040;5.mlp:0.1987;15.attention:-0.1978;3.attention:-0.1969;17.mlp:0.1941;17.attention:0.1941;8.attention:-0.1891;11.attention:-0.1863;16.attention:-0.1764;19.attention:-0.1677;0.mlp:0.1478;14.attention:-0.1286;5.attention:0.1066;20.attention:0.0999;7.mlp:0.0824;2.attention:0.0410;12.attention:0.0246;18.mlp:0.0023
gemma2,6832,-3,diff,pos-vs-neg,,,20.residual:22.4649;0.attention:1.1966;8.mlp:0.7580;9.attention:-0.6999;11.mlp:0.6492;20.mlp:0.6361;17.mlp:0.5837;9.mlp:0.5816;19.mlp:0.5593;18.mlp:0.5180;15.mlp:0.4510;14.mlp:0.4444;4.attention:0.3887;6.mlp:0.3712;17.attention:0.3460;13.attention:-0.3369;6.attention:0.3316;5.mlp:0.3218;8.attention:-0.3112;7.mlp:0.3005;10.attention:-0.2596;16.mlp:0.2592;0.residual:-0.2430;7.attention:-0.2359;3.attention:0.2300;0.mlp:0.2299;11.attention:-0.1982;3.mlp:0.1963;16.attention:-0.1899;10.mlp:-0.1890;2.mlp:0.1790;20.attention:0.1597;1.attention:0.1157;18.attention:-0.1092;12.mlp:0.1092;12.attention:-0.0680;1.mlp:-0.0541;2.attention:-0.0495;4.mlp:-0.0456;19.attention:0.0346;13.mlp:-0.0345;5.attention:0.0170;14.attention:0.0030;15.attention:0.0021
gemma2,695,-1,diff,pos-vs-neg,,,20.residual:-4.3958;0.residual:1.3922;0.mlp:-0.7164;20.mlp:-0.6833;13.mlp:-0.4583;13.attention:-0.3819;8.attention:-0.3312;10.attention:-0.3024;1.mlp:-0.2925;18.mlp:-0.2672;1.attention:0.2620;16.attention:0.2611;4.attention:0.2539;19.attention:-0.2492;0.attention:-0.2366;9.attention:-0.2266;7.attention:0.2211;4.mlp:-0.2187;17.attention:-0.2179;11.attention:0.2177;9.mlp:-0.2139;12.mlp:-0.2005;5.mlp:0.1926;15.attention:0.1885;19.mlp:0.1838;12.attention:0.1770;16.mlp:-0.1489;14.mlp:-0.1473;8.mlp:0.1423;18.attention:0.1399;7.mlp:0.1059;3.mlp:-0.1040;11.mlp:0.0973;6.mlp:-0.0953;17.mlp:-0.0905;6.attention:0.0806;10.mlp:-0.0766;20.attention:-0.0647;2.attention:-0.0625;3.attention:0.0521;5.attention:0.0195;15.mlp:-0.0183;14.attention:0.0160;2.mlp:-0.0066
gemma2,695,-2,diff,pos-vs-neg,,,0.residual:-1.0671;0.attention:0.5790;11.mlp:0.5640;13.attention:-0.4647;10.mlp:-0.4594;3.mlp:-0.4566;9.attention:-0.4330;8.mlp:0.3475;10.attention:-0.3325;7.mlp:0.3063;18.attention:-0.2882;20.residual:0.2744;4.attention:0.2548;4.mlp:0.2367;7.attention:-0.2272;6.attention:0.2260;19.attention:-0.2059;8.attention:-0.1807;15.attention:-0.1604;5.mlp:0.1506;6.mlp:0.1353;9.mlp:-0.1283;20.mlp:0.1168;17.attention:0.1105;5.attention:-0.1103;2.mlp:0.1072;13.mlp:-0.1026;12.attention:-0.1005;14.mlp:0.0997;0.mlp:0.0970;1.mlp:0.0896;11.attention:-0.0842;3.attention:-0.0838;12.mlp:-0.0801;15.mlp:0.0801;18.mlp:-0.0778;16.mlp:0.0751;16.attention:-0.0736;19.mlp:0.0699;17.mlp:-0.0582;1.attention:-0.0454;20.attention:-0.0397;14.attention:-0.0242;2.attention:-0.0055
gemma2,695,-3,diff,pos-vs-neg,,,20.residual:4.7484;0.attention:0.9425;0.residual:-0.7637;11.mlp:0.4956;8.mlp:0.4650;9.attention:-0.4264;7.mlp:0.4096;13.attention:-0.3499;13.mlp:-0.3272;12.attention:-0.3226;10.attention:-0.3159;4.attention:0.3013;8.attention:-0.2943;1.attention:0.2842;19.mlp:0.2801;17.mlp:0.2705;17.attention:0.2628;10.mlp:-0.2576;6.mlp:0.2460;12.mlp:-0.2230;14.mlp:0.2126;7.attention:-0.2072;15.attention:-0.2048;6.attention:0.2031;11.attention:-0.1930;18.attention:-0.1808;0.mlp:0.1796;15.mlp:0.1520;1.mlp:-0.1326;19.attention:-0.1282;16.attention:-0.1242;4.mlp:0.1113;5.attention:-0.1020;9.mlp:-0.0803;20.mlp:0.0694;3.mlp:-0.0676;5.mlp:0.0638;16.mlp:-0.0417;2.mlp:-0.0308;18.mlp:0.0308;2.attention:-0.0296;14.attention:-0.0231;20.attention:0.0121;3.attention:0.0044
