feature,coef
blocks.20.ln1_post.hook_normalized,6.121232733574243
blocks.18.ln2_post.hook_normalized,4.9097204066057865
blocks.2.ln2_post.hook_normalized,4.789914885928065
blocks.19.ln1_post.hook_normalized,4.4652776406949535
blocks.20.ln2_post.hook_normalized,4.072356245312947
blocks.3.ln1_post.hook_normalized,4.062191810196695
blocks.16.ln2_post.hook_normalized,3.004876469002194
blocks.6.ln1_post.hook_normalized,2.7723227308035336
blocks.6.ln2_post.hook_normalized,2.6755802274713636
blocks.10.ln2_post.hook_normalized,2.396089203184966
