feature,coef
blocks.20.ln2_post.hook_normalized,5.249315739030334
blocks.13.ln1_post.hook_normalized,4.797570238899878
blocks.19.ln2_post.hook_normalized,4.182047690700263
blocks.15.ln2_post.hook_normalized,3.582756674021754
blocks.18.ln2_post.hook_normalized,2.974036831940864
blocks.19.ln1_post.hook_normalized,2.9432546048366315
blocks.18.ln1_post.hook_normalized,2.9249681257263207
blocks.13.ln2_post.hook_normalized,2.9161800439233865
blocks.6.ln2_post.hook_normalized,2.6005454513703756
blocks.14.ln2_post.hook_normalized,2.5051213436235193
