feature,coef
blocks.19.ln2_post.hook_normalized,6.432772698000186
blocks.20.ln2_post.hook_normalized,5.006937455595508
blocks.13.ln1_post.hook_normalized,4.027775950310506
blocks.18.ln2_post.hook_normalized,3.975759900740368
blocks.17.ln1_post.hook_normalized,3.069970211310886
blocks.3.ln2_post.hook_normalized,3.0524964481080987
blocks.19.ln1_post.hook_normalized,2.5181258904720574
blocks.12.ln1_post.hook_normalized,-2.2901567135971073
blocks.1.ln2_post.hook_normalized,2.1335019307366676
blocks.7.ln2_post.hook_normalized,2.044508384355276
