model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,4086,-2,lars,negative,0.3640610176176839,,20.mlp;6.attention;0.residual;18.mlp;8.mlp;20.attention;17.attention;3.mlp;5.mlp;19.mlp;4.attention;0.attention;11.mlp;6.mlp;13.attention;15.attention;11.attention;17.mlp;7.attention;9.mlp;12.mlp;14.mlp;16.mlp;10.mlp;15.mlp;16.attention;13.mlp;5.attention;1.attention;10.attention;7.mlp;2.mlp;19.attention;3.attention;8.attention;4.mlp;2.attention;1.mlp;9.attention;0.mlp;14.attention;12.attention;18.attention
gemma2,4086,-2,lars,positive,0.3170803331893941,,20.mlp;3.mlp;0.residual;6.attention;9.mlp;11.attention;4.attention;5.mlp;7.attention;20.attention;8.mlp;18.mlp;6.mlp;10.mlp;12.mlp;17.mlp;1.attention;16.mlp;19.mlp;13.attention;17.attention;0.attention;0.mlp;7.mlp;15.attention;13.mlp;16.attention;12.attention;11.mlp;1.mlp;4.mlp;8.attention;18.attention;3.attention;2.mlp;2.attention;19.attention;9.attention;10.attention;14.attention;5.attention;14.mlp;15.mlp
gemma2,4086,-3,lars,negative,0.5207974198738825,,20.mlp;0.residual;6.attention;18.mlp;0.attention;20.attention;17.attention;8.mlp;5.mlp;17.mlp;4.attention;16.mlp;7.attention;19.mlp;6.mlp;13.attention;9.mlp;11.mlp;15.attention;3.mlp;15.mlp;11.attention;10.mlp;14.mlp;16.attention;1.attention;13.mlp;10.attention;12.mlp;7.mlp;5.attention;12.attention;4.mlp;19.attention;3.attention;2.mlp;1.mlp;2.attention;14.attention;0.mlp;8.attention;9.attention;18.attention
gemma2,4086,-3,lars,positive,0.6008666283122549,,20.mlp;0.residual;6.attention;3.mlp;18.mlp;19.mlp;5.mlp;9.mlp;17.attention;11.attention;5.attention;20.attention;14.mlp;8.mlp;11.mlp;2.mlp;10.attention;6.mlp;15.mlp;10.mlp;19.attention;7.attention;16.mlp;12.mlp;17.mlp;13.mlp;9.attention;4.attention;16.attention;13.attention;8.attention;0.attention;1.attention;15.attention;18.attention;1.mlp;0.mlp;4.mlp;12.attention;7.mlp;3.attention;14.attention
gemma2,1200,-1,lars,negative,0.5742974252400341,,3.mlp;20.mlp;18.mlp;0.attention;6.mlp;17.mlp;19.mlp;6.attention;11.attention;8.mlp;11.mlp;13.attention;17.attention;14.mlp;7.attention;20.attention;9.mlp;16.attention;12.mlp;15.mlp;16.mlp;0.residual;13.mlp;4.attention;15.attention;8.attention;10.attention;5.mlp;10.mlp;7.mlp;19.attention;3.attention;2.mlp;1.attention;18.attention;5.attention;12.attention;2.attention;4.mlp;14.attention;0.mlp;1.mlp;9.attention
gemma2,1200,-1,lars,positive,0.4838759335777125,,0.residual;3.mlp;20.mlp;19.mlp;14.mlp;16.attention;10.mlp;18.mlp;5.attention;9.mlp;1.mlp;10.attention;12.mlp;15.mlp;11.mlp;15.attention;17.attention;7.mlp;8.mlp;13.mlp;2.attention;0.mlp;11.attention;19.attention;2.mlp;4.mlp;16.mlp;1.attention;3.attention;17.mlp;6.mlp;9.attention;4.attention;5.mlp;20.attention;7.attention;13.attention;0.attention;8.attention;12.attention;6.attention;18.attention;14.attention
gemma2,1200,-2,lars,negative,0.2590682182909809,,3.mlp;20.mlp;0.residual;17.attention;18.mlp;19.mlp;6.attention;13.attention;15.mlp;11.mlp;8.mlp;6.mlp;20.attention;17.mlp;9.mlp;0.attention;4.attention;14.mlp;10.attention;11.attention;15.attention;16.attention;7.attention;13.mlp;12.mlp;10.mlp;16.mlp;7.mlp;5.mlp;5.attention;19.attention;4.mlp;2.mlp;8.attention;2.attention;1.attention;1.mlp;0.mlp;18.attention;3.attention;14.attention;9.attention;12.attention
gemma2,1200,-2,lars,positive,0.1841967558227684,,3.mlp;20.mlp;0.residual;15.mlp;17.mlp;11.mlp;17.attention;9.mlp;7.attention;19.mlp;16.mlp;10.mlp;6.mlp;11.attention;13.attention;1.attention;7.mlp;19.attention;13.mlp;8.mlp;0.attention;12.mlp;18.mlp;20.attention;6.attention;1.mlp;4.attention;3.attention;2.attention;9.attention;15.attention;14.attention;4.mlp;14.mlp;0.mlp;12.attention;5.mlp;16.attention;18.attention;8.attention;2.mlp;5.attention;10.attention
gemma2,1200,-3,lars,negative,0.5824322738868545,,0.residual;3.mlp;20.mlp;17.attention;18.mlp;19.mlp;13.attention;0.attention;9.mlp;20.attention;11.mlp;6.attention;16.mlp;15.mlp;6.mlp;16.attention;10.attention;17.mlp;5.mlp;4.attention;15.attention;14.mlp;7.attention;8.mlp;10.mlp;11.attention;13.mlp;5.attention;7.mlp;19.attention;4.mlp;12.mlp;3.attention;14.attention;2.attention;2.mlp;1.mlp;12.attention;0.mlp;1.attention;8.attention;18.attention;9.attention
gemma2,1200,-3,lars,positive,0.3732390331574354,,3.mlp;0.residual;20.mlp;17.attention;17.mlp;18.mlp;9.mlp;6.mlp;19.mlp;8.mlp;13.attention;5.attention;11.attention;10.mlp;15.mlp;14.mlp;7.attention;0.attention;4.attention;0.mlp;19.attention;1.attention;13.mlp;2.attention;12.mlp;5.mlp;20.attention;2.mlp;16.mlp;15.attention;1.mlp;7.mlp;10.attention;14.attention;4.mlp;12.attention;11.mlp;8.attention;18.attention;3.attention;16.attention;6.attention;9.attention
gemma2,4287,-1,lars,negative,-5.6149065124078135e-06,,0.residual;3.mlp;17.attention;20.mlp;13.attention;15.attention;16.mlp;19.mlp;18.mlp;15.mlp;6.mlp;16.attention;13.mlp;14.mlp;19.attention;10.attention;11.attention;1.mlp;2.attention;7.attention;20.attention;0.attention;10.mlp;9.mlp;0.mlp;4.mlp;5.mlp;4.attention;17.mlp;2.mlp;8.attention;9.attention;18.attention;11.mlp;3.attention;1.attention;12.attention;7.mlp;12.mlp;6.attention;8.mlp;14.attention;5.attention
gemma2,4287,-1,lars,positive,0.6228146809030062,,0.residual;18.mlp;20.mlp;15.mlp;15.attention;16.mlp;19.mlp;17.mlp;10.attention;13.attention;10.mlp;16.attention;5.mlp;7.mlp;13.mlp;9.attention;11.mlp;4.mlp;5.attention;17.attention;8.mlp;2.attention;11.attention;7.attention;20.attention;19.attention;14.attention;3.mlp;12.mlp;3.attention;9.mlp;2.mlp;1.attention;14.mlp;8.attention;6.mlp;18.attention;0.mlp;0.attention;4.attention;1.mlp;12.attention;6.attention
gemma2,4287,-2,lars,negative,0.5454291949808476,,3.mlp;17.attention;0.residual;20.mlp;13.attention;19.mlp;18.mlp;19.attention;15.attention;15.mlp;16.mlp;0.mlp;17.mlp;0.attention;14.mlp;20.attention;16.attention;1.attention;2.attention;5.attention;1.mlp;18.attention;6.mlp;5.mlp;3.attention;12.attention;9.attention;14.attention;2.mlp;7.mlp;7.attention;4.attention;4.mlp;11.mlp;12.mlp;8.mlp;9.mlp;6.attention;10.attention;8.attention;10.mlp;13.mlp;11.attention
gemma2,4287,-2,lars,positive,0.1257440723898546,,17.attention;0.residual;3.mlp;20.mlp;6.mlp;13.attention;10.attention;5.attention;19.mlp;15.mlp;18.mlp;8.mlp;13.mlp;19.attention;12.mlp;5.mlp;3.attention;9.mlp;7.mlp;15.attention;16.mlp;11.attention;18.attention;4.attention;4.mlp;14.mlp;11.mlp;1.attention;20.attention;17.mlp;10.mlp;2.mlp;0.attention;12.attention;1.mlp;9.attention;2.attention;7.attention;8.attention;16.attention;0.mlp;14.attention;6.attention
gemma2,4287,-3,lars,negative,0.5399359297585299,,0.residual;17.attention;20.mlp;13.attention;18.mlp;19.mlp;17.mlp;14.mlp;10.attention;16.mlp;0.mlp;10.mlp;15.mlp;11.mlp;13.mlp;6.mlp;15.attention;19.attention;12.mlp;4.mlp;5.mlp;18.attention;7.attention;3.attention;8.mlp;16.attention;1.mlp;20.attention;2.mlp;9.mlp;7.mlp;11.attention;3.mlp;5.attention;8.attention;6.attention;1.attention;14.attention;12.attention;4.attention;9.attention;0.attention;2.attention
gemma2,4287,-3,lars,positive,0.658770322874699,,0.residual;17.attention;20.mlp;15.attention;16.mlp;18.mlp;10.attention;13.mlp;6.mlp;5.attention;17.mlp;11.mlp;14.mlp;5.mlp;15.mlp;4.attention;1.attention;1.mlp;8.mlp;0.attention;3.attention;8.attention;10.mlp;14.attention;6.attention;9.attention;3.mlp;16.attention;7.mlp;7.attention;4.mlp;9.mlp;19.attention;18.attention;12.mlp;11.attention;20.attention;12.attention;19.mlp;0.mlp;2.attention;2.mlp;13.attention
gemma2,137,-1,lars,negative,0.6687171933223066,,3.mlp;17.attention;20.mlp;0.attention;18.mlp;19.mlp;8.mlp;13.attention;6.mlp;16.attention;17.mlp;7.attention;14.mlp;15.mlp;16.mlp;6.attention;13.mlp;10.mlp;11.attention;7.mlp;0.residual;20.attention;11.mlp;19.attention;12.mlp;10.attention;15.attention;9.mlp;3.attention;2.mlp;5.mlp;1.attention;4.attention;18.attention;14.attention;4.mlp;1.mlp;12.attention;5.attention;9.attention;8.attention;0.mlp;2.attention
gemma2,137,-1,lars,positive,0.2624466363607719,,0.residual;3.mlp;20.mlp;17.attention;11.attention;18.mlp;19.mlp;6.mlp;15.mlp;16.attention;1.mlp;0.mlp;7.attention;5.attention;7.mlp;5.mlp;18.attention;4.mlp;8.attention;9.attention;16.mlp;2.attention;0.attention;9.mlp;3.attention;8.mlp;10.mlp;17.mlp;10.attention;11.mlp;4.attention;13.attention;6.attention;14.mlp;15.attention;13.mlp;12.mlp;14.attention;1.attention;2.mlp;20.attention;19.attention;12.attention
gemma2,137,-2,lars,negative,0.308128322607763,,3.mlp;17.attention;20.mlp;0.residual;18.mlp;19.mlp;0.attention;13.attention;6.mlp;17.mlp;7.mlp;16.attention;15.mlp;14.mlp;8.mlp;16.mlp;6.attention;11.mlp;1.attention;10.attention;19.attention;11.attention;10.mlp;9.mlp;15.attention;12.mlp;5.mlp;4.mlp;20.attention;7.attention;5.attention;0.mlp;13.mlp;2.mlp;1.mlp;4.attention;18.attention;2.attention;14.attention;3.attention;8.attention;12.attention;9.attention
gemma2,137,-2,lars,positive,0.4871252935851214,,3.mlp;17.attention;0.residual;20.mlp;19.mlp;6.mlp;18.mlp;7.mlp;13.attention;13.mlp;1.attention;8.mlp;12.mlp;19.attention;14.mlp;10.mlp;0.attention;7.attention;5.attention;1.mlp;0.mlp;4.attention;15.mlp;5.mlp;9.mlp;18.attention;15.attention;12.attention;16.mlp;2.mlp;17.mlp;9.attention;3.attention;4.mlp;14.attention;8.attention;20.attention;11.attention;6.attention;11.mlp;16.attention;2.attention;10.attention
gemma2,137,-3,lars,negative,0.6187413141251428,,0.residual;17.attention;3.mlp;20.mlp;18.mlp;19.mlp;13.attention;0.attention;16.mlp;16.attention;6.mlp;6.attention;17.mlp;15.mlp;11.mlp;5.mlp;19.attention;10.mlp;10.attention;14.mlp;5.attention;7.attention;7.mlp;9.mlp;20.attention;8.mlp;13.mlp;15.attention;1.attention;4.mlp;12.mlp;2.attention;18.attention;9.attention;4.attention;14.attention;3.attention;2.mlp;11.attention;12.attention;0.mlp;1.mlp;8.attention
gemma2,137,-3,lars,positive,0.7124510351427555,,0.residual;17.attention;3.mlp;20.mlp;19.mlp;18.mlp;0.attention;7.mlp;11.attention;0.mlp;20.attention;8.mlp;15.mlp;10.attention;17.mlp;6.mlp;13.mlp;13.attention;1.mlp;19.attention;10.mlp;7.attention;16.attention;6.attention;5.mlp;2.mlp;2.attention;16.mlp;12.mlp;12.attention;5.attention;1.attention;9.attention;11.mlp;8.attention;4.attention;9.mlp;18.attention;15.attention;3.attention;4.mlp;14.mlp;14.attention
gemma2,709,-1,lars,negative,0.6221954612298694,,20.mlp;6.attention;0.attention;18.mlp;3.mlp;14.mlp;8.mlp;11.mlp;12.mlp;19.mlp;0.residual;13.attention;17.mlp;11.attention;6.mlp;7.attention;16.mlp;17.attention;9.mlp;5.mlp;10.mlp;20.attention;15.mlp;13.mlp;15.attention;4.attention;16.attention;7.mlp;19.attention;5.attention;3.attention;2.mlp;8.attention;1.attention;14.attention;10.attention;9.attention;18.attention;0.mlp;4.mlp;1.mlp;12.attention;2.attention
gemma2,709,-1,lars,positive,0.5548453750299593,,20.mlp;0.residual;6.attention;3.mlp;13.attention;19.mlp;0.mlp;16.attention;8.mlp;1.mlp;14.mlp;13.mlp;17.attention;7.mlp;4.attention;7.attention;11.attention;5.mlp;8.attention;19.attention;12.mlp;9.mlp;3.attention;18.attention;14.attention;16.mlp;0.attention;18.mlp;15.mlp;2.mlp;11.mlp;17.mlp;6.mlp;9.attention;10.mlp;15.attention;4.mlp;5.attention;10.attention;20.attention;2.attention;12.attention;1.attention
gemma2,709,-2,lars,negative,0.3018579979238853,,20.mlp;0.residual;6.attention;17.attention;3.mlp;8.mlp;18.mlp;19.mlp;6.mlp;11.mlp;13.attention;5.mlp;14.mlp;17.mlp;16.mlp;15.mlp;15.attention;1.attention;0.attention;7.mlp;20.attention;9.mlp;10.mlp;12.mlp;19.attention;13.mlp;11.attention;2.mlp;7.attention;10.attention;4.attention;5.attention;3.attention;1.mlp;16.attention;2.attention;4.mlp;14.attention;12.attention;0.mlp;18.attention;8.attention;9.attention
gemma2,709,-2,lars,positive,0.0705555704369845,,20.mlp;3.mlp;0.residual;6.mlp;19.mlp;9.mlp;11.mlp;1.attention;15.attention;14.mlp;19.attention;13.mlp;7.mlp;7.attention;13.attention;5.mlp;6.attention;17.mlp;12.mlp;8.mlp;2.mlp;2.attention;20.attention;1.mlp;4.mlp;16.mlp;15.mlp;18.mlp;10.mlp;3.attention;10.attention;4.attention;17.attention;16.attention;14.attention;0.mlp;0.attention;11.attention;9.attention;12.attention;5.attention;8.attention;18.attention
gemma2,709,-3,lars,negative,0.5647941772370528,,20.mlp;0.residual;17.attention;6.attention;3.mlp;18.mlp;14.mlp;16.mlp;19.mlp;8.mlp;5.mlp;0.attention;11.mlp;13.attention;6.mlp;17.mlp;15.attention;10.mlp;15.mlp;1.attention;13.mlp;9.mlp;20.attention;7.mlp;19.attention;7.attention;10.attention;16.attention;12.attention;12.mlp;4.attention;11.attention;3.attention;5.attention;9.attention;2.mlp;2.attention;8.attention;4.mlp;14.attention;1.mlp;0.mlp;18.attention
gemma2,709,-3,lars,positive,0.4718103432504308,,20.mlp;0.residual;3.mlp;18.mlp;19.mlp;17.attention;6.attention;16.mlp;15.attention;14.mlp;6.mlp;8.mlp;11.mlp;10.mlp;5.mlp;17.mlp;19.attention;20.attention;0.attention;7.attention;2.mlp;1.attention;10.attention;9.attention;13.attention;11.attention;4.mlp;13.mlp;4.attention;1.mlp;7.mlp;12.mlp;2.attention;8.attention;14.attention;18.attention;3.attention;0.mlp;16.attention;12.attention;9.mlp;5.attention;15.mlp
