model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,6832,-3,diff,pos-vs-neg,,,20.residual:19.9989;0.attention:0.7663;9.attention:-0.5864;8.mlp:0.5634;17.mlp:0.5565;9.mlp:0.4977;14.mlp:0.4744;18.mlp:0.4630;11.mlp:0.4163;17.attention:0.4133;15.mlp:0.4107;19.mlp:0.3657;4.attention:0.3552;7.mlp:0.3255;0.residual:0.3200;5.mlp:0.3132;16.mlp:0.3068;20.mlp:0.2777;6.attention:0.2694;13.attention:-0.2635;10.mlp:-0.2578;3.attention:0.2263;8.attention:-0.2151;11.attention:-0.2091;10.attention:-0.1918;1.attention:0.1784;12.mlp:0.1701;6.mlp:0.1452;0.mlp:0.1338;1.mlp:-0.1242;20.attention:0.1237;2.mlp:0.1142;7.attention:-0.1105;16.attention:-0.1064;4.mlp:0.0741;18.attention:-0.0704;2.attention:-0.0660;3.mlp:0.0434;15.attention:0.0369;13.mlp:-0.0306;19.attention:0.0221;5.attention:0.0213;12.attention:0.0154;14.attention:-0.0113
gemma2,4086,-1,diff,pos-vs-neg,,,20.residual:6.7423;0.residual:1.8165;7.attention:0.9927;11.attention:0.9858;16.attention:0.7472;1.mlp:-0.5940;1.attention:0.5523;14.mlp:-0.5400;0.attention:-0.4742;4.attention:0.4630;3.attention:0.4418;19.mlp:0.4076;0.mlp:-0.3948;20.mlp:-0.3926;4.mlp:-0.3908;17.attention:-0.3598;13.mlp:-0.3309;13.attention:0.2910;10.attention:0.2677;9.attention:0.2674;5.attention:0.2550;15.attention:0.2155;19.attention:-0.2105;5.mlp:0.1998;10.mlp:-0.1815;6.mlp:-0.1702;12.mlp:-0.1501;9.mlp:-0.1328;6.attention:0.1295;14.attention:-0.1130;18.attention:0.1121;16.mlp:-0.1112;18.mlp:0.1108;20.attention:0.0986;11.mlp:0.0843;8.attention:0.0743;2.attention:0.0709;7.mlp:0.0458;17.mlp:-0.0412;8.mlp:-0.0358;12.attention:0.0192;15.mlp:0.0094;3.mlp:0.0050;2.mlp:-0.0033
gemma2,4086,-2,diff,pos-vs-neg,,,20.residual:13.1056;0.attention:0.9598;11.mlp:0.5192;4.attention:0.4414;16.attention:0.4357;6.attention:0.4268;8.mlp:0.4044;0.mlp:0.4014;5.attention:0.3979;11.attention:0.3880;0.residual:-0.3833;6.mlp:0.3539;7.attention:0.3509;1.attention:0.3171;2.mlp:0.2969;15.attention:0.2775;20.attention:0.2515;17.attention:0.2471;7.mlp:0.2425;14.mlp:-0.2352;15.mlp:0.2157;19.mlp:0.2111;3.mlp:-0.2109;9.mlp:0.2066;1.mlp:0.2046;4.mlp:0.2028;10.mlp:0.1781;13.attention:0.1708;20.mlp:0.1631;19.attention:-0.1437;5.mlp:0.1013;12.mlp:-0.0967;13.mlp:-0.0848;3.attention:0.0841;16.mlp:-0.0776;10.attention:0.0720;2.attention:0.0684;8.attention:0.0639;14.attention:-0.0598;18.attention:0.0561;9.attention:-0.0454;17.mlp:0.0400;18.mlp:0.0240;12.attention:0.0065
gemma2,4086,-3,diff,pos-vs-neg,,,20.residual:16.4383;0.attention:0.8482;4.attention:0.5527;11.attention:0.4831;16.attention:0.4500;8.mlp:0.4254;5.attention:0.4200;1.attention:0.4186;7.attention:0.4031;18.mlp:0.3586;19.mlp:0.3364;20.attention:0.3241;11.mlp:0.3164;17.mlp:0.3136;3.attention:0.3113;17.attention:0.3081;15.mlp:0.2904;6.mlp:0.2754;1.mlp:-0.2453;6.attention:0.2447;15.attention:0.2443;16.mlp:0.2244;5.mlp:0.2100;10.attention:0.1966;18.attention:0.1675;9.mlp:0.1661;20.mlp:0.1391;7.mlp:0.1281;13.attention:0.1214;13.mlp:0.1183;9.attention:0.1154;0.residual:0.1135;4.mlp:0.1119;0.mlp:0.1036;19.attention:-0.1036;12.mlp:0.0907;14.mlp:-0.0900;8.attention:0.0886;2.attention:0.0753;2.mlp:0.0478;10.mlp:0.0415;14.attention:-0.0404;12.attention:0.0252;3.mlp:-0.0019
gemma2,1200,-1,diff,pos-vs-neg,,,20.residual:3.5365;0.residual:1.0255;7.attention:0.6743;13.mlp:-0.6467;11.attention:0.6029;16.attention:0.5930;3.attention:0.5621;20.mlp:-0.5505;1.mlp:-0.5258;0.mlp:-0.4561;4.attention:0.3817;1.attention:0.2257;18.mlp:0.2125;2.mlp:0.2079;4.mlp:-0.2048;14.mlp:-0.1969;19.mlp:0.1922;12.mlp:0.1812;13.attention:0.1789;19.attention:-0.1755;0.attention:-0.1531;6.attention:0.1481;15.attention:0.1395;7.mlp:-0.1252;2.attention:0.1116;9.attention:0.1110;14.attention:-0.1092;5.attention:0.1092;16.mlp:-0.1055;12.attention:0.1021;11.mlp:0.0967;3.mlp:-0.0923;10.mlp:-0.0909;6.mlp:-0.0893;17.mlp:0.0750;20.attention:0.0666;17.attention:-0.0609;10.attention:0.0507;15.mlp:0.0366;5.mlp:0.0342;8.attention:-0.0244;18.attention:-0.0197;9.mlp:-0.0176;8.mlp:-0.0089
gemma2,1200,-2,diff,pos-vs-neg,,,20.residual:7.9959;11.mlp:0.4468;0.attention:0.4451;4.attention:0.3829;7.attention:0.3353;4.mlp:0.3223;16.attention:0.3211;6.mlp:0.3128;11.attention:0.2967;3.mlp:-0.2898;15.attention:0.2698;17.attention:0.2585;3.attention:0.2085;5.attention:0.2084;8.mlp:0.2059;2.mlp:0.1949;20.attention:0.1899;6.attention:0.1882;19.mlp:0.1623;5.mlp:0.1577;19.attention:-0.1317;1.mlp:0.1180;16.mlp:-0.1158;2.attention:-0.1067;12.attention:-0.1046;14.mlp:-0.1039;17.mlp:0.0955;14.attention:-0.0890;20.mlp:-0.0864;0.residual:-0.0839;15.mlp:0.0806;8.attention:0.0789;7.mlp:0.0774;0.mlp:0.0764;1.attention:0.0758;13.mlp:-0.0640;18.attention:0.0484;12.mlp:0.0394;9.attention:-0.0376;9.mlp:0.0305;10.attention:0.0295;18.mlp:-0.0190;10.mlp:-0.0144;13.attention:-0.0090
gemma2,1200,-3,diff,pos-vs-neg,,,20.residual:9.8878;0.attention:0.6470;11.mlp:0.5896;4.attention:0.4344;0.residual:-0.3896;17.attention:0.3707;19.mlp:0.3602;20.attention:0.3008;15.mlp:0.3000;17.mlp:0.2912;0.mlp:0.2593;6.attention:0.2339;16.attention:0.2165;8.mlp:0.2123;5.mlp:0.1916;18.mlp:0.1821;3.attention:0.1768;13.mlp:-0.1724;9.attention:-0.1632;6.mlp:0.1568;4.mlp:0.1540;15.attention:0.1509;10.attention:0.1353;7.mlp:0.1217;5.attention:0.1198;8.attention:0.1181;14.mlp:0.1106;11.attention:0.1079;7.attention:0.1017;1.attention:0.0952;12.attention:-0.0920;2.attention:0.0863;19.attention:-0.0856;3.mlp:-0.0801;16.mlp:0.0799;14.attention:-0.0597;20.mlp:0.0473;1.mlp:-0.0443;2.mlp:0.0401;9.mlp:0.0391;13.attention:-0.0363;10.mlp:-0.0361;18.attention:0.0260;12.mlp:-0.0012
gemma2,4287,-1,diff,pos-vs-neg,,,0.residual:3.3846;0.mlp:-0.8239;1.mlp:-0.7633;0.attention:-0.5424;20.residual:-0.5277;7.attention:0.4822;13.mlp:-0.4713;3.mlp:-0.4105;11.attention:0.3702;8.mlp:-0.3314;19.attention:-0.3231;4.attention:0.2918;15.attention:0.2643;20.mlp:-0.2513;4.mlp:-0.2422;13.attention:0.2160;9.attention:0.2146;10.attention:0.1939;17.mlp:-0.1899;18.mlp:-0.1846;14.attention:-0.1779;14.mlp:-0.1735;2.attention:-0.1518;3.attention:0.1430;1.attention:0.1411;9.mlp:-0.1368;16.attention:0.1267;5.mlp:-0.1239;11.mlp:0.1232;12.mlp:-0.1105;7.mlp:-0.0994;19.mlp:-0.0848;2.mlp:0.0834;16.mlp:-0.0812;10.mlp:0.0779;5.attention:-0.0746;18.attention:-0.0737;6.mlp:-0.0709;6.attention:0.0483;17.attention:-0.0476;8.attention:-0.0242;12.attention:0.0138;20.attention:-0.0103;15.mlp:0.0093
gemma2,4287,-2,diff,pos-vs-neg,,,20.residual:-2.0414;0.residual:-1.4534;7.attention:0.4591;13.mlp:-0.4499;3.mlp:-0.4377;19.attention:-0.4043;8.mlp:-0.3790;6.mlp:-0.3526;0.mlp:0.3374;1.mlp:0.3036;9.attention:0.2920;15.attention:0.2834;0.attention:0.2756;11.attention:0.2711;10.mlp:-0.2506;14.mlp:-0.2030;7.mlp:0.1762;12.mlp:-0.1726;17.attention:0.1662;10.attention:0.1606;4.attention:0.1490;15.mlp:0.1410;20.attention:0.1163;4.mlp:-0.1157;3.attention:0.1068;11.mlp:0.1021;14.attention:-0.0968;2.attention:-0.0920;17.mlp:0.0911;2.mlp:0.0893;5.attention:0.0853;1.attention:-0.0834;12.attention:0.0636;20.mlp:0.0523;5.mlp:0.0325;13.attention:-0.0293;18.attention:0.0254;16.attention:0.0208;8.attention:0.0187;9.mlp:-0.0185;18.mlp:0.0134;16.mlp:-0.0115;6.attention:-0.0056;19.mlp:0.0011
gemma2,4287,-3,diff,pos-vs-neg,,,20.residual:-3.6437;0.residual:-1.2348;0.attention:0.5921;13.mlp:-0.5442;19.attention:-0.3878;7.attention:0.3758;6.mlp:-0.3375;3.mlp:-0.3338;8.mlp:-0.3317;9.attention:0.2508;12.mlp:-0.2508;10.mlp:-0.2505;4.mlp:-0.2217;10.attention:0.2021;14.mlp:-0.1895;3.attention:0.1826;17.attention:0.1825;20.attention:0.1742;14.attention:-0.1585;17.mlp:0.1391;19.mlp:-0.1333;12.attention:-0.1326;11.attention:0.1281;9.mlp:-0.1271;15.mlp:0.1234;16.attention:0.1131;5.mlp:-0.1069;16.mlp:-0.1039;0.mlp:0.0926;11.mlp:0.0900;4.attention:0.0856;5.attention:0.0782;8.attention:0.0747;1.mlp:-0.0660;2.mlp:-0.0587;2.attention:0.0493;1.attention:0.0458;20.mlp:0.0339;13.attention:0.0269;18.mlp:0.0194;6.attention:0.0188;15.attention:0.0034;7.mlp:0.0031;18.attention:0.0010
gemma2,137,-1,diff,pos-vs-neg,,,20.residual:1.1102;0.residual:0.9370;9.attention:-0.6285;13.mlp:-0.4333;0.mlp:-0.4291;20.mlp:-0.4026;19.mlp:0.3977;2.attention:-0.3513;16.attention:0.3375;14.mlp:-0.3164;7.mlp:0.2965;8.mlp:0.2944;4.attention:0.2865;0.attention:-0.2815;1.mlp:-0.2774;10.mlp:-0.2536;3.mlp:-0.2494;11.mlp:-0.2202;8.attention:-0.2116;11.attention:0.1987;16.mlp:-0.1906;18.mlp:0.1828;10.attention:-0.1754;6.mlp:0.1723;13.attention:-0.1700;19.attention:-0.1666;17.mlp:0.1666;5.attention:-0.1535;9.mlp:-0.1398;12.mlp:-0.1313;7.attention:0.1280;18.attention:0.1187;2.mlp:0.1128;15.mlp:0.1099;4.mlp:0.0873;3.attention:0.0860;12.attention:-0.0702;20.attention:-0.0509;14.attention:0.0322;5.mlp:0.0201;1.attention:-0.0198;6.attention:0.0188;15.attention:-0.0160;17.attention:0.0084
gemma2,137,-2,diff,pos-vs-neg,,,20.residual:7.2387;0.attention:0.7407;0.residual:-0.6457;9.attention:-0.5644;11.mlp:0.5141;7.mlp:0.4329;8.mlp:0.3591;4.mlp:0.3309;19.mlp:0.3268;6.mlp:0.2790;4.attention:0.2760;13.attention:-0.2399;15.mlp:0.2359;17.attention:0.2240;3.attention:-0.2172;19.attention:-0.2160;18.mlp:0.2125;17.mlp:0.2070;11.attention:-0.1964;10.attention:-0.1908;7.attention:-0.1817;20.attention:0.1767;2.attention:-0.1715;3.mlp:-0.1694;5.mlp:0.1683;20.mlp:0.1668;5.attention:-0.1604;13.mlp:-0.1457;0.mlp:0.1368;1.attention:-0.1240;6.attention:0.1221;16.mlp:0.1179;15.attention:-0.1146;14.attention:0.0766;9.mlp:0.0740;14.mlp:0.0617;8.attention:-0.0508;18.attention:-0.0484;16.attention:0.0454;2.mlp:0.0413;1.mlp:0.0298;12.mlp:-0.0268;10.mlp:-0.0104;12.attention:0.0081
gemma2,137,-3,diff,pos-vs-neg,,,20.residual:10.7382;0.attention:0.7134;9.attention:-0.5883;18.mlp:0.5777;8.mlp:0.4875;20.mlp:0.4203;17.mlp:0.4158;7.mlp:0.4020;15.mlp:0.3941;19.mlp:0.3854;17.attention:0.3828;13.attention:-0.3066;5.attention:-0.2954;6.mlp:0.2651;16.mlp:0.2612;2.attention:-0.2348;14.mlp:0.2336;4.mlp:0.2163;11.attention:-0.2118;4.attention:0.1824;3.attention:-0.1804;2.mlp:0.1687;7.attention:-0.1624;20.attention:0.1496;0.mlp:-0.1443;11.mlp:0.1390;10.mlp:-0.1327;13.mlp:-0.1162;9.mlp:0.1148;15.attention:-0.1064;0.residual:0.1039;3.mlp:-0.1017;8.attention:-0.0982;10.attention:-0.0946;16.attention:-0.0931;1.mlp:-0.0825;6.attention:0.0761;19.attention:-0.0541;18.attention:-0.0504;1.attention:0.0438;12.mlp:0.0246;5.mlp:-0.0044;14.attention:-0.0027;12.attention:0.0024
gemma2,709,-1,diff,pos-vs-neg,,,0.residual:1.4822;20.mlp:-0.7172;7.attention:0.6356;0.mlp:-0.6199;16.attention:0.5124;20.residual:0.4669;1.mlp:-0.3932;1.attention:0.3512;19.mlp:0.3486;5.mlp:0.3238;4.attention:0.2986;17.attention:-0.2971;11.attention:0.2693;9.attention:-0.2641;4.mlp:-0.2541;14.attention:-0.1778;18.mlp:-0.1778;2.mlp:0.1718;0.attention:-0.1590;10.attention:-0.1467;15.attention:0.1432;13.attention:-0.1408;19.attention:-0.1382;3.attention:0.1312;17.mlp:-0.1291;13.mlp:-0.1123;6.mlp:-0.1005;8.mlp:0.0880;15.mlp:-0.0723;8.attention:-0.0716;16.mlp:0.0607;12.attention:0.0557;12.mlp:0.0544;2.attention:0.0486;7.mlp:-0.0476;14.mlp:-0.0452;6.attention:-0.0415;11.mlp:0.0311;5.attention:0.0310;20.attention:-0.0302;18.attention:0.0248;3.mlp:-0.0136;9.mlp:0.0086;10.mlp:-0.0084
gemma2,709,-2,diff,pos-vs-neg,,,20.residual:6.7628;0.residual:-1.5569;0.attention:0.7222;8.mlp:0.6445;11.mlp:0.5129;10.attention:-0.4838;9.attention:-0.4247;4.attention:0.4102;13.attention:-0.3894;0.mlp:0.3793;6.mlp:0.3743;19.mlp:0.3607;18.attention:-0.3213;9.mlp:0.2855;4.mlp:0.2570;3.mlp:-0.2550;5.mlp:0.2426;16.attention:0.2391;12.mlp:0.2193;14.mlp:0.2137;7.attention:-0.2123;1.mlp:0.2123;17.attention:0.1942;11.attention:-0.1879;19.attention:-0.1835;6.attention:0.1777;20.mlp:0.1727;8.attention:-0.1476;2.mlp:0.1392;7.mlp:0.1318;15.mlp:0.1306;1.attention:0.1087;10.mlp:-0.1053;15.attention:-0.1018;14.attention:-0.0865;12.attention:-0.0852;16.mlp:0.0851;2.attention:0.0781;20.attention:0.0747;13.mlp:0.0570;3.attention:0.0211;5.attention:0.0205;18.mlp:0.0016;17.mlp:-0.0012
gemma2,709,-3,diff,pos-vs-neg,,,20.residual:7.6585;0.attention:0.7384;8.mlp:0.5946;9.attention:-0.5011;7.mlp:0.4791;0.residual:-0.4495;19.mlp:0.4472;11.mlp:0.4308;4.attention:0.4293;13.attention:-0.3727;12.mlp:0.3110;8.attention:-0.3105;11.attention:-0.3079;10.attention:-0.3011;4.mlp:0.2938;16.mlp:0.2906;20.mlp:0.2734;6.mlp:0.2722;16.attention:0.2670;14.mlp:0.2502;5.mlp:0.2406;15.mlp:0.2210;18.attention:-0.2204;17.attention:0.1984;7.attention:-0.1898;6.attention:0.1690;3.mlp:-0.1604;2.attention:-0.1603;17.mlp:0.1472;15.attention:-0.1463;20.attention:0.1387;18.mlp:0.1383;19.attention:-0.1302;1.attention:0.1277;9.mlp:0.1270;12.attention:-0.1228;5.attention:-0.1164;0.mlp:-0.0769;10.mlp:-0.0508;14.attention:-0.0442;13.mlp:0.0288;2.mlp:-0.0279;3.attention:0.0252;1.mlp:-0.0024
