model,steering_vector,position,method,set,r2,intercept,top_features
gemma2,6832,-3,Component Similarities,All,,,20.residual:0.1953;17.mlp:0.0835;0.attention:0.0723;18.mlp:0.0713;8.mlp:0.0625;15.mlp:0.0591;14.mlp:0.0588;9.mlp:0.0500;4.attention:0.0479;5.mlp:0.0476;17.attention:0.0471;7.mlp:0.0461;11.mlp:0.0442;9.attention:-0.0427;20.mlp:0.0374;16.mlp:0.0354;20.attention:0.0347;8.attention:-0.0320;19.mlp:0.0312;2.mlp:0.0297;3.attention:0.0294;13.attention:-0.0282;10.mlp:-0.0276;0.residual:0.0240;10.attention:-0.0216;19.attention:0.0211;6.mlp:0.0210;0.mlp:0.0205;2.attention:-0.0197;18.attention:-0.0188;12.mlp:0.0183;16.attention:-0.0178;1.attention:0.0161;11.attention:-0.0160;4.mlp:0.0135;1.mlp:-0.0081;3.mlp:-0.0076;7.attention:-0.0070;15.attention:0.0067;14.attention:-0.0021;13.mlp:-0.0020;12.attention:-0.0017;6.attention:0.0010;5.attention:0.0009
gemma2,4086,-1,Component Similarities,All,,,0.residual:0.1157;16.attention:0.0830;7.attention:0.0752;20.residual:0.0742;20.mlp:-0.0669;11.attention:0.0645;1.mlp:-0.0625;17.attention:-0.0574;4.attention:0.0520;4.mlp:-0.0481;14.mlp:-0.0461;3.attention:0.0413;1.attention:0.0388;0.attention:-0.0330;15.attention:0.0309;13.attention:0.0302;20.attention:0.0267;13.mlp:-0.0251;9.mlp:-0.0248;0.mlp:-0.0245;5.attention:0.0237;19.attention:-0.0234;18.attention:0.0228;6.attention:-0.0223;10.attention:0.0219;5.mlp:0.0216;9.attention:0.0212;19.mlp:0.0197;6.mlp:-0.0179;10.mlp:-0.0164;16.mlp:-0.0152;2.attention:0.0146;18.mlp:0.0145;12.mlp:-0.0130;14.attention:-0.0125;8.attention:0.0115;3.mlp:-0.0107;17.mlp:-0.0059;11.mlp:0.0057;7.mlp:0.0049;8.mlp:-0.0048;12.attention:0.0025;15.mlp:0.0009;2.mlp:0.0000
gemma2,4086,-2,Component Similarities,All,,,20.residual:0.1670;0.attention:0.0674;3.mlp:-0.0664;20.attention:0.0645;4.attention:0.0522;11.mlp:0.0500;0.mlp:0.0457;8.mlp:0.0449;6.mlp:0.0425;16.attention:0.0386;15.mlp:0.0361;2.mlp:0.0354;15.attention:0.0347;17.attention:0.0303;7.attention:0.0297;11.attention:0.0295;5.attention:0.0284;1.mlp:0.0282;14.mlp:-0.0275;0.residual:-0.0254;7.mlp:0.0250;4.mlp:0.0249;1.attention:0.0239;6.attention:0.0237;10.mlp:0.0190;13.attention:0.0164;5.mlp:0.0134;9.mlp:0.0114;12.mlp:-0.0109;13.mlp:-0.0104;19.attention:-0.0101;18.mlp:0.0098;18.attention:0.0094;14.attention:-0.0093;3.attention:0.0064;16.mlp:-0.0054;12.attention:0.0045;10.attention:0.0041;19.mlp:0.0036;9.attention:-0.0027;8.attention:0.0020;2.attention:0.0019;20.mlp:0.0019;17.mlp:0.0016
gemma2,4086,-3,Component Similarities,All,,,20.residual:0.2324;0.attention:0.0825;20.attention:0.0752;4.attention:0.0659;18.mlp:0.0654;8.mlp:0.0483;15.mlp:0.0483;17.mlp:0.0442;17.attention:0.0427;11.attention:0.0408;3.attention:0.0400;1.mlp:-0.0388;16.attention:0.0388;6.mlp:0.0383;7.attention:0.0376;15.attention:0.0352;1.attention:0.0347;11.mlp:0.0344;16.mlp:0.0325;5.attention:0.0322;5.mlp:0.0283;7.mlp:0.0201;18.attention:0.0201;3.mlp:-0.0198;10.attention:0.0181;4.mlp:0.0164;0.mlp:0.0155;13.mlp:0.0149;19.mlp:0.0144;13.attention:0.0124;14.mlp:-0.0107;12.mlp:0.0097;0.residual:0.0095;20.mlp:0.0089;9.mlp:0.0077;9.attention:0.0076;2.mlp:0.0070;6.attention:0.0057;8.attention:0.0054;2.attention:0.0047;12.attention:0.0042;14.attention:-0.0039;19.attention:0.0034;10.mlp:0.0030
gemma2,1200,-1,Component Similarities,All,,,0.residual:0.0894;20.mlp:-0.0732;16.attention:0.0645;1.mlp:-0.0583;3.attention:0.0576;13.mlp:-0.0544;4.attention:0.0508;7.attention:0.0459;11.attention:0.0386;0.mlp:-0.0381;17.attention:-0.0369;2.mlp:0.0325;20.residual:0.0306;4.mlp:-0.0304;18.mlp:0.0259;19.attention:-0.0236;13.attention:0.0209;15.attention:0.0199;20.attention:0.0194;9.mlp:-0.0189;14.mlp:-0.0182;14.attention:-0.0170;12.mlp:0.0146;0.attention:-0.0139;16.mlp:-0.0135;6.mlp:-0.0134;1.attention:0.0134;5.mlp:0.0111;2.attention:0.0110;12.attention:0.0101;9.attention:0.0100;7.mlp:-0.0090;5.attention:0.0083;17.mlp:0.0075;11.mlp:0.0071;10.mlp:-0.0062;18.attention:0.0051;19.mlp:0.0045;8.mlp:-0.0042;10.attention:0.0040;15.mlp:0.0034;6.attention:-0.0031;3.mlp:-0.0022;8.attention:0.0016
gemma2,1200,-2,Component Similarities,All,,,20.residual:0.1060;3.mlp:-0.0547;4.mlp:0.0508;20.attention:0.0483;4.attention:0.0469;11.mlp:0.0420;6.mlp:0.0393;0.attention:0.0391;15.attention:0.0344;2.mlp:0.0339;3.attention:0.0325;16.attention:0.0317;1.mlp:0.0267;7.attention:0.0254;8.mlp:0.0236;11.attention:0.0221;20.mlp:-0.0221;2.attention:-0.0212;5.mlp:0.0188;14.attention:-0.0173;17.attention:0.0171;5.attention:0.0135;9.mlp:-0.0117;14.mlp:-0.0114;15.mlp:0.0109;0.residual:-0.0104;16.mlp:-0.0099;19.attention:-0.0099;17.mlp:0.0097;13.mlp:-0.0094;18.attention:0.0085;12.attention:-0.0081;0.mlp:0.0079;6.attention:0.0078;7.mlp:0.0074;8.attention:0.0054;1.attention:0.0053;18.mlp:0.0038;19.mlp:0.0038;9.attention:-0.0031;12.mlp:0.0031;10.mlp:0.0016;13.attention:0.0009;10.attention:0.0008
gemma2,1200,-3,Component Similarities,All,,,20.residual:0.1436;11.mlp:0.0664;20.attention:0.0654;4.attention:0.0579;0.attention:0.0571;15.mlp:0.0430;17.mlp:0.0410;0.mlp:0.0408;18.mlp:0.0344;17.attention:0.0330;4.mlp:0.0291;0.residual:-0.0282;5.mlp:0.0280;19.mlp:0.0264;3.attention:0.0247;3.mlp:-0.0240;15.attention:0.0231;13.mlp:-0.0200;6.mlp:0.0199;7.mlp:0.0195;16.attention:0.0189;8.mlp:0.0179;6.attention:0.0175;2.mlp:0.0152;14.mlp:0.0132;14.attention:-0.0127;12.attention:-0.0113;9.attention:-0.0112;9.mlp:-0.0110;10.attention:0.0106;16.mlp:0.0104;8.attention:0.0099;11.attention:0.0093;7.attention:0.0090;1.attention:0.0073;5.attention:0.0070;1.mlp:0.0060;20.mlp:0.0060;19.attention:0.0040;13.attention:-0.0020;10.mlp:0.0011;18.attention:0.0010;12.mlp:-0.0005;2.attention:0.0000
gemma2,4287,-1,Component Similarities,All,,,0.residual:0.1914;1.mlp:-0.0752;0.mlp:-0.0515;19.attention:-0.0510;3.mlp:-0.0466;8.mlp:-0.0427;13.mlp:-0.0386;4.attention:0.0359;4.mlp:-0.0359;15.attention:0.0352;7.attention:0.0349;0.attention:-0.0325;17.attention:-0.0315;20.mlp:-0.0277;2.attention:-0.0266;11.attention:0.0244;14.attention:-0.0229;13.attention:0.0226;18.mlp:-0.0204;17.mlp:-0.0198;9.attention:0.0166;20.residual:-0.0164;14.mlp:-0.0159;10.attention:0.0148;16.attention:0.0148;16.mlp:-0.0148;3.attention:0.0141;9.mlp:-0.0136;6.mlp:-0.0130;2.mlp:0.0120;19.mlp:-0.0098;11.mlp:0.0090;1.attention:0.0087;5.mlp:-0.0080;12.mlp:-0.0077;7.mlp:-0.0074;10.mlp:0.0070;5.attention:-0.0067;20.attention:-0.0061;18.attention:-0.0055;6.attention:0.0045;12.attention:0.0029;15.mlp:0.0006;8.attention:0.0000
gemma2,4287,-2,Component Similarities,All,,,3.mlp:-0.1064;0.residual:-0.1025;19.attention:-0.0566;1.mlp:0.0513;13.mlp:-0.0483;8.mlp:-0.0464;6.mlp:-0.0403;7.attention:0.0400;0.mlp:0.0374;15.attention:0.0349;20.residual:-0.0270;10.mlp:-0.0261;20.attention:0.0245;11.attention:0.0229;2.attention:-0.0223;7.mlp:0.0221;14.mlp:-0.0217;9.attention:0.0215;15.mlp:0.0206;0.attention:0.0198;3.attention:0.0173;4.attention:0.0165;2.mlp:0.0139;14.attention:-0.0135;12.mlp:-0.0132;17.mlp:0.0126;12.attention:0.0123;10.attention:0.0117;11.mlp:0.0109;13.attention:-0.0082;20.mlp:0.0078;1.attention:-0.0073;4.mlp:-0.0067;16.attention:0.0062;17.attention:0.0055;5.attention:0.0052;16.mlp:-0.0037;18.attention:0.0035;18.mlp:0.0035;5.mlp:0.0026;6.attention:-0.0023;19.mlp:-0.0016;9.mlp:-0.0012;8.attention:0.0007
gemma2,4287,-3,Component Similarities,All,,,0.residual:-0.0938;3.mlp:-0.0845;13.mlp:-0.0610;0.attention:0.0544;19.attention:-0.0513;20.residual:-0.0496;8.mlp:-0.0483;6.mlp:-0.0415;20.attention:0.0349;7.attention:0.0332;10.mlp:-0.0284;3.attention:0.0270;14.mlp:-0.0270;12.mlp:-0.0267;4.mlp:-0.0258;14.attention:-0.0221;15.mlp:0.0199;19.mlp:-0.0198;17.mlp:0.0197;9.attention:0.0188;10.attention:0.0176;16.mlp:-0.0149;16.attention:0.0148;9.mlp:-0.0136;0.mlp:0.0120;4.attention:0.0118;12.attention:-0.0116;11.attention:0.0109;17.attention:0.0107;11.mlp:0.0104;8.attention:0.0101;1.mlp:0.0096;5.mlp:-0.0087;2.attention:-0.0071;20.mlp:0.0070;5.attention:0.0061;18.attention:-0.0053;2.mlp:-0.0046;18.mlp:0.0045;7.mlp:0.0043;6.attention:0.0042;13.attention:-0.0033;1.attention:0.0026;15.attention:-0.0003
gemma2,137,-1,Component Similarities,All,,,0.residual:0.0786;17.attention:-0.0518;20.mlp:-0.0498;2.attention:-0.0422;9.attention:-0.0417;4.attention:0.0386;16.attention:0.0366;0.mlp:-0.0361;19.mlp:0.0356;13.mlp:-0.0342;7.mlp:0.0320;9.mlp:-0.0300;19.attention:-0.0286;6.attention:-0.0270;14.mlp:-0.0269;8.mlp:0.0267;8.attention:-0.0260;16.mlp:-0.0249;1.mlp:-0.0243;0.attention:-0.0223;18.mlp:0.0220;18.attention:0.0205;10.mlp:-0.0190;11.mlp:-0.0186;17.mlp:0.0176;2.mlp:0.0170;3.mlp:-0.0154;10.attention:-0.0150;13.attention:-0.0142;5.attention:-0.0134;20.attention:-0.0129;6.mlp:0.0128;11.attention:0.0112;15.mlp:0.0098;12.mlp:-0.0096;4.mlp:0.0093;7.attention:0.0077;12.attention:-0.0075;3.attention:0.0073;5.mlp:0.0070;1.attention:-0.0066;14.attention:0.0034;20.residual:-0.0034;15.attention:0.0023
gemma2,137,-2,Component Similarities,All,,,20.residual:0.0981;0.attention:0.0566;7.mlp:0.0474;4.mlp:0.0454;11.mlp:0.0442;0.residual:-0.0435;4.attention:0.0425;8.mlp:0.0410;9.attention:-0.0400;18.mlp:0.0383;20.attention:0.0366;15.mlp:0.0337;6.mlp:0.0330;19.mlp:0.0325;19.attention:-0.0320;2.attention:-0.0317;3.attention:-0.0304;17.mlp:0.0287;20.mlp:0.0242;13.attention:-0.0236;3.mlp:-0.0214;5.mlp:0.0208;16.mlp:0.0183;10.attention:-0.0175;13.mlp:-0.0171;0.mlp:0.0165;7.attention:-0.0146;15.attention:-0.0135;11.attention:-0.0132;2.mlp:0.0112;5.attention:-0.0110;1.mlp:0.0110;1.attention:-0.0107;14.attention:0.0106;6.attention:-0.0095;8.attention:-0.0089;9.mlp:-0.0050;18.attention:-0.0047;14.mlp:0.0045;16.attention:0.0043;12.attention:0.0017;17.attention:0.0016;10.mlp:0.0013;12.mlp:-0.0010
gemma2,137,-3,Component Similarities,All,,,20.residual:0.1514;18.mlp:0.0942;0.attention:0.0723;20.mlp:0.0698;17.mlp:0.0583;7.mlp:0.0569;15.mlp:0.0554;8.mlp:0.0552;2.attention:-0.0427;9.attention:-0.0413;6.mlp:0.0359;2.mlp:0.0352;4.attention:0.0347;16.mlp:0.0325;17.attention:0.0312;14.mlp:0.0309;19.mlp:0.0306;4.mlp:0.0305;13.attention:-0.0305;20.attention:0.0294;3.attention:-0.0293;0.mlp:-0.0232;5.attention:-0.0205;0.residual:0.0184;8.attention:-0.0161;11.attention:-0.0145;11.mlp:0.0142;13.mlp:-0.0131;15.attention:-0.0128;7.attention:-0.0125;3.mlp:-0.0120;10.attention:-0.0112;10.mlp:-0.0110;18.attention:-0.0084;16.attention:-0.0081;6.attention:-0.0078;12.mlp:0.0038;5.mlp:0.0030;9.mlp:-0.0029;1.mlp:0.0026;1.attention:0.0024;19.attention:0.0018;12.attention:-0.0016;14.attention:0.0004
gemma2,709,-1,Component Similarities,All,,,20.mlp:-0.1050;0.residual:0.0830;17.attention:-0.0664;6.attention:-0.0554;16.attention:0.0542;7.attention:0.0457;1.mlp:-0.0420;0.mlp:-0.0366;4.attention:0.0344;5.mlp:0.0325;4.mlp:-0.0294;14.attention:-0.0261;1.attention:0.0210;2.mlp:0.0194;15.attention:0.0182;9.attention:-0.0179;19.attention:-0.0179;18.mlp:-0.0177;11.attention:0.0162;18.attention:0.0140;10.attention:-0.0138;2.attention:0.0136;13.attention:-0.0134;20.residual:-0.0132;6.mlp:-0.0117;17.mlp:-0.0114;9.mlp:-0.0110;0.attention:-0.0091;3.attention:0.0087;15.mlp:-0.0069;8.attention:-0.0064;8.mlp:0.0061;20.attention:0.0060;13.mlp:-0.0053;14.mlp:-0.0041;12.attention:0.0034;3.mlp:-0.0033;7.mlp:-0.0026;12.mlp:0.0023;11.mlp:0.0021;5.attention:0.0019;16.mlp:0.0017;19.mlp:0.0010;10.mlp:-0.0005
gemma2,709,-2,Component Similarities,All,,,0.residual:-0.0972;20.residual:0.0869;8.mlp:0.0703;3.mlp:-0.0635;0.attention:0.0527;4.attention:0.0491;13.attention:-0.0469;11.mlp:0.0459;6.mlp:0.0437;10.attention:-0.0437;18.attention:-0.0410;0.mlp:0.0405;4.mlp:0.0347;9.attention:-0.0298;5.mlp:0.0295;20.attention:0.0292;1.mlp:0.0287;8.attention:-0.0228;15.mlp:0.0227;14.mlp:0.0219;9.mlp:0.0205;6.attention:-0.0198;2.mlp:0.0195;16.attention:0.0194;19.attention:-0.0184;14.attention:-0.0166;7.attention:-0.0162;7.mlp:0.0162;12.mlp:0.0156;15.attention:-0.0148;11.attention:-0.0128;16.mlp:0.0114;10.mlp:-0.0085;1.attention:0.0078;17.attention:0.0073;19.mlp:0.0068;18.mlp:0.0065;12.attention:-0.0063;20.mlp:-0.0054;17.mlp:-0.0039;2.attention:0.0033;13.mlp:0.0027;3.attention:0.0009;5.attention:-0.0003
gemma2,709,-3,Component Similarities,All,,,20.residual:0.1216;8.mlp:0.0645;7.mlp:0.0613;0.attention:0.0593;4.attention:0.0515;13.attention:-0.0435;11.mlp:0.0427;8.attention:-0.0420;4.mlp:0.0391;20.attention:0.0386;3.mlp:-0.0364;9.attention:-0.0349;16.mlp:0.0349;15.mlp:0.0339;6.mlp:0.0332;18.attention:-0.0311;10.attention:-0.0299;12.mlp:0.0295;5.mlp:0.0287;14.mlp:0.0284;2.attention:-0.0266;0.residual:-0.0262;20.mlp:0.0242;11.attention:-0.0240;18.mlp:0.0234;16.attention:0.0219;17.mlp:0.0200;15.attention:-0.0198;19.mlp:0.0198;17.attention:0.0151;12.attention:-0.0135;7.attention:-0.0130;0.mlp:-0.0122;5.attention:-0.0097;14.attention:-0.0095;1.attention:0.0095;10.mlp:-0.0056;13.mlp:0.0041;1.mlp:0.0033;6.attention:-0.0027;9.mlp:0.0027;2.mlp:-0.0015;3.attention:-0.0010;19.attention:0.0002
