feature,coef
blocks.18.ln2_post.hook_normalized,4.037424203688948
blocks.17.ln1_post.hook_normalized,3.8272078663587292
blocks.15.ln2_post.hook_normalized,3.7628839680003736
blocks.20.ln2_post.hook_normalized,3.632877672855188
blocks.13.ln1_post.hook_normalized,3.6268401175517058
blocks.9.ln2_post.hook_normalized,3.420096940559315
blocks.4.ln1_post.hook_normalized,3.2618223532909956
blocks.15.ln1_post.hook_normalized,3.259657150869857
blocks.2.ln2_post.hook_normalized,2.5815122147317435
blocks.1.ln1_post.hook_normalized,2.4826654787112856
