feature,coef
blocks.0.ln1_post.hook_normalized,5.354163125455781
blocks.18.ln2_post.hook_normalized,4.04959726720202
blocks.20.ln1_post.hook_normalized,3.814543465357932
blocks.2.ln2_post.hook_normalized,3.4543111301211975
blocks.20.ln2_post.hook_normalized,3.417706395633241
blocks.19.ln1_post.hook_normalized,3.3976013609608877
blocks.16.ln2_post.hook_normalized,3.3792959642056446
blocks.11.ln1_post.hook_normalized,3.326215115951091
blocks.6.ln1_post.hook_normalized,3.1352479828001685
blocks.6.ln2_post.hook_normalized,2.5918142809613673
