feature,coef
blocks.8.ln1_post.hook_normalized,4.980813259593347
blocks.14.ln2_post.hook_normalized,4.7165075552888025
blocks.20.ln2_post.hook_normalized,4.7082993020420405
blocks.13.ln1_post.hook_normalized,3.5828169012062525
blocks.18.ln1_post.hook_normalized,3.5429981265828183
blocks.13.ln2_post.hook_normalized,3.475754152710299
blocks.16.ln2_post.hook_normalized,3.0375708767388203
blocks.15.ln2_post.hook_normalized,2.782498632690674
blocks.8.ln2_post.hook_normalized,2.7160101065826665
blocks.18.ln2_post.hook_normalized,2.5882220974716996
