feature,coef
blocks.20.ln2_post.hook_normalized,4.81635556391605
blocks.18.ln2_post.hook_normalized,4.371471860730984
blocks.17.ln2_post.hook_normalized,3.6838486746350942
blocks.6.ln1_post.hook_normalized,3.655857167816672
blocks.19.ln2_post.hook_normalized,3.2446176141681957
blocks.0.ln1_post.hook_normalized,2.9273094967497895
blocks.20.ln1_post.hook_normalized,2.728911304814899
blocks.7.ln2_post.hook_normalized,2.5218113805068763
blocks.19.ln1_post.hook_normalized,2.4819487109097755
blocks.10.ln1_post.hook_normalized,2.4695514996752985
