feature,coef
blocks.3.ln1_post.hook_normalized,4.835601181495314
blocks.20.ln1_post.hook_normalized,4.303162765684843
blocks.20.ln2_post.hook_normalized,3.9525853950016048
blocks.0.ln1_post.hook_normalized,3.738134465826816
blocks.18.ln2_post.hook_normalized,3.632522024962479
blocks.6.ln1_post.hook_normalized,3.606798538817421
blocks.19.ln1_post.hook_normalized,3.530412509034268
blocks.16.ln2_post.hook_normalized,3.4849602887527706
blocks.2.ln2_post.hook_normalized,3.3111990176485615
blocks.6.ln2_post.hook_normalized,3.1975085404072043
