feature,coef
blocks.18.ln1_post.hook_normalized,7.907543770095998
blocks.20.ln2_post.hook_normalized,6.256114534488572
blocks.19.ln2_post.hook_normalized,5.06080138636276
blocks.18.ln2_post.hook_normalized,4.64802379308758
blocks.14.ln1_post.hook_normalized,4.426708666813008
blocks.15.ln1_post.hook_normalized,4.207621497030994
blocks.15.ln2_post.hook_normalized,3.9102121465870003
blocks.5.ln1_post.hook_normalized,3.6156384710104295
blocks.13.ln1_post.hook_normalized,2.9928301368438897
blocks.17.ln2_post.hook_normalized,2.3042861732419806
