feature,coef
blocks.20.ln2_post.hook_normalized,5.546741407794849
blocks.18.ln2_post.hook_normalized,5.174595956888538
blocks.6.ln1_post.hook_normalized,3.6178638484110683
blocks.15.ln1_post.hook_normalized,3.185907723165264
blocks.18.ln1_post.hook_normalized,2.9359219766686446
blocks.13.ln1_post.hook_normalized,2.843331351482657
blocks.7.ln1_post.hook_normalized,2.56324431367777
blocks.8.ln2_post.hook_normalized,2.364007882862099
blocks.2.ln2_post.hook_normalized,2.1447120822535
blocks.19.ln1_post.hook_normalized,2.028147071637344
