feature,coef
blocks.17.ln1_post.hook_normalized,3.762386802902814
blocks.13.ln1_post.hook_normalized,3.5354253990432225
blocks.20.ln2_post.hook_normalized,3.284104085690196
blocks.10.ln1_post.hook_normalized,2.905967543443408
blocks.17.ln2_post.hook_normalized,2.8186880869316453
blocks.18.ln2_post.hook_normalized,2.795246274768359
blocks.19.ln2_post.hook_normalized,2.720980303096037
blocks.15.ln2_post.hook_normalized,2.7191034442464592
blocks.13.ln2_post.hook_normalized,2.5672441855281387
blocks.19.ln1_post.hook_normalized,2.3993134489148513
