feature,coef
blocks.10.ln1_post.hook_normalized,4.355179087659073
blocks.19.ln1_post.hook_normalized,3.7890707410809537
blocks.15.ln1_post.hook_normalized,3.615393483299029
blocks.18.ln2_post.hook_normalized,3.5324801747063836
blocks.17.ln1_post.hook_normalized,3.0476930341668376
blocks.17.ln2_post.hook_normalized,2.694447653019331
blocks.13.ln1_post.hook_normalized,2.664568511134565
blocks.19.ln2_post.hook_normalized,2.5560925148072178
blocks.6.ln2_post.hook_normalized,2.361268353664123
blocks.5.ln2_post.hook_normalized,2.2303147149282188
