feature,coef
blocks.19.ln2_post.hook_normalized,6.693184109324204
blocks.17.ln1_post.hook_normalized,5.9065601652576785
blocks.20.ln2_post.hook_normalized,5.459349991334638
blocks.13.ln1_post.hook_normalized,3.444279702201828
blocks.3.ln1_post.hook_normalized,2.5447225421632336
blocks.15.ln2_post.hook_normalized,2.3077138739293446
blocks.10.ln2_post.hook_normalized,2.163236843794477
blocks.11.ln2_post.hook_normalized,2.159907201876318
blocks.18.ln2_post.hook_normalized,1.9256128425690466
blocks.19.ln1_post.hook_normalized,1.7375900934806616
