feature,coef
blocks.14.ln1_post.hook_normalized,14.714519479711907
blocks.1.ln2_post.hook_normalized,13.204043091612014
blocks.19.ln1_post.hook_normalized,11.746075268775618
blocks.11.ln2_post.hook_normalized,11.458729170452845
blocks.2.ln2_post.hook_normalized,10.532554537903973
blocks.15.ln1_post.hook_normalized,6.771683788919623
blocks.16.ln2_post.hook_normalized,6.69378446913393
blocks.18.ln1_post.hook_normalized,-6.430679343612671
blocks.15.ln2_post.hook_normalized,5.937978110282389
blocks.4.ln1_post.hook_normalized,5.904739279846997
