feature,coef
blocks.13.ln1_post.hook_normalized,4.762609734014216
blocks.6.ln1_post.hook_normalized,4.490161125390964
blocks.20.ln1_post.hook_normalized,4.028226357253297
blocks.18.ln2_post.hook_normalized,3.9501176502884734
blocks.17.ln1_post.hook_normalized,3.4434282809274777
blocks.15.ln2_post.hook_normalized,3.327721041132385
blocks.11.ln2_post.hook_normalized,3.2445961338753
blocks.17.ln2_post.hook_normalized,2.636489459753377
blocks.4.ln1_post.hook_normalized,2.578754651542095
blocks.9.ln2_post.hook_normalized,2.555023333215809
