feature,coef
blocks.15.ln2_post.hook_normalized,4.404598140273076
blocks.19.ln2_post.hook_normalized,3.900084920091941
blocks.20.ln2_post.hook_normalized,3.8277665676128247
blocks.20.ln1_post.hook_normalized,3.825145459516405
blocks.3.ln1_post.hook_normalized,3.758782042284788
blocks.14.ln2_post.hook_normalized,3.251189606606134
blocks.5.ln1_post.hook_normalized,3.189302012344144
blocks.15.ln1_post.hook_normalized,3.0967289036465004
blocks.18.ln2_post.hook_normalized,3.061177295208515
blocks.13.ln1_post.hook_normalized,2.8491462771638356
