feature,coef
blocks.20.ln2_post.hook_normalized,5.36144538464673
blocks.2.ln1_post.hook_normalized,3.7976514471471465
blocks.16.ln2_post.hook_normalized,3.3485643933429023
blocks.15.ln2_post.hook_normalized,3.329772822036715
blocks.7.ln1_post.hook_normalized,3.325894932070699
blocks.13.ln1_post.hook_normalized,2.868046959857646
blocks.7.ln2_post.hook_normalized,2.7118100453462097
blocks.15.ln1_post.hook_normalized,2.329958904655639
blocks.13.ln2_post.hook_normalized,2.311023318962394
blocks.14.ln2_post.hook_normalized,2.309050329967695
