feature,coef
blocks.14.ln1_post.hook_normalized,20.01194799190048
blocks.17.ln2_post.hook_normalized,15.374728233469746
blocks.13.ln2_post.hook_normalized,14.357845277131467
blocks.15.ln1_post.hook_normalized,13.41745433640319
blocks.15.ln2_post.hook_normalized,12.689561547277142
blocks.10.ln2_post.hook_normalized,10.40303007208507
blocks.1.ln1_post.hook_normalized,7.886350341177836
blocks.8.ln2_post.hook_normalized,-7.352014295967233
blocks.5.ln2_post.hook_normalized,7.3027459465125055
blocks.1.ln2_post.hook_normalized,6.950659552801205
