model,steering_vector,position,method,set,r2,intercept,top_features
gemma,harmfull,-2,Component Similarities,All,,,blocks.10.hook_resid_pre:0.3267; blocks.6.hook_attn_out:0.2546; blocks.8.hook_mlp_out:0.1714; blocks.8.hook_attn_out:0.1526; blocks.2.hook_mlp_out:-0.1099; blocks.7.hook_attn_out:0.1090; blocks.5.hook_attn_out:0.0983; blocks.9.hook_attn_out:0.0936; blocks.7.hook_mlp_out:0.0863; blocks.6.hook_mlp_out:0.0719; blocks.9.hook_mlp_out:0.0680; blocks.1.hook_attn_out:-0.0554; blocks.1.hook_mlp_out:-0.0486; blocks.4.hook_attn_out:0.0474; blocks.0.hook_resid_pre:0.0449; blocks.5.hook_mlp_out:0.0340; blocks.0.hook_attn_out:0.0330; blocks.0.hook_mlp_out:-0.0258; blocks.3.hook_attn_out:-0.0085; blocks.3.hook_mlp_out:0.0085; blocks.2.hook_attn_out:0.0081; blocks.4.hook_mlp_out:0.0018
gemma,harmfull,-3,Component Similarities,All,,,blocks.10.hook_resid_pre:0.4801; blocks.8.hook_mlp_out:0.2414; blocks.5.hook_mlp_out:0.2142; blocks.7.hook_mlp_out:0.1825; blocks.9.hook_mlp_out:0.1791; blocks.5.hook_attn_out:0.1703; blocks.7.hook_attn_out:0.1424; blocks.6.hook_mlp_out:0.1188; blocks.6.hook_attn_out:0.1175; blocks.3.hook_mlp_out:0.0952; blocks.8.hook_attn_out:0.0780; blocks.9.hook_attn_out:0.0710; blocks.0.hook_mlp_out:0.0614; blocks.0.hook_attn_out:0.0498; blocks.2.hook_mlp_out:-0.0422; blocks.4.hook_mlp_out:-0.0246; blocks.3.hook_attn_out:0.0211; blocks.4.hook_attn_out:0.0160; blocks.2.hook_attn_out:-0.0141; blocks.1.hook_mlp_out:-0.0140; blocks.0.hook_resid_pre:0.0096; blocks.1.hook_attn_out:-0.0068
gemma2,695,-1,lars,negative,0.7226299835368599,,blocks.20.ln2_post.hook_normalized:5.7695; blocks.3.ln2_post.hook_normalized:3.7715; blocks.6.ln1_post.hook_normalized:5.0549; blocks.18.ln2_post.hook_normalized:5.1813; blocks.0.ln1_post.hook_normalized:2.3271; blocks.8.ln2_post.hook_normalized:0.8866; blocks.0.hook_resid_post:0.0999; blocks.17.ln2_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.17.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000
gemma2,695,-1,lars,positive,0.48742216917254366,,blocks.0.hook_resid_post:-16.2318; blocks.20.ln2_post.hook_normalized:8.4368; blocks.3.ln2_post.hook_normalized:10.9318; blocks.0.ln2_post.hook_normalized:-23.0130; blocks.15.ln1_post.hook_normalized:3.4910; blocks.16.ln1_post.hook_normalized:1.7057; blocks.5.ln2_post.hook_normalized:1.4116; blocks.10.ln2_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.0.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.18.ln2_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.17.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.6.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000
gemma2,695,-2,lars,negative,0.3565603968702311,,blocks.20.ln2_post.hook_normalized:8.8950; blocks.3.ln2_post.hook_normalized:3.7633; blocks.0.hook_resid_post:0.7591; blocks.6.ln1_post.hook_normalized:2.8351; blocks.17.ln1_post.hook_normalized:3.3285; blocks.18.ln2_post.hook_normalized:2.7625; blocks.8.ln2_post.hook_normalized:0.3635; blocks.19.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.0.ln1_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000
gemma2,695,-2,lars,positive,0.49470739626952964,,blocks.20.ln2_post.hook_normalized:11.4484; blocks.3.ln2_post.hook_normalized:3.4219; blocks.0.hook_resid_post:1.6478; blocks.6.ln1_post.hook_normalized:2.6950; blocks.5.ln2_post.hook_normalized:1.0692; blocks.18.ln2_post.hook_normalized:1.0339; blocks.10.ln2_post.hook_normalized:0.4229; blocks.17.ln1_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.0.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000
gemma2,695,-3,lars,negative,0.4930876412975187,,blocks.0.hook_resid_post:0.8861; blocks.3.ln2_post.hook_normalized:3.9685; blocks.20.ln2_post.hook_normalized:7.5838; blocks.6.ln1_post.hook_normalized:3.8299; blocks.18.ln2_post.hook_normalized:5.6363; blocks.17.ln1_post.hook_normalized:2.9653; blocks.19.ln2_post.hook_normalized:0.2305; blocks.13.ln1_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.16.ln2_post.hook_normalized:0.0000; blocks.11.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.0.ln1_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.1.ln1_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000
gemma2,695,-3,lars,positive,0.1121963911991235,,blocks.0.hook_resid_post:4.9802; blocks.20.ln2_post.hook_normalized:-6.6752; blocks.6.ln1_post.hook_normalized:17.0679; blocks.0.ln1_post.hook_normalized:10.7399; blocks.16.ln2_post.hook_normalized:8.5874; blocks.18.ln2_post.hook_normalized:4.9346; blocks.11.ln2_post.hook_normalized:0.6674; blocks.1.ln1_post.hook_normalized:0.0000; blocks.8.ln2_post.hook_normalized:0.0000; blocks.6.ln2_post.hook_normalized:0.0000; blocks.15.ln2_post.hook_normalized:0.0000; blocks.15.ln1_post.hook_normalized:0.0000; blocks.1.ln2_post.hook_normalized:0.0000; blocks.19.ln2_post.hook_normalized:0.0000; blocks.17.ln2_post.hook_normalized:0.0000; blocks.12.ln2_post.hook_normalized:0.0000; blocks.9.ln2_post.hook_normalized:0.0000; blocks.18.ln1_post.hook_normalized:0.0000; blocks.5.ln2_post.hook_normalized:0.0000; blocks.13.ln1_post.hook_normalized:0.0000; blocks.11.ln1_post.hook_normalized:0.0000; blocks.13.ln2_post.hook_normalized:0.0000; blocks.10.ln2_post.hook_normalized:0.0000; blocks.0.ln2_post.hook_normalized:0.0000; blocks.5.ln1_post.hook_normalized:0.0000; blocks.3.ln1_post.hook_normalized:0.0000; blocks.20.ln1_post.hook_normalized:0.0000; blocks.19.ln1_post.hook_normalized:0.0000; blocks.12.ln1_post.hook_normalized:0.0000; blocks.2.ln2_post.hook_normalized:0.0000; blocks.9.ln1_post.hook_normalized:0.0000; blocks.16.ln1_post.hook_normalized:0.0000; blocks.7.ln2_post.hook_normalized:0.0000; blocks.14.ln2_post.hook_normalized:0.0000; blocks.17.ln1_post.hook_normalized:0.0000; blocks.2.ln1_post.hook_normalized:0.0000; blocks.4.ln2_post.hook_normalized:0.0000; blocks.10.ln1_post.hook_normalized:0.0000; blocks.4.ln1_post.hook_normalized:0.0000; blocks.7.ln1_post.hook_normalized:0.0000; blocks.14.ln1_post.hook_normalized:0.0000; blocks.8.ln1_post.hook_normalized:0.0000; blocks.3.ln2_post.hook_normalized:0.0000
gemma2,695,-1,diff,pos-vs-neg,,,blocks.20.hook_resid_post:-2.9355; blocks.0.hook_resid_post:1.0661; blocks.0.ln2_post.hook_normalized:-0.6472; blocks.20.ln2_post.hook_normalized:-0.6299; blocks.13.ln1_post.hook_normalized:-0.3248; blocks.13.ln2_post.hook_normalized:-0.2984; blocks.1.ln2_post.hook_normalized:-0.2954; blocks.8.ln1_post.hook_normalized:-0.2853; blocks.16.ln1_post.hook_normalized:0.2840; blocks.1.ln1_post.hook_normalized:0.2817; blocks.10.ln1_post.hook_normalized:-0.2635; blocks.0.ln1_post.hook_normalized:-0.2369; blocks.11.ln1_post.hook_normalized:0.2320; blocks.5.ln2_post.hook_normalized:0.2304; blocks.9.ln1_post.hook_normalized:-0.2143; blocks.17.ln1_post.hook_normalized:-0.2101; blocks.7.ln1_post.hook_normalized:0.2099; blocks.19.ln1_post.hook_normalized:-0.2095; blocks.4.ln2_post.hook_normalized:-0.1996; blocks.4.ln1_post.hook_normalized:0.1987; blocks.15.ln1_post.hook_normalized:0.1824; blocks.12.ln1_post.hook_normalized:0.1794; blocks.19.ln2_post.hook_normalized:0.1730; blocks.10.ln2_post.hook_normalized:-0.1687; blocks.16.ln2_post.hook_normalized:-0.1663; blocks.12.ln2_post.hook_normalized:-0.1643; blocks.9.ln2_post.hook_normalized:-0.1599; blocks.14.ln2_post.hook_normalized:-0.1596; blocks.11.ln2_post.hook_normalized:0.1565; blocks.8.ln2_post.hook_normalized:0.1244; blocks.18.ln2_post.hook_normalized:-0.1041; blocks.17.ln2_post.hook_normalized:-0.0885; blocks.18.ln1_post.hook_normalized:0.0806; blocks.6.ln2_post.hook_normalized:-0.0751; blocks.6.ln1_post.hook_normalized:0.0689; blocks.2.ln2_post.hook_normalized:0.0655; blocks.3.ln1_post.hook_normalized:0.0645; blocks.2.ln1_post.hook_normalized:-0.0602; blocks.20.ln1_post.hook_normalized:-0.0509; blocks.15.ln2_post.hook_normalized:0.0393; blocks.7.ln2_post.hook_normalized:0.0375; blocks.3.ln2_post.hook_normalized:-0.0372; blocks.14.ln1_post.hook_normalized:-0.0249; blocks.5.ln1_post.hook_normalized:0.0204
gemma2,695,-2,diff,pos-vs-neg,,,blocks.0.hook_resid_post:-0.8265; blocks.0.ln1_post.hook_normalized:0.6351; blocks.11.ln2_post.hook_normalized:0.5445; blocks.20.hook_resid_post:0.4579; blocks.13.ln1_post.hook_normalized:-0.4215; blocks.9.ln1_post.hook_normalized:-0.4109; blocks.10.ln2_post.hook_normalized:-0.3481; blocks.7.ln2_post.hook_normalized:0.3056; blocks.3.ln2_post.hook_normalized:-0.2944; blocks.8.ln2_post.hook_normalized:0.2883; blocks.18.ln1_post.hook_normalized:-0.2632; blocks.10.ln1_post.hook_normalized:-0.2529; blocks.7.ln1_post.hook_normalized:-0.2384; blocks.4.ln1_post.hook_normalized:0.1921; blocks.8.ln1_post.hook_normalized:-0.1900; blocks.19.ln1_post.hook_normalized:-0.1698; blocks.17.ln1_post.hook_normalized:0.1639; blocks.15.ln1_post.hook_normalized:-0.1523; blocks.6.ln1_post.hook_normalized:0.1505; blocks.4.ln2_post.hook_normalized:0.1482; blocks.5.ln1_post.hook_normalized:-0.1225; blocks.18.ln2_post.hook_normalized:-0.1215; blocks.5.ln2_post.hook_normalized:0.1204; blocks.13.ln2_post.hook_normalized:-0.1199; blocks.2.ln2_post.hook_normalized:0.1163; blocks.6.ln2_post.hook_normalized:0.1152; blocks.14.ln2_post.hook_normalized:0.1086; blocks.12.ln2_post.hook_normalized:-0.1085; blocks.3.ln1_post.hook_normalized:-0.0855; blocks.19.ln2_post.hook_normalized:0.0815; blocks.11.ln1_post.hook_normalized:-0.0779; blocks.2.ln1_post.hook_normalized:-0.0757; blocks.15.ln2_post.hook_normalized:0.0693; blocks.1.ln1_post.hook_normalized:0.0658; blocks.17.ln2_post.hook_normalized:-0.0625; blocks.12.ln1_post.hook_normalized:-0.0550; blocks.0.ln2_post.hook_normalized:0.0512; blocks.14.ln1_post.hook_normalized:-0.0425; blocks.9.ln2_post.hook_normalized:-0.0404; blocks.1.ln2_post.hook_normalized:-0.0402; blocks.20.ln2_post.hook_normalized:0.0362; blocks.20.ln1_post.hook_normalized:0.0196; blocks.16.ln1_post.hook_normalized:-0.0115; blocks.16.ln2_post.hook_normalized:-0.0075
