feature,coef
blocks.18.ln2_post.hook_normalized,4.4257770998818895
blocks.19.ln2_post.hook_normalized,3.8637253021120985
blocks.20.ln2_post.hook_normalized,3.811526565939298
blocks.15.ln1_post.hook_normalized,3.3912850200259492
blocks.13.ln1_post.hook_normalized,3.3813030211257304
blocks.19.ln1_post.hook_normalized,3.127142813443696
blocks.20.ln1_post.hook_normalized,2.859541452211072
blocks.10.ln1_post.hook_normalized,2.6064678157180117
blocks.11.ln2_post.hook_normalized,2.56116266503504
blocks.10.ln2_post.hook_normalized,2.5421483239951788
